Datum Zeit,Borna PM10
,µg/m³
31-12-07,15
30-12-07,18
29-12-07,30
28-12-07,19
27-12-07,35
26-12-07,33
25-12-07,28
24-12-07,48
23-12-07,48
22-12-07,61
21-12-07,44
20-12-07,64
19-12-07,72
18-12-07,56
17-12-07,36
16-12-07,28
15-12-07,22
14-12-07,13
13-12-07,10
12-12-07,9
11-12-07,23
10-12-07,19
09-12-07,8
08-12-07,16
07-12-07,10
06-12-07,22
05-12-07,20
04-12-07,17
03-12-07,10
02-12-07,9
01-12-07,12

