Datum Zeit,Zinnwald NO2
,µg/m³
01-01-08 00:00,5
31-12-07 23:00,5
31-12-07 22:00,5
31-12-07 21:00,5
31-12-07 20:00,4
31-12-07 19:00,5
31-12-07 18:00,5
31-12-07 17:00,5
31-12-07 16:00,5
31-12-07 15:00,6
31-12-07 14:00,5
31-12-07 13:00,5
31-12-07 12:00,5
31-12-07 11:00,5
31-12-07 10:00,5
31-12-07 09:00,5
31-12-07 08:00,5
31-12-07 07:00,5
31-12-07 06:00,5
31-12-07 05:00,6
31-12-07 04:00,5
31-12-07 03:00,6
31-12-07 02:00,7
31-12-07 01:00,9
31-12-07 00:00,10
30-12-07 23:00,9
30-12-07 22:00,10
30-12-07 21:00,26
30-12-07 20:00,25
30-12-07 19:00,36
30-12-07 18:00,31
30-12-07 17:00,24
30-12-07 16:00,23
30-12-07 15:00,19
30-12-07 14:00,17
30-12-07 13:00,17
30-12-07 12:00,14
30-12-07 11:00,23
30-12-07 10:00,13
30-12-07 09:00,16
30-12-07 08:00,22
30-12-07 07:00,34
30-12-07 06:00,44
30-12-07 05:00,43
30-12-07 04:00,42
30-12-07 03:00,41
30-12-07 02:00,36
30-12-07 01:00,27
30-12-07 00:00,25
29-12-07 23:00,27
29-12-07 22:00,27
29-12-07 21:00,25
29-12-07 20:00,24
29-12-07 19:00,25
29-12-07 18:00,21
29-12-07 17:00,29
29-12-07 16:00,24
29-12-07 15:00,18
29-12-07 14:00,16
29-12-07 13:00,12
29-12-07 12:00,15
29-12-07 11:00,16
29-12-07 10:00,19
29-12-07 09:00,13
29-12-07 08:00,13
29-12-07 07:00,13
29-12-07 06:00,16
29-12-07 05:00,17
29-12-07 04:00,24
29-12-07 03:00,23
29-12-07 02:00,19
29-12-07 01:00,18
29-12-07 00:00,17
28-12-07 23:00,17
28-12-07 22:00,23
28-12-07 21:00,27
28-12-07 20:00,29
28-12-07 19:00,32
28-12-07 18:00,33
28-12-07 17:00,33
28-12-07 16:00,24
28-12-07 15:00,28
28-12-07 14:00,24
28-12-07 13:00,29
28-12-07 12:00,35
28-12-07 11:00,44
28-12-07 10:00,45
28-12-07 09:00,40
28-12-07 08:00,15
28-12-07 07:00,17
28-12-07 06:00,27
28-12-07 05:00,19
28-12-07 04:00,42
28-12-07 03:00,21
28-12-07 02:00,31
28-12-07 01:00,42
28-12-07 00:00,44
27-12-07 23:00,46
27-12-07 22:00,48
27-12-07 21:00,47
27-12-07 20:00,43
27-12-07 19:00,41
27-12-07 18:00,45
27-12-07 17:00,46
27-12-07 16:00,41
27-12-07 15:00,35
27-12-07 14:00,23
27-12-07 13:00,17
27-12-07 12:00,18
27-12-07 11:00,16
27-12-07 10:00,11
27-12-07 09:00,11
27-12-07 08:00,4
27-12-07 07:00,6
27-12-07 06:00,5
27-12-07 05:00,6
27-12-07 04:00,6
27-12-07 03:00,5
27-12-07 02:00,8
27-12-07 01:00,9
27-12-07 00:00,8
26-12-07 23:00,9
26-12-07 22:00,9
26-12-07 21:00,9
26-12-07 20:00,9
26-12-07 19:00,12
26-12-07 18:00,14
26-12-07 17:00,15
26-12-07 16:00,21
26-12-07 15:00,12
26-12-07 14:00,10
26-12-07 13:00,13
26-12-07 12:00,17
26-12-07 11:00,20
26-12-07 10:00,18
26-12-07 09:00,20
26-12-07 08:00,15
26-12-07 07:00,19
26-12-07 06:00,18
26-12-07 05:00,10
26-12-07 04:00,12
26-12-07 03:00,16
26-12-07 02:00,16
26-12-07 01:00,18
26-12-07 00:00,19
25-12-07 23:00,23
25-12-07 22:00,19
25-12-07 21:00,17
25-12-07 20:00,23
25-12-07 19:00,31
25-12-07 18:00,36
25-12-07 17:00,30
25-12-07 16:00,28
25-12-07 15:00,21
25-12-07 14:00,14
25-12-07 13:00,15
25-12-07 12:00,16
25-12-07 11:00,15
25-12-07 10:00,19
25-12-07 09:00,29
25-12-07 08:00,44
25-12-07 07:00,47
25-12-07 06:00,47
25-12-07 05:00,46
25-12-07 04:00,44
25-12-07 03:00,43
25-12-07 02:00,49
25-12-07 01:00,51
25-12-07 00:00,54
24-12-07 23:00,40
24-12-07 22:00,20
24-12-07 21:00,18
24-12-07 20:00,17
24-12-07 19:00,17
24-12-07 18:00,19
24-12-07 17:00,20
24-12-07 16:00,20
24-12-07 15:00,16
24-12-07 14:00,16
24-12-07 13:00,13
24-12-07 12:00,12
24-12-07 11:00,13
24-12-07 10:00,15
24-12-07 09:00,15
24-12-07 08:00,13
24-12-07 07:00,9
24-12-07 06:00,8
24-12-07 05:00,8
24-12-07 04:00,11
24-12-07 03:00,11
24-12-07 02:00,14
24-12-07 01:00,17
24-12-07 00:00,20
23-12-07 23:00,20
23-12-07 22:00,19
23-12-07 21:00,19
23-12-07 20:00,18
23-12-07 19:00,20
23-12-07 18:00,20
23-12-07 17:00,18
23-12-07 16:00,17
23-12-07 15:00,11
23-12-07 14:00,8
23-12-07 13:00,6
23-12-07 12:00,6
23-12-07 11:00,6
23-12-07 10:00,6
23-12-07 09:00,11
23-12-07 08:00,12
23-12-07 07:00,11
23-12-07 06:00,13
23-12-07 05:00,12
23-12-07 04:00,22
23-12-07 03:00,18
23-12-07 02:00,34
23-12-07 01:00,26
23-12-07 00:00,34
22-12-07 23:00,26
22-12-07 22:00,39
22-12-07 21:00,42
22-12-07 20:00,47
22-12-07 19:00,49
22-12-07 18:00,51
22-12-07 17:00,53
22-12-07 16:00,47
22-12-07 15:00,39
22-12-07 14:00,37
22-12-07 13:00,39
22-12-07 12:00,39
22-12-07 11:00,41
22-12-07 10:00,44
22-12-07 09:00,48
22-12-07 08:00,49
22-12-07 07:00,48
22-12-07 06:00,48
22-12-07 05:00,49
22-12-07 04:00,52
22-12-07 03:00,55
22-12-07 02:00,57
22-12-07 01:00,54
22-12-07 00:00,46
21-12-07 23:00,36
21-12-07 22:00,22
21-12-07 21:00,13
21-12-07 20:00,3
21-12-07 19:00,2
21-12-07 18:00,1
21-12-07 17:00,2
21-12-07 16:00,6
21-12-07 15:00,9
21-12-07 14:00,12
21-12-07 13:00,6
21-12-07 12:00,5
21-12-07 11:00,2
21-12-07 10:00,3
21-12-07 09:00,3
21-12-07 08:00,2
21-12-07 07:00,2
21-12-07 06:00,2
21-12-07 05:00,2
21-12-07 04:00,1
21-12-07 03:00,1
21-12-07 02:00,1
21-12-07 01:00,1
21-12-07 00:00,1
20-12-07 23:00,1
20-12-07 22:00,1
20-12-07 21:00,3
20-12-07 20:00,3
20-12-07 19:00,4
20-12-07 18:00,2
20-12-07 17:00,1
20-12-07 16:00,4
20-12-07 15:00,4
20-12-07 14:00,6
20-12-07 13:00,4
20-12-07 12:00,6
20-12-07 11:00,5
20-12-07 10:00,4
20-12-07 09:00,1
20-12-07 08:00,1
20-12-07 07:00,1
20-12-07 06:00,1
20-12-07 05:00,1
20-12-07 04:00,1
20-12-07 03:00,1
20-12-07 02:00,1
20-12-07 01:00,1
20-12-07 00:00,3
19-12-07 23:00,2
19-12-07 22:00,2
19-12-07 21:00,3
19-12-07 20:00,2
19-12-07 19:00,2
19-12-07 18:00,4
19-12-07 17:00,8
19-12-07 16:00,4
19-12-07 15:00,4
19-12-07 14:00,4
19-12-07 13:00,4
19-12-07 12:00,3
19-12-07 11:00,3
19-12-07 10:00,3
19-12-07 09:00,4
19-12-07 08:00,2
19-12-07 07:00,3
19-12-07 06:00,3
19-12-07 05:00,3
19-12-07 04:00,1
19-12-07 03:00,2
19-12-07 02:00,2
19-12-07 01:00,2
19-12-07 00:00,2
18-12-07 23:00,2
18-12-07 22:00,3
18-12-07 21:00,8
18-12-07 20:00,7
18-12-07 19:00,9
18-12-07 18:00,10
18-12-07 17:00,7
18-12-07 16:00,12
18-12-07 15:00,8
18-12-07 14:00,6
18-12-07 13:00,7
18-12-07 12:00,10
18-12-07 11:00,13
18-12-07 10:00,14
18-12-07 09:00,11
18-12-07 08:00,5
18-12-07 07:00,8
18-12-07 06:00,4
18-12-07 05:00,4
18-12-07 04:00,3
18-12-07 03:00,5
18-12-07 02:00,10
18-12-07 01:00,13
18-12-07 00:00,14
17-12-07 23:00,14
17-12-07 22:00,13
17-12-07 21:00,14
17-12-07 20:00,12
17-12-07 19:00,12
17-12-07 18:00,15
17-12-07 17:00,13
17-12-07 16:00,12
17-12-07 15:00,11
17-12-07 14:00,11
17-12-07 13:00,8
17-12-07 12:00,7
17-12-07 11:00,7
17-12-07 10:00,8
17-12-07 09:00,9
17-12-07 08:00,10
17-12-07 07:00,10
17-12-07 06:00,8
17-12-07 05:00,8
17-12-07 04:00,7
17-12-07 03:00,7
17-12-07 02:00,7
17-12-07 01:00,7
17-12-07 00:00,7
16-12-07 23:00,6
16-12-07 22:00,5
16-12-07 21:00,5
16-12-07 20:00,6
