Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
31-12-07,22
30-12-07,44
29-12-07,37
28-12-07,35
27-12-07,54
26-12-07,37
25-12-07,53
24-12-07,106
23-12-07,64
22-12-07,65
21-12-07,75
20-12-07,89
19-12-07,84
18-12-07,68
17-12-07,47
16-12-07,37
15-12-07,28
14-12-07,28
13-12-07,23
12-12-07,15
11-12-07,32
10-12-07,39
09-12-07,16
08-12-07,23
07-12-07,15
06-12-07,24
05-12-07,31
04-12-07,18
03-12-07,10
02-12-07,13
01-12-07,14

