Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
31-12-07,17
30-12-07,33
29-12-07,32
28-12-07,30
27-12-07,48
26-12-07,34
25-12-07,46
24-12-07,95
23-12-07,63
22-12-07,59
21-12-07,69
20-12-07,74
19-12-07,62
18-12-07,49
17-12-07,33
16-12-07,28
15-12-07,19
14-12-07,13
13-12-07,7
12-12-07,6
11-12-07,22
10-12-07,18
09-12-07,12
08-12-07,12
07-12-07,4
06-12-07,9
05-12-07,9
04-12-07,10
03-12-07,4
02-12-07,6
01-12-07,6

