Datum Zeit,Carlsfeld O3
,µg/m³
01-01-08 00:00,69
31-12-07 23:00,68
31-12-07 22:00,64
31-12-07 21:00,62
31-12-07 20:00,61
31-12-07 19:00,62
31-12-07 18:00,62
31-12-07 17:00,64
31-12-07 16:00,66
31-12-07 15:00,62
31-12-07 14:00,65
31-12-07 13:00,65
31-12-07 12:00,63
31-12-07 11:00,65
31-12-07 10:00,66
31-12-07 09:00,68
31-12-07 08:00,68
31-12-07 07:00,68
31-12-07 06:00,68
31-12-07 05:00,69
31-12-07 04:00,71
31-12-07 03:00,73
31-12-07 02:00,60
31-12-07 01:00,56
31-12-07 00:00,45
30-12-07 23:00,42
30-12-07 22:00,39
30-12-07 21:00,42
30-12-07 20:00,45
30-12-07 19:00,44
30-12-07 18:00,41
30-12-07 17:00,47
30-12-07 16:00,52
30-12-07 15:00,44
30-12-07 14:00,48
30-12-07 13:00,51
30-12-07 12:00,53
30-12-07 11:00,52
30-12-07 10:00,55
30-12-07 09:00,48
30-12-07 08:00,29
30-12-07 07:00,30
30-12-07 06:00,25
30-12-07 05:00,27
30-12-07 04:00,28
30-12-07 03:00,34
30-12-07 02:00,36
30-12-07 01:00,41
30-12-07 00:00,33
29-12-07 23:00,33
29-12-07 22:00,38
29-12-07 21:00,43
29-12-07 20:00,44
29-12-07 19:00,47
29-12-07 18:00,49
29-12-07 17:00,44
29-12-07 16:00,52
29-12-07 15:00,55
29-12-07 14:00,58
29-12-07 13:00,63
29-12-07 12:00,59
29-12-07 11:00,54
29-12-07 10:00,50
29-12-07 09:00,43
29-12-07 08:00,37
29-12-07 07:00,44
29-12-07 06:00,59
29-12-07 05:00,68
29-12-07 04:00,72
29-12-07 03:00,71
29-12-07 02:00,72
29-12-07 01:00,70
29-12-07 00:00,73
28-12-07 23:00,71
28-12-07 22:00,68
28-12-07 21:00,65
28-12-07 20:00,65
28-12-07 19:00,68
28-12-07 18:00,62
28-12-07 17:00,62
28-12-07 16:00,70
28-12-07 15:00,71
28-12-07 14:00,75
28-12-07 13:00,65
28-12-07 12:00,61
28-12-07 11:00,59
28-12-07 10:00,56
28-12-07 09:00,57
28-12-07 08:00,59
28-12-07 07:00,59
28-12-07 06:00,61
28-12-07 05:00,64
28-12-07 04:00,64
28-12-07 03:00,63
28-12-07 02:00,60
28-12-07 01:00,55
28-12-07 00:00,49
