Datum Zeit,Borna NO2
,µg/m³
01-01-08 00:00,12
31-12-07 23:00,13
31-12-07 22:00,14
31-12-07 21:00,22
31-12-07 20:00,21
31-12-07 19:00,22
31-12-07 18:00,30
31-12-07 17:00,25
31-12-07 16:00,21
31-12-07 15:00,21
31-12-07 14:00,24
31-12-07 13:00,27
31-12-07 12:00,34
31-12-07 11:00,37
31-12-07 10:00,36
31-12-07 09:00,25
31-12-07 08:00,25
31-12-07 07:00,18
31-12-07 06:00,19
31-12-07 05:00,14
31-12-07 04:00,14
31-12-07 03:00,14
31-12-07 02:00,14
31-12-07 01:00,13
31-12-07 00:00,15
30-12-07 23:00,15
30-12-07 22:00,19
30-12-07 21:00,22
30-12-07 20:00,22
30-12-07 19:00,23
30-12-07 18:00,23
30-12-07 17:00,24
30-12-07 16:00,29
30-12-07 15:00,26
30-12-07 14:00,21
30-12-07 13:00,16
30-12-07 12:00,16
30-12-07 11:00,19
30-12-07 10:00,20
30-12-07 09:00,21
30-12-07 08:00,18
30-12-07 07:00,18
30-12-07 06:00,19
30-12-07 05:00,15
30-12-07 04:00,18
30-12-07 03:00,18
30-12-07 02:00,20
30-12-07 01:00,18
30-12-07 00:00,21
29-12-07 23:00,24
29-12-07 22:00,29
29-12-07 21:00,32
29-12-07 20:00,28
29-12-07 19:00,35
29-12-07 18:00,30
29-12-07 17:00,32
29-12-07 16:00,43
29-12-07 15:00,44
29-12-07 14:00,31
29-12-07 13:00,31
29-12-07 12:00,26
29-12-07 11:00,25
29-12-07 10:00,18
29-12-07 09:00,19
29-12-07 08:00,15
29-12-07 07:00,15
29-12-07 06:00,14
29-12-07 05:00,14
29-12-07 04:00,24
29-12-07 03:00,26
29-12-07 02:00,16
29-12-07 01:00,14
29-12-07 00:00,20
28-12-07 23:00,25
28-12-07 22:00,22
28-12-07 21:00,28
28-12-07 20:00,32
28-12-07 19:00,26
28-12-07 18:00,30
28-12-07 17:00,36
28-12-07 16:00,46
28-12-07 15:00,54
28-12-07 14:00,44
28-12-07 13:00,47
28-12-07 12:00,43
28-12-07 11:00,46
28-12-07 10:00,36
28-12-07 09:00,29
28-12-07 08:00,26
28-12-07 07:00,21
28-12-07 06:00,23
28-12-07 05:00,15
28-12-07 04:00,18
28-12-07 03:00,19
28-12-07 02:00,14
28-12-07 01:00,19
28-12-07 00:00,17
27-12-07 23:00,21
27-12-07 22:00,28
27-12-07 21:00,31
27-12-07 20:00,40
27-12-07 19:00,38
27-12-07 18:00,41
27-12-07 17:00,52
27-12-07 16:00,52
27-12-07 15:00,47
27-12-07 14:00,40
27-12-07 13:00,40
27-12-07 12:00,43
27-12-07 11:00,46
27-12-07 10:00,44
27-12-07 09:00,43
27-12-07 08:00,44
27-12-07 07:00,36
27-12-07 06:00,28
27-12-07 05:00,22
27-12-07 04:00,21
27-12-07 03:00,28
27-12-07 02:00,24
27-12-07 01:00,22
27-12-07 00:00,24
26-12-07 23:00,28
26-12-07 22:00,27
26-12-07 21:00,28
26-12-07 20:00,32
26-12-07 19:00,33
26-12-07 18:00,35
26-12-07 17:00,34
26-12-07 16:00,35
26-12-07 15:00,33
26-12-07 14:00,25
26-12-07 13:00,25
26-12-07 12:00,27
26-12-07 11:00,21
26-12-07 10:00,19
26-12-07 09:00,23
26-12-07 08:00,17
26-12-07 07:00,16
26-12-07 06:00,21
26-12-07 05:00,16
26-12-07 04:00,18
26-12-07 03:00,22
26-12-07 02:00,28
26-12-07 01:00,20
26-12-07 00:00,26
25-12-07 23:00,32
25-12-07 22:00,36
25-12-07 21:00,48
25-12-07 20:00,43
25-12-07 19:00,38
25-12-07 18:00,32
25-12-07 17:00,33
25-12-07 16:00,39
25-12-07 15:00,32
25-12-07 14:00,25
25-12-07 13:00,25
25-12-07 12:00,28
25-12-07 11:00,24
25-12-07 10:00,21
25-12-07 09:00,23
25-12-07 08:00,23
25-12-07 07:00,23
25-12-07 06:00,26
25-12-07 05:00,22
25-12-07 04:00,22
25-12-07 03:00,19
25-12-07 02:00,20
25-12-07 01:00,24
25-12-07 00:00,21
24-12-07 23:00,22
24-12-07 22:00,32
24-12-07 21:00,34
24-12-07 20:00,37
24-12-07 19:00,43
24-12-07 18:00,42
24-12-07 17:00,41
24-12-07 16:00,42
24-12-07 15:00,41
24-12-07 14:00,43
24-12-07 13:00,45
24-12-07 12:00,48
24-12-07 11:00,46
24-12-07 10:00,44
24-12-07 09:00,42
24-12-07 08:00,41
24-12-07 07:00,40
24-12-07 06:00,36
24-12-07 05:00,39
24-12-07 04:00,33
24-12-07 03:00,32
24-12-07 02:00,32
24-12-07 01:00,33
24-12-07 00:00,36
23-12-07 23:00,35
23-12-07 22:00,38
23-12-07 21:00,40
23-12-07 20:00,44
23-12-07 19:00,45
23-12-07 18:00,46
23-12-07 17:00,50
23-12-07 16:00,54
23-12-07 15:00,51
23-12-07 14:00,37
23-12-07 13:00,33
23-12-07 12:00,30
23-12-07 11:00,30
23-12-07 10:00,32
23-12-07 09:00,35
23-12-07 08:00,38
23-12-07 07:00,38
23-12-07 06:00,38
23-12-07 05:00,39
23-12-07 04:00,40
23-12-07 03:00,40
23-12-07 02:00,41
23-12-07 01:00,43
23-12-07 00:00,45
22-12-07 23:00,46
22-12-07 22:00,46
22-12-07 21:00,46
22-12-07 20:00,49
22-12-07 19:00,53
22-12-07 18:00,52
22-12-07 17:00,58
22-12-07 16:00,55
22-12-07 15:00,56
22-12-07 14:00,52
22-12-07 13:00,51
22-12-07 12:00,51
22-12-07 11:00,55
22-12-07 10:00,60
22-12-07 09:00,46
22-12-07 08:00,34
22-12-07 07:00,35
22-12-07 06:00,33
22-12-07 05:00,34
22-12-07 04:00,36
22-12-07 03:00,39
22-12-07 02:00,42
22-12-07 01:00,45
22-12-07 00:00,46
21-12-07 23:00,49
21-12-07 22:00,55
21-12-07 21:00,54
21-12-07 20:00,55
21-12-07 19:00,55
21-12-07 18:00,49
21-12-07 17:00,42
21-12-07 16:00,43
21-12-07 15:00,52
21-12-07 14:00,61
21-12-07 13:00,45
21-12-07 12:00,43
21-12-07 11:00,42
21-12-07 10:00,49
21-12-07 09:00,56
21-12-07 08:00,58
21-12-07 07:00,50
21-12-07 06:00,40
21-12-07 05:00,40
21-12-07 04:00,39
21-12-07 03:00,39
21-12-07 02:00,39
21-12-07 01:00,40
21-12-07 00:00,41
20-12-07 23:00,41
20-12-07 22:00,45
20-12-07 21:00,47
20-12-07 20:00,50
20-12-07 19:00,50
20-12-07 18:00,56
20-12-07 17:00,59
20-12-07 16:00,48
20-12-07 15:00,46
20-12-07 14:00,50
20-12-07 13:00,51
20-12-07 12:00,53
20-12-07 11:00,55
20-12-07 10:00,58
20-12-07 09:00,49
20-12-07 08:00,63
20-12-07 07:00,57
20-12-07 06:00,46
20-12-07 05:00,34
20-12-07 04:00,32
20-12-07 03:00,36
20-12-07 02:00,40
20-12-07 01:00,37
20-12-07 00:00,40
19-12-07 23:00,39
19-12-07 22:00,41
19-12-07 21:00,45
19-12-07 20:00,46
19-12-07 19:00,51
19-12-07 18:00,50
19-12-07 17:00,54
19-12-07 16:00,51
19-12-07 15:00,51
19-12-07 14:00,40
19-12-07 13:00,42
19-12-07 12:00,39
19-12-07 11:00,41
19-12-07 10:00,51
19-12-07 09:00,38
19-12-07 08:00,40
19-12-07 07:00,28
19-12-07 06:00,30
19-12-07 05:00,22
19-12-07 04:00,22
19-12-07 03:00,23
19-12-07 02:00,23
19-12-07 01:00,23
19-12-07 00:00,22
18-12-07 23:00,23
18-12-07 22:00,22
18-12-07 21:00,23
18-12-07 20:00,30
18-12-07 19:00,35
18-12-07 18:00,36
18-12-07 17:00,35
18-12-07 16:00,32
18-12-07 15:00,28
18-12-07 14:00,28
18-12-07 13:00,32
18-12-07 12:00,30
18-12-07 11:00,24
18-12-07 10:00,27
18-12-07 09:00,28
18-12-07 08:00,28
18-12-07 07:00,19
18-12-07 06:00,20
18-12-07 05:00,19
18-12-07 04:00,17
18-12-07 03:00,19
18-12-07 02:00,20
18-12-07 01:00,22
18-12-07 00:00,21
17-12-07 23:00,20
17-12-07 22:00,25
17-12-07 21:00,26
17-12-07 20:00,33
17-12-07 19:00,36
17-12-07 18:00,41
17-12-07 17:00,42
17-12-07 16:00,44
17-12-07 15:00,41
17-12-07 14:00,36
17-12-07 13:00,40
17-12-07 12:00,37
17-12-07 11:00,37
17-12-07 10:00,36
17-12-07 09:00,35
17-12-07 08:00,30
17-12-07 07:00,23
17-12-07 06:00,18
17-12-07 05:00,19
17-12-07 04:00,15
17-12-07 03:00,13
17-12-07 02:00,11
17-12-07 01:00,9
17-12-07 00:00,10
16-12-07 23:00,11
16-12-07 22:00,13
16-12-07 21:00,19
16-12-07 20:00,18
16-12-07 19:00,21
16-12-07 18:00,20
16-12-07 17:00,15
16-12-07 16:00,14
16-12-07 15:00,16
16-12-07 14:00,9
16-12-07 13:00,11
16-12-07 12:00,11
16-12-07 11:00,10
16-12-07 10:00,11
16-12-07 09:00,12
16-12-07 08:00,10
16-12-07 07:00,12
16-12-07 06:00,12
16-12-07 05:00,12
16-12-07 04:00,13
16-12-07 03:00,13
16-12-07 02:00,16
16-12-07 01:00,20
16-12-07 00:00,18
15-12-07 23:00,20
15-12-07 22:00,24
15-12-07 21:00,22
15-12-07 20:00,23
15-12-07 19:00,20
15-12-07 18:00,19
15-12-07 17:00,20
15-12-07 16:00,27
15-12-07 15:00,20
15-12-07 14:00,16
15-12-07 13:00,23
15-12-07 12:00,34
15-12-07 11:00,36
15-12-07 10:00,35
15-12-07 09:00,32
15-12-07 08:00,24
15-12-07 07:00,19
15-12-07 06:00,14
15-12-07 05:00,15
15-12-07 04:00,14
15-12-07 03:00,15
15-12-07 02:00,14
15-12-07 01:00,14
15-12-07 00:00,15
14-12-07 23:00,19
14-12-07 22:00,31
14-12-07 21:00,29
14-12-07 20:00,23
14-12-07 19:00,18
14-12-07 18:00,22
14-12-07 17:00,27
14-12-07 16:00,17
14-12-07 15:00,17
14-12-07 14:00,15
14-12-07 13:00,14
14-12-07 12:00,
14-12-07 11:00,
14-12-07 10:00,
14-12-07 09:00,
14-12-07 08:00,
14-12-07 07:00,
14-12-07 06:00,
14-12-07 05:00,
14-12-07 04:00,
14-12-07 03:00,
14-12-07 02:00,
14-12-07 01:00,
14-12-07 00:00,
13-12-07 23:00,
13-12-07 22:00,
13-12-07 21:00,
13-12-07 20:00,
13-12-07 19:00,
13-12-07 18:00,
13-12-07 17:00,
13-12-07 16:00,13
13-12-07 15:00,9
13-12-07 14:00,9
13-12-07 13:00,22
13-12-07 12:00,36
13-12-07 11:00,29
13-12-07 10:00,23
13-12-07 09:00,21
13-12-07 08:00,17
13-12-07 07:00,13
13-12-07 06:00,10
13-12-07 05:00,8
13-12-07 04:00,5
13-12-07 03:00,6
13-12-07 02:00,7
13-12-07 01:00,8
13-12-07 00:00,10
12-12-07 23:00,10
12-12-07 22:00,11
12-12-07 21:00,12
12-12-07 20:00,13
12-12-07 19:00,15
12-12-07 18:00,19
12-12-07 17:00,19
12-12-07 16:00,22
12-12-07 15:00,18
12-12-07 14:00,16
12-12-07 13:00,21
12-12-07 12:00,24
12-12-07 11:00,22
12-12-07 10:00,22
12-12-07 09:00,19
12-12-07 08:00,15
12-12-07 07:00,11
12-12-07 06:00,9
12-12-07 05:00,8
12-12-07 04:00,7
12-12-07 03:00,7
12-12-07 02:00,8
12-12-07 01:00,9
12-12-07 00:00,10
11-12-07 23:00,17
11-12-07 22:00,23
11-12-07 21:00,25
11-12-07 20:00,24
11-12-07 19:00,27
11-12-07 18:00,26
11-12-07 17:00,26
11-12-07 16:00,23
11-12-07 15:00,20
11-12-07 14:00,19
11-12-07 13:00,20
11-12-07 12:00,22
11-12-07 11:00,23
11-12-07 10:00,26
11-12-07 09:00,28
11-12-07 08:00,31
11-12-07 07:00,33
11-12-07 06:00,35
11-12-07 05:00,36
11-12-07 04:00,27
11-12-07 03:00,30
11-12-07 02:00,33
11-12-07 01:00,33
11-12-07 00:00,33
10-12-07 23:00,38
10-12-07 22:00,40
10-12-07 21:00,46
10-12-07 20:00,49
10-12-07 19:00,57
10-12-07 18:00,66
10-12-07 17:00,62
10-12-07 16:00,58
10-12-07 15:00,59
10-12-07 14:00,59
10-12-07 13:00,51
10-12-07 12:00,48
10-12-07 11:00,56
10-12-07 10:00,63
10-12-07 09:00,79
10-12-07 08:00,79
10-12-07 07:00,66
10-12-07 06:00,48
10-12-07 05:00,34
10-12-07 04:00,18
10-12-07 03:00,12
10-12-07 02:00,12
10-12-07 01:00,11
10-12-07 00:00,12
09-12-07 23:00,13
09-12-07 22:00,17
09-12-07 21:00,22
09-12-07 20:00,34
09-12-07 19:00,47
09-12-07 18:00,70
09-12-07 17:00,53
09-12-07 16:00,31
09-12-07 15:00,23
09-12-07 14:00,24
09-12-07 13:00,14
09-12-07 12:00,16
09-12-07 11:00,17
09-12-07 10:00,13
09-12-07 09:00,11
09-12-07 08:00,7
09-12-07 07:00,8
09-12-07 06:00,7
09-12-07 05:00,7
09-12-07 04:00,8
09-12-07 03:00,8
09-12-07 02:00,8
09-12-07 01:00,11
09-12-07 00:00,13
08-12-07 23:00,14
08-12-07 22:00,17
08-12-07 21:00,21
08-12-07 20:00,25
08-12-07 19:00,27
08-12-07 18:00,34
08-12-07 17:00,33
08-12-07 16:00,31
08-12-07 15:00,32
08-12-07 14:00,26
08-12-07 13:00,33
08-12-07 12:00,32
08-12-07 11:00,37
08-12-07 10:00,32
08-12-07 09:00,28
08-12-07 08:00,23
08-12-07 07:00,18
08-12-07 06:00,13
08-12-07 05:00,12
08-12-07 04:00,12
08-12-07 03:00,12
08-12-07 02:00,11
08-12-07 01:00,13
08-12-07 00:00,22
07-12-07 23:00,30
07-12-07 22:00,23
07-12-07 21:00,21
07-12-07 20:00,21
07-12-07 19:00,24
07-12-07 18:00,30
07-12-07 17:00,39
07-12-07 16:00,34
07-12-07 15:00,28
07-12-07 14:00,32
07-12-07 13:00,42
07-12-07 12:00,37
07-12-07 11:00,33
07-12-07 10:00,29
07-12-07 09:00,33
07-12-07 08:00,36
07-12-07 07:00,23
07-12-07 06:00,13
07-12-07 05:00,10
07-12-07 04:00,10
07-12-07 03:00,9
07-12-07 02:00,9
07-12-07 01:00,10
07-12-07 00:00,12
06-12-07 23:00,14
06-12-07 22:00,17
06-12-07 21:00,19
06-12-07 20:00,21
06-12-07 19:00,33
06-12-07 18:00,52
06-12-07 17:00,48
06-12-07 16:00,62
06-12-07 15:00,56
06-12-07 14:00,40
06-12-07 13:00,39
06-12-07 12:00,50
06-12-07 11:00,53
06-12-07 10:00,61
06-12-07 09:00,69
06-12-07 08:00,74
06-12-07 07:00,52
06-12-07 06:00,27
06-12-07 05:00,17
06-12-07 04:00,16
06-12-07 03:00,18
06-12-07 02:00,16
06-12-07 01:00,16
06-12-07 00:00,14
05-12-07 23:00,13
05-12-07 22:00,19
05-12-07 21:00,22
05-12-07 20:00,28
05-12-07 19:00,31
05-12-07 18:00,38
05-12-07 17:00,42
05-12-07 16:00,38
05-12-07 15:00,47
05-12-07 14:00,47
05-12-07 13:00,41
05-12-07 12:00,44
05-12-07 11:00,45
05-12-07 10:00,45
05-12-07 09:00,51
05-12-07 08:00,48
05-12-07 07:00,33
05-12-07 06:00,19
05-12-07 05:00,20
05-12-07 04:00,20
05-12-07 03:00,19
05-12-07 02:00,22
05-12-07 01:00,21
05-12-07 00:00,20
04-12-07 23:00,28
04-12-07 22:00,32
04-12-07 21:00,33
04-12-07 20:00,33
04-12-07 19:00,35
04-12-07 18:00,41
04-12-07 17:00,46
04-12-07 16:00,48
04-12-07 15:00,33
04-12-07 14:00,32
04-12-07 13:00,36
04-12-07 12:00,30
04-12-07 11:00,36
04-12-07 10:00,37
04-12-07 09:00,36
04-12-07 08:00,35
04-12-07 07:00,32
04-12-07 06:00,21
04-12-07 05:00,19
04-12-07 04:00,17
04-12-07 03:00,15
04-12-07 02:00,13
04-12-07 01:00,11
04-12-07 00:00,11
03-12-07 23:00,12
03-12-07 22:00,13
03-12-07 21:00,15
03-12-07 20:00,17
03-12-07 19:00,22
03-12-07 18:00,29
03-12-07 17:00,39
03-12-07 16:00,36
03-12-07 15:00,38
03-12-07 14:00,33
03-12-07 13:00,32
03-12-07 12:00,32
03-12-07 11:00,38
03-12-07 10:00,47
03-12-07 09:00,43
03-12-07 08:00,41
03-12-07 07:00,36
03-12-07 06:00,20
03-12-07 05:00,12
03-12-07 04:00,10
03-12-07 03:00,10
03-12-07 02:00,7
03-12-07 01:00,7
03-12-07 00:00,8
02-12-07 23:00,8
02-12-07 22:00,9
02-12-07 21:00,11
