Datum Zeit,Goerlitz NO2
,µg/m³
01-01-08 00:00,14
31-12-07 23:00,29
31-12-07 22:00,17
31-12-07 21:00,17
31-12-07 20:00,24
31-12-07 19:00,29
31-12-07 18:00,25
31-12-07 17:00,27
31-12-07 16:00,22
31-12-07 15:00,24
31-12-07 14:00,24
31-12-07 13:00,26
31-12-07 12:00,29
31-12-07 11:00,29
31-12-07 10:00,23
31-12-07 09:00,20
31-12-07 08:00,16
31-12-07 07:00,15
31-12-07 06:00,12
31-12-07 05:00,9
31-12-07 04:00,9
31-12-07 03:00,13
31-12-07 02:00,20
31-12-07 01:00,24
31-12-07 00:00,23
30-12-07 23:00,22
30-12-07 22:00,21
30-12-07 21:00,19
30-12-07 20:00,23
30-12-07 19:00,24
30-12-07 18:00,30
30-12-07 17:00,29
30-12-07 16:00,27
30-12-07 15:00,24
30-12-07 14:00,22
30-12-07 13:00,20
30-12-07 12:00,18
30-12-07 11:00,19
30-12-07 10:00,16
30-12-07 09:00,17
30-12-07 08:00,16
30-12-07 07:00,16
30-12-07 06:00,14
30-12-07 05:00,14
30-12-07 04:00,14
30-12-07 03:00,15
30-12-07 02:00,15
30-12-07 01:00,15
30-12-07 00:00,16
29-12-07 23:00,18
29-12-07 22:00,18
29-12-07 21:00,16
29-12-07 20:00,19
29-12-07 19:00,19
29-12-07 18:00,22
29-12-07 17:00,22
29-12-07 16:00,20
29-12-07 15:00,20
29-12-07 14:00,18
29-12-07 13:00,19
29-12-07 12:00,17
29-12-07 11:00,16
29-12-07 10:00,16
29-12-07 09:00,13
29-12-07 08:00,13
29-12-07 07:00,14
29-12-07 06:00,15
29-12-07 05:00,15
29-12-07 04:00,14
29-12-07 03:00,18
29-12-07 02:00,17
29-12-07 01:00,17
29-12-07 00:00,21
28-12-07 23:00,22
28-12-07 22:00,16
28-12-07 21:00,18
28-12-07 20:00,18
28-12-07 19:00,18
28-12-07 18:00,22
28-12-07 17:00,23
28-12-07 16:00,23
28-12-07 15:00,25
28-12-07 14:00,27
28-12-07 13:00,25
28-12-07 12:00,25
28-12-07 11:00,25
28-12-07 10:00,24
28-12-07 09:00,27
28-12-07 08:00,22
28-12-07 07:00,19
28-12-07 06:00,18
28-12-07 05:00,18
28-12-07 04:00,18
28-12-07 03:00,19
28-12-07 02:00,22
28-12-07 01:00,23
28-12-07 00:00,26
27-12-07 23:00,24
27-12-07 22:00,25
27-12-07 21:00,25
27-12-07 20:00,30
27-12-07 19:00,30
27-12-07 18:00,31
27-12-07 17:00,34
27-12-07 16:00,34
27-12-07 15:00,33
27-12-07 14:00,33
27-12-07 13:00,33
27-12-07 12:00,28
27-12-07 11:00,29
27-12-07 10:00,24
27-12-07 09:00,27
27-12-07 08:00,20
27-12-07 07:00,20
27-12-07 06:00,20
27-12-07 05:00,19
27-12-07 04:00,19
27-12-07 03:00,16
27-12-07 02:00,19
27-12-07 01:00,20
27-12-07 00:00,26
26-12-07 23:00,26
26-12-07 22:00,24
26-12-07 21:00,23
26-12-07 20:00,23
26-12-07 19:00,20
26-12-07 18:00,26
26-12-07 17:00,23
26-12-07 16:00,23
26-12-07 15:00,17
26-12-07 14:00,15
26-12-07 13:00,17
26-12-07 12:00,19
26-12-07 11:00,20
26-12-07 10:00,17
26-12-07 09:00,17
26-12-07 08:00,13
26-12-07 07:00,14
26-12-07 06:00,17
26-12-07 05:00,16
26-12-07 04:00,21
26-12-07 03:00,35
26-12-07 02:00,30
26-12-07 01:00,40
26-12-07 00:00,24
25-12-07 23:00,18
25-12-07 22:00,19
25-12-07 21:00,20
25-12-07 20:00,18
25-12-07 19:00,18
25-12-07 18:00,21
25-12-07 17:00,23
25-12-07 16:00,21
25-12-07 15:00,23
25-12-07 14:00,18
25-12-07 13:00,21
25-12-07 12:00,25
25-12-07 11:00,25
25-12-07 10:00,22
25-12-07 09:00,23
25-12-07 08:00,26
25-12-07 07:00,27
25-12-07 06:00,28
25-12-07 05:00,27
25-12-07 04:00,30
25-12-07 03:00,32
25-12-07 02:00,36
25-12-07 01:00,32
25-12-07 00:00,35
24-12-07 23:00,39
24-12-07 22:00,43
24-12-07 21:00,35
24-12-07 20:00,33
24-12-07 19:00,35
24-12-07 18:00,35
24-12-07 17:00,35
24-12-07 16:00,34
24-12-07 15:00,34
24-12-07 14:00,34
24-12-07 13:00,38
24-12-07 12:00,34
24-12-07 11:00,37
24-12-07 10:00,33
24-12-07 09:00,27
24-12-07 08:00,24
24-12-07 07:00,20
24-12-07 06:00,18
24-12-07 05:00,17
24-12-07 04:00,18
24-12-07 03:00,17
24-12-07 02:00,19
24-12-07 01:00,21
24-12-07 00:00,29
23-12-07 23:00,27
23-12-07 22:00,23
23-12-07 21:00,28
23-12-07 20:00,24
23-12-07 19:00,24
23-12-07 18:00,27
23-12-07 17:00,30
23-12-07 16:00,24
23-12-07 15:00,21
23-12-07 14:00,19
23-12-07 13:00,16
23-12-07 12:00,16
23-12-07 11:00,16
23-12-07 10:00,17
23-12-07 09:00,15
23-12-07 08:00,15
23-12-07 07:00,16
23-12-07 06:00,16
23-12-07 05:00,16
23-12-07 04:00,15
23-12-07 03:00,15
23-12-07 02:00,15
23-12-07 01:00,17
23-12-07 00:00,15
22-12-07 23:00,17
22-12-07 22:00,17
22-12-07 21:00,18
22-12-07 20:00,18
22-12-07 19:00,21
22-12-07 18:00,23
22-12-07 17:00,22
22-12-07 16:00,23
22-12-07 15:00,23
22-12-07 14:00,22
22-12-07 13:00,22
22-12-07 12:00,23
22-12-07 11:00,23
22-12-07 10:00,26
22-12-07 09:00,27
22-12-07 08:00,28
22-12-07 07:00,28
22-12-07 06:00,28
22-12-07 05:00,31
22-12-07 04:00,35
22-12-07 03:00,36
22-12-07 02:00,36
22-12-07 01:00,38
22-12-07 00:00,40
21-12-07 23:00,43
21-12-07 22:00,44
21-12-07 21:00,46
21-12-07 20:00,46
21-12-07 19:00,52
21-12-07 18:00,52
21-12-07 17:00,58
21-12-07 16:00,55
21-12-07 15:00,47
21-12-07 14:00,48
21-12-07 13:00,42
21-12-07 12:00,42
21-12-07 11:00,47
21-12-07 10:00,46
21-12-07 09:00,58
21-12-07 08:00,45
21-12-07 07:00,33
21-12-07 06:00,27
21-12-07 05:00,27
21-12-07 04:00,26
21-12-07 03:00,28
21-12-07 02:00,30
21-12-07 01:00,36
21-12-07 00:00,38
20-12-07 23:00,41
