Datum Zeit,Goerlitz PM10
,µg/m³
31-12-07,18
30-12-07,39
29-12-07,30
28-12-07,28
27-12-07,41
26-12-07,32
25-12-07,43
24-12-07,61
23-12-07,52
22-12-07,48
21-12-07,83
20-12-07,60
19-12-07,40
18-12-07,54
17-12-07,40
16-12-07,30
15-12-07,26
14-12-07,14
13-12-07,14
12-12-07,11
11-12-07,35
10-12-07,32
09-12-07,16
08-12-07,16
07-12-07,9
06-12-07,22
05-12-07,21
04-12-07,12
03-12-07,7
02-12-07,13
01-12-07,22

