Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-12-07,0.90
30-12-07,
29-12-07,18.14
28-12-07,
27-12-07,9.96
26-12-07,
25-12-07,9.22
24-12-07,
23-12-07,13.05
22-12-07,
21-12-07,6.93
20-12-07,
19-12-07,
18-12-07,
17-12-07,13.92
16-12-07,
15-12-07,8.70
14-12-07,
13-12-07,5.20
12-12-07,
11-12-07,1.94
10-12-07,
09-12-07,8.59
08-12-07,
07-12-07,1.37
06-12-07,
05-12-07,5.47
04-12-07,
03-12-07,1.62
02-12-07,
01-12-07,4.55

