Datum Zeit,Zittau-Ost PM10
,µg/m³
31-12-07,21
30-12-07,39
29-12-07,26
28-12-07,31
27-12-07,38
26-12-07,33
25-12-07,42
24-12-07,54
23-12-07,48
22-12-07,45
21-12-07,49
20-12-07,44
19-12-07,40
18-12-07,54
17-12-07,37
16-12-07,31
15-12-07,24
14-12-07,11
13-12-07,8
12-12-07,9
11-12-07,34
10-12-07,22
09-12-07,15
08-12-07,11
07-12-07,5
06-12-07,15
05-12-07,16
04-12-07,9
03-12-07,4
02-12-07,9
01-12-07,21

