Datum Zeit,Goerlitz O3
,µg/m³
01-02-01 00:00,33
31-01-01 23:00,34
31-01-01 22:00,34
31-01-01 21:00,26
31-01-01 20:00,16
31-01-01 19:00,11
31-01-01 18:00,14
31-01-01 17:00,37
31-01-01 16:00,39
31-01-01 15:00,42
31-01-01 14:00,47
31-01-01 13:00,33
31-01-01 12:00,26
31-01-01 11:00,19
31-01-01 10:00,12
31-01-01 09:00,
31-01-01 08:00,11
31-01-01 07:00,9
31-01-01 06:00,12
31-01-01 05:00,21
31-01-01 04:00,23
31-01-01 03:00,24
31-01-01 02:00,22
31-01-01 01:00,22
31-01-01 00:00,20
30-01-01 23:00,19
30-01-01 22:00,17
30-01-01 21:00,13
30-01-01 20:00,6
30-01-01 19:00,3
30-01-01 18:00,3
30-01-01 17:00,7
30-01-01 16:00,13
30-01-01 15:00,
30-01-01 14:00,
30-01-01 13:00,
30-01-01 12:00,2
30-01-01 11:00,3
30-01-01 10:00,3
30-01-01 09:00,2
30-01-01 08:00,3
30-01-01 07:00,6
30-01-01 06:00,8
30-01-01 05:00,11
30-01-01 04:00,12
30-01-01 03:00,14
30-01-01 02:00,17
30-01-01 01:00,
30-01-01 00:00,6
29-01-01 23:00,5
29-01-01 22:00,4
29-01-01 21:00,6
29-01-01 20:00,5
29-01-01 19:00,4
29-01-01 18:00,6
29-01-01 17:00,7
29-01-01 16:00,9
29-01-01 15:00,12
29-01-01 14:00,13
29-01-01 13:00,15
29-01-01 12:00,15
29-01-01 11:00,11
29-01-01 10:00,11
29-01-01 09:00,15
29-01-01 08:00,23
29-01-01 07:00,30
29-01-01 06:00,17
29-01-01 05:00,33
29-01-01 04:00,42
29-01-01 03:00,44
29-01-01 02:00,36
29-01-01 01:00,
29-01-01 00:00,37
28-01-01 23:00,35
28-01-01 22:00,33
28-01-01 21:00,46
28-01-01 20:00,53
28-01-01 19:00,56
28-01-01 18:00,51
28-01-01 17:00,55
28-01-01 16:00,58
28-01-01 15:00,59
28-01-01 14:00,62
28-01-01 13:00,60
28-01-01 12:00,55
28-01-01 11:00,49
28-01-01 10:00,49
28-01-01 09:00,49
28-01-01 08:00,53
28-01-01 07:00,52
28-01-01 06:00,55
28-01-01 05:00,55
28-01-01 04:00,55
28-01-01 03:00,56
28-01-01 02:00,
28-01-01 01:00,56
28-01-01 00:00,55
27-01-01 23:00,51
27-01-01 22:00,50
27-01-01 21:00,42
27-01-01 20:00,35
27-01-01 19:00,29
27-01-01 18:00,25
27-01-01 17:00,31
27-01-01 16:00,26
27-01-01 15:00,29
27-01-01 14:00,32
27-01-01 13:00,35
27-01-01 12:00,37
27-01-01 11:00,29
27-01-01 10:00,29
27-01-01 09:00,17
27-01-01 08:00,2
27-01-01 07:00,1
27-01-01 06:00,1
27-01-01 05:00,14
27-01-01 04:00,19
27-01-01 03:00,16
27-01-01 02:00,
27-01-01 01:00,18
27-01-01 00:00,12
26-01-01 23:00,19
26-01-01 22:00,9
26-01-01 21:00,19
26-01-01 20:00,15
26-01-01 19:00,18
26-01-01 18:00,22
26-01-01 17:00,15
26-01-01 16:00,14
26-01-01 15:00,14
26-01-01 14:00,16
26-01-01 13:00,14
26-01-01 12:00,8
26-01-01 11:00,4
26-01-01 10:00,6
26-01-01 09:00,6
26-01-01 08:00,7
26-01-01 07:00,11
26-01-01 06:00,18
26-01-01 05:00,23
26-01-01 04:00,25
26-01-01 03:00,
26-01-01 02:00,9
26-01-01 01:00,12
26-01-01 00:00,13
25-01-01 23:00,5
25-01-01 22:00,13
25-01-01 21:00,7
25-01-01 20:00,13
25-01-01 19:00,14
25-01-01 18:00,5
25-01-01 17:00,13
25-01-01 16:00,19
25-01-01 15:00,25
25-01-01 14:00,24
25-01-01 13:00,22
25-01-01 12:00,19
25-01-01 11:00,16
25-01-01 10:00,10
25-01-01 09:00,6
25-01-01 08:00,5
25-01-01 07:00,6
25-01-01 06:00,7
25-01-01 05:00,13
25-01-01 04:00,14
25-01-01 03:00,
25-01-01 02:00,22
25-01-01 01:00,22
25-01-01 00:00,23
24-01-01 23:00,10
24-01-01 22:00,9
