Datum Zeit,Collmberg O3
,µg/m³
01-02-01 00:00,48
31-01-01 23:00,52
31-01-01 22:00,53
31-01-01 21:00,55
31-01-01 20:00,56
31-01-01 19:00,59
31-01-01 18:00,61
31-01-01 17:00,57
31-01-01 16:00,60
31-01-01 15:00,54
31-01-01 14:00,50
31-01-01 13:00,47
31-01-01 12:00,47
31-01-01 11:00,45
31-01-01 10:00,43
31-01-01 09:00,
31-01-01 08:00,
31-01-01 07:00,
31-01-01 06:00,
31-01-01 05:00,
31-01-01 04:00,
31-01-01 03:00,
31-01-01 02:00,
31-01-01 01:00,
31-01-01 00:00,
30-01-01 23:00,
30-01-01 22:00,
30-01-01 21:00,
30-01-01 20:00,
30-01-01 19:00,
30-01-01 18:00,
30-01-01 17:00,
30-01-01 16:00,
30-01-01 15:00,
30-01-01 14:00,34
30-01-01 13:00,32
30-01-01 12:00,17
30-01-01 11:00,11
30-01-01 10:00,13
30-01-01 09:00,14
30-01-01 08:00,11
30-01-01 07:00,10
30-01-01 06:00,
30-01-01 05:00,16
30-01-01 04:00,14
30-01-01 03:00,11
30-01-01 02:00,8
30-01-01 01:00,3
30-01-01 00:00,4
29-01-01 23:00,4
29-01-01 22:00,6
29-01-01 21:00,15
29-01-01 20:00,21
29-01-01 19:00,22
29-01-01 18:00,21
29-01-01 17:00,19
29-01-01 16:00,24
29-01-01 15:00,18
29-01-01 14:00,19
29-01-01 13:00,20
29-01-01 12:00,17
29-01-01 11:00,14
29-01-01 10:00,21
29-01-01 09:00,22
29-01-01 08:00,24
29-01-01 07:00,
29-01-01 06:00,20
29-01-01 05:00,24
29-01-01 04:00,27
29-01-01 03:00,38
29-01-01 02:00,48
29-01-01 01:00,52
29-01-01 00:00,53
28-01-01 23:00,56
28-01-01 22:00,61
28-01-01 21:00,66
28-01-01 20:00,67
28-01-01 19:00,68
28-01-01 18:00,70
28-01-01 17:00,71
28-01-01 16:00,74
28-01-01 15:00,75
28-01-01 14:00,75
28-01-01 13:00,77
28-01-01 12:00,76
28-01-01 11:00,73
28-01-01 10:00,71
28-01-01 09:00,71
28-01-01 08:00,70
28-01-01 07:00,
28-01-01 06:00,71
28-01-01 05:00,71
28-01-01 04:00,70
28-01-01 03:00,69
28-01-01 02:00,69
28-01-01 01:00,70
28-01-01 00:00,68
27-01-01 23:00,71
27-01-01 22:00,71
27-01-01 21:00,66
27-01-01 20:00,62
27-01-01 19:00,59
27-01-01 18:00,62
27-01-01 17:00,63
27-01-01 16:00,57
27-01-01 15:00,40
27-01-01 14:00,37
27-01-01 13:00,36
27-01-01 12:00,36
27-01-01 11:00,34
27-01-01 10:00,27
27-01-01 09:00,28
27-01-01 08:00,
27-01-01 07:00,31
27-01-01 06:00,31
27-01-01 05:00,44
27-01-01 04:00,48
27-01-01 03:00,47
27-01-01 02:00,45
27-01-01 01:00,43
27-01-01 00:00,44
