Datum Zeit,Plauen-Sued NO2
,µg/m³
01-02-01 00:00,
31-01-01 23:00,
31-01-01 22:00,
31-01-01 21:00,
31-01-01 20:00,
31-01-01 19:00,
31-01-01 18:00,
31-01-01 17:00,
31-01-01 16:00,
31-01-01 15:00,
31-01-01 14:00,
31-01-01 13:00,
31-01-01 12:00,
31-01-01 11:00,
31-01-01 10:00,
31-01-01 09:00,
31-01-01 08:00,
31-01-01 07:00,
31-01-01 06:00,
31-01-01 05:00,
31-01-01 04:00,
31-01-01 03:00,
31-01-01 02:00,
31-01-01 01:00,
31-01-01 00:00,
30-01-01 23:00,
30-01-01 22:00,
30-01-01 21:00,
30-01-01 20:00,
30-01-01 19:00,40
30-01-01 18:00,51
30-01-01 17:00,60
30-01-01 16:00,45
30-01-01 15:00,38
30-01-01 14:00,32
30-01-01 13:00,50
30-01-01 12:00,43
30-01-01 11:00,52
30-01-01 10:00,37
30-01-01 09:00,38
30-01-01 08:00,41
30-01-01 07:00,40
30-01-01 06:00,
30-01-01 05:00,34
30-01-01 04:00,30
30-01-01 03:00,30
30-01-01 02:00,26
30-01-01 01:00,27
30-01-01 00:00,31
29-01-01 23:00,37
29-01-01 22:00,46
29-01-01 21:00,53
29-01-01 20:00,51
29-01-01 19:00,53
29-01-01 18:00,56
29-01-01 17:00,62
29-01-01 16:00,50
29-01-01 15:00,58
29-01-01 14:00,58
29-01-01 13:00,52
29-01-01 12:00,46
29-01-01 11:00,50
29-01-01 10:00,51
29-01-01 09:00,57
29-01-01 08:00,53
29-01-01 07:00,47
29-01-01 06:00,
29-01-01 05:00,49
29-01-01 04:00,38
29-01-01 03:00,35
29-01-01 02:00,30
29-01-01 01:00,34
29-01-01 00:00,30
28-01-01 23:00,40
28-01-01 22:00,31
28-01-01 21:00,32
28-01-01 20:00,36
28-01-01 19:00,43
28-01-01 18:00,53
28-01-01 17:00,39
28-01-01 16:00,21
28-01-01 15:00,19
28-01-01 14:00,19
28-01-01 13:00,12
28-01-01 12:00,14
28-01-01 11:00,19
28-01-01 10:00,17
28-01-01 09:00,14
28-01-01 08:00,10
28-01-01 07:00,
28-01-01 06:00,7
28-01-01 05:00,7
28-01-01 04:00,8
28-01-01 03:00,7
28-01-01 02:00,9
28-01-01 01:00,11
28-01-01 00:00,11
27-01-01 23:00,11
27-01-01 22:00,9
27-01-01 21:00,10
27-01-01 20:00,12
27-01-01 19:00,12
27-01-01 18:00,13
27-01-01 17:00,16
27-01-01 16:00,24
27-01-01 15:00,23
27-01-01 14:00,21
27-01-01 13:00,26
27-01-01 12:00,25
27-01-01 11:00,23
27-01-01 10:00,26
27-01-01 09:00,32
27-01-01 08:00,55
27-01-01 07:00,
27-01-01 06:00,46
27-01-01 05:00,22
27-01-01 04:00,16
27-01-01 03:00,19
27-01-01 02:00,22
27-01-01 01:00,29
27-01-01 00:00,26
26-01-01 23:00,25
26-01-01 22:00,35
26-01-01 21:00,38
26-01-01 20:00,45
26-01-01 19:00,43
26-01-01 18:00,56
26-01-01 17:00,41
26-01-01 16:00,45
26-01-01 15:00,51
26-01-01 14:00,44
26-01-01 13:00,45
26-01-01 12:00,45
26-01-01 11:00,47
26-01-01 10:00,62
26-01-01 09:00,62
26-01-01 08:00,
26-01-01 07:00,49
26-01-01 06:00,36
26-01-01 05:00,35
26-01-01 04:00,32
26-01-01 03:00,28
26-01-01 02:00,32
26-01-01 01:00,27
26-01-01 00:00,29
25-01-01 23:00,35
25-01-01 22:00,37
25-01-01 21:00,30
25-01-01 20:00,29
25-01-01 19:00,38
25-01-01 18:00,63
25-01-01 17:00,52
25-01-01 16:00,40
25-01-01 15:00,38
