Datum Zeit,Leipzig-Mitte O3
,µg/m³
01-02-01 00:00,4
31-01-01 23:00,5
31-01-01 22:00,12
31-01-01 21:00,9
31-01-01 20:00,14
31-01-01 19:00,15
31-01-01 18:00,11
31-01-01 17:00,21
31-01-01 16:00,30
31-01-01 15:00,38
31-01-01 14:00,32
31-01-01 13:00,30
31-01-01 12:00,23
31-01-01 11:00,19
31-01-01 10:00,5
31-01-01 09:00,3
31-01-01 08:00,
31-01-01 07:00,9
31-01-01 06:00,12
31-01-01 05:00,7
31-01-01 04:00,9
31-01-01 03:00,3
31-01-01 02:00,1
31-01-01 01:00,1
31-01-01 00:00,1
30-01-01 23:00,2
30-01-01 22:00,1
30-01-01 21:00,2
30-01-01 20:00,1
30-01-01 19:00,2
30-01-01 18:00,3
30-01-01 17:00,10
30-01-01 16:00,13
30-01-01 15:00,17
30-01-01 14:00,13
30-01-01 13:00,10
30-01-01 12:00,10
30-01-01 11:00,4
30-01-01 10:00,4
30-01-01 09:00,2
30-01-01 08:00,
30-01-01 07:00,2
30-01-01 06:00,1
30-01-01 05:00,2
30-01-01 04:00,1
30-01-01 03:00,1
30-01-01 02:00,1
30-01-01 01:00,1
30-01-01 00:00,1
29-01-01 23:00,1
29-01-01 22:00,1
29-01-01 21:00,1
29-01-01 20:00,1
29-01-01 19:00,2
29-01-01 18:00,2
29-01-01 17:00,4
29-01-01 16:00,5
29-01-01 15:00,5
29-01-01 14:00,5
29-01-01 13:00,5
29-01-01 12:00,3
29-01-01 11:00,4
29-01-01 10:00,3
29-01-01 09:00,
29-01-01 08:00,2
29-01-01 07:00,2
29-01-01 06:00,6
29-01-01 05:00,13
29-01-01 04:00,16
29-01-01 03:00,19
29-01-01 02:00,22
29-01-01 01:00,32
29-01-01 00:00,26
28-01-01 23:00,29
28-01-01 22:00,33
28-01-01 21:00,45
28-01-01 20:00,53
28-01-01 19:00,55
28-01-01 18:00,53
28-01-01 17:00,61
28-01-01 16:00,61
28-01-01 15:00,57
28-01-01 14:00,57
28-01-01 13:00,70
28-01-01 12:00,71
28-01-01 11:00,69
28-01-01 10:00,67
28-01-01 09:00,
28-01-01 08:00,67
28-01-01 07:00,68
28-01-01 06:00,67
28-01-01 05:00,69
28-01-01 04:00,68
28-01-01 03:00,67
28-01-01 02:00,65
28-01-01 01:00,65
28-01-01 00:00,63
27-01-01 23:00,63
27-01-01 22:00,64
27-01-01 21:00,58
27-01-01 20:00,49
27-01-01 19:00,48
27-01-01 18:00,51
27-01-01 17:00,49
27-01-01 16:00,35
27-01-01 15:00,26
27-01-01 14:00,28
27-01-01 13:00,19
27-01-01 12:00,26
27-01-01 11:00,23
27-01-01 10:00,
27-01-01 09:00,13
27-01-01 08:00,12
27-01-01 07:00,6
27-01-01 06:00,4
27-01-01 05:00,12
27-01-01 04:00,11
27-01-01 03:00,17
27-01-01 02:00,14
27-01-01 01:00,16
27-01-01 00:00,9
26-01-01 23:00,10
26-01-01 22:00,11
26-01-01 21:00,6
26-01-01 20:00,13
26-01-01 19:00,16
26-01-01 18:00,25
26-01-01 17:00,36
26-01-01 16:00,46
26-01-01 15:00,46
26-01-01 14:00,37
26-01-01 13:00,32
26-01-01 12:00,24
26-01-01 11:00,12
26-01-01 10:00,
26-01-01 09:00,3
26-01-01 08:00,6
26-01-01 07:00,8
26-01-01 06:00,9
26-01-01 05:00,13
26-01-01 04:00,15
26-01-01 03:00,16
26-01-01 02:00,16
26-01-01 01:00,11
26-01-01 00:00,4
25-01-01 23:00,2
25-01-01 22:00,6
25-01-01 21:00,8
25-01-01 20:00,5
25-01-01 19:00,4
25-01-01 18:00,9
25-01-01 17:00,12
25-01-01 16:00,19
25-01-01 15:00,26
25-01-01 14:00,26
25-01-01 13:00,25
25-01-01 12:00,25
25-01-01 11:00,
25-01-01 10:00,13
