Datum Zeit,Leipzig-West BEN
,µg/m³
01-02-01 00:00,1.4
31-01-01 23:00,1.3
31-01-01 22:00,1.5
31-01-01 21:00,1.4
31-01-01 20:00,1.3
31-01-01 19:00,1.6
31-01-01 18:00,1.2
31-01-01 17:00,1.1
31-01-01 16:00,1.1
31-01-01 15:00,1.7
31-01-01 14:00,1.1
31-01-01 13:00,1.3
31-01-01 12:00,1.3
31-01-01 11:00,2.0
31-01-01 10:00,2.3
31-01-01 09:00,2.1
31-01-01 08:00,1.9
31-01-01 07:00,1.7
31-01-01 06:00,2.0
31-01-01 05:00,2.8
31-01-01 04:00,3.5
31-01-01 03:00,3.3
31-01-01 02:00,3.3
31-01-01 01:00,3.4
31-01-01 00:00,3.4
30-01-01 23:00,3.7
30-01-01 22:00,3.0
30-01-01 21:00,3.0
30-01-01 20:00,3.3
30-01-01 19:00,4.7
30-01-01 18:00,3.7
30-01-01 17:00,3.1
30-01-01 16:00,3.0
30-01-01 15:00,2.7
30-01-01 14:00,2.3
30-01-01 13:00,2.3
30-01-01 12:00,3.1
30-01-01 11:00,3.5
30-01-01 10:00,3.8
30-01-01 09:00,3.1
30-01-01 08:00,2.5
30-01-01 07:00,2.4
30-01-01 06:00,1.8
30-01-01 05:00,1.7
30-01-01 04:00,1.9
30-01-01 03:00,2.0
30-01-01 02:00,2.2
30-01-01 01:00,2.2
30-01-01 00:00,2.9
29-01-01 23:00,3.0
29-01-01 22:00,3.2
29-01-01 21:00,2.8
29-01-01 20:00,2.3
29-01-01 19:00,2.9
29-01-01 18:00,2.1
29-01-01 17:00,2.0
29-01-01 16:00,1.8
29-01-01 15:00,1.9
29-01-01 14:00,2.0
29-01-01 13:00,2.3
29-01-01 12:00,
29-01-01 11:00,
29-01-01 10:00,
29-01-01 09:00,
29-01-01 08:00,2.9
29-01-01 07:00,2.9
29-01-01 06:00,1.5
29-01-01 05:00,1.3
29-01-01 04:00,1.2
29-01-01 03:00,1.0
29-01-01 02:00,1.0
29-01-01 01:00,1.1
29-01-01 00:00,1.2
28-01-01 23:00,1.5
28-01-01 22:00,1.2
28-01-01 21:00,1.2
28-01-01 20:00,1.2
28-01-01 19:00,1.3
28-01-01 18:00,1.2
28-01-01 17:00,0.9
28-01-01 16:00,1.2
28-01-01 15:00,1.0
28-01-01 14:00,0.8
28-01-01 13:00,0.9
28-01-01 12:00,1.0
28-01-01 11:00,1.1
28-01-01 10:00,0.8
28-01-01 09:00,0.5
28-01-01 08:00,0.6
28-01-01 07:00,0.6
28-01-01 06:00,0.5
28-01-01 05:00,0.6
28-01-01 04:00,0.6
28-01-01 03:00,0.6
28-01-01 02:00,0.7
28-01-01 01:00,0.7
28-01-01 00:00,0.7
27-01-01 23:00,0.8
27-01-01 22:00,0.9
27-01-01 21:00,0.9
27-01-01 20:00,1.2
27-01-01 19:00,1.2
27-01-01 18:00,1.2
27-01-01 17:00,1.2
27-01-01 16:00,1.7
27-01-01 15:00,1.8
27-01-01 14:00,2.8
27-01-01 13:00,3.9
27-01-01 12:00,3.5
27-01-01 11:00,1.9
27-01-01 10:00,1.6
27-01-01 09:00,1.4
27-01-01 08:00,1.3
27-01-01 07:00,1.3
27-01-01 06:00,1.2
27-01-01 05:00,1.3
27-01-01 04:00,1.5
27-01-01 03:00,1.8
27-01-01 02:00,1.6
27-01-01 01:00,1.7
27-01-01 00:00,1.9
26-01-01 23:00,1.9
26-01-01 22:00,1.9
26-01-01 21:00,2.1
26-01-01 20:00,2.3
26-01-01 19:00,1.8
26-01-01 18:00,1.6
26-01-01 17:00,1.1
26-01-01 16:00,1.4
26-01-01 15:00,1.1
26-01-01 14:00,1.2
26-01-01 13:00,1.6
26-01-01 12:00,1.7
26-01-01 11:00,2.3
26-01-01 10:00,2.6
26-01-01 09:00,3.1
26-01-01 08:00,3.0
26-01-01 07:00,2.0
26-01-01 06:00,1.8
26-01-01 05:00,1.7
26-01-01 04:00,1.9
26-01-01 03:00,2.3
26-01-01 02:00,2.6
26-01-01 01:00,4.2
26-01-01 00:00,3.3
25-01-01 23:00,3.3
25-01-01 22:00,3.1
25-01-01 21:00,3.1
25-01-01 20:00,2.9
25-01-01 19:00,2.6
25-01-01 18:00,1.9
25-01-01 17:00,
25-01-01 16:00,
25-01-01 15:00,
25-01-01 14:00,
25-01-01 13:00,1.4
25-01-01 12:00,1.4
25-01-01 11:00,1.9
25-01-01 10:00,2.0
25-01-01 09:00,2.4
25-01-01 08:00,2.9
25-01-01 07:00,2.4
25-01-01 06:00,2.1
25-01-01 05:00,1.6
25-01-01 04:00,1.5
25-01-01 03:00,1.8
25-01-01 02:00,2.0
25-01-01 01:00,2.2
25-01-01 00:00,2.4
24-01-01 23:00,2.7
24-01-01 22:00,3.0
24-01-01 21:00,3.0
24-01-01 20:00,2.7
24-01-01 19:00,2.6
24-01-01 18:00,2.8
24-01-01 17:00,2.5
24-01-01 16:00,2.5
24-01-01 15:00,2.3
24-01-01 14:00,2.0
24-01-01 13:00,2.1
24-01-01 12:00,2.0
24-01-01 11:00,1.8
24-01-01 10:00,2.1
24-01-01 09:00,2.2
24-01-01 08:00,2.2
24-01-01 07:00,1.7
24-01-01 06:00,1.5
24-01-01 05:00,1.7
24-01-01 04:00,1.6
24-01-01 03:00,1.7
24-01-01 02:00,1.9
24-01-01 01:00,2.3
24-01-01 00:00,2.3
23-01-01 23:00,2.5
23-01-01 22:00,2.6
23-01-01 21:00,3.0
23-01-01 20:00,3.1
23-01-01 19:00,3.0
23-01-01 18:00,2.9
23-01-01 17:00,2.9
23-01-01 16:00,3.4
23-01-01 15:00,2.6
23-01-01 14:00,2.6
23-01-01 13:00,2.7
23-01-01 12:00,2.9
23-01-01 11:00,3.5
23-01-01 10:00,3.2
23-01-01 09:00,3.7
23-01-01 08:00,3.5
23-01-01 07:00,2.8
23-01-01 06:00,2.5
23-01-01 05:00,2.8
23-01-01 04:00,2.5
23-01-01 03:00,2.0
23-01-01 02:00,3.0
23-01-01 01:00,3.5
23-01-01 00:00,2.6
22-01-01 23:00,3.0
22-01-01 22:00,3.5
22-01-01 21:00,3.5
22-01-01 20:00,4.4
22-01-01 19:00,4.8
22-01-01 18:00,4.7
22-01-01 17:00,4.9
22-01-01 16:00,6.2
22-01-01 15:00,4.0
