Datum Zeit,Freiberg O3
,µg/m³
01-02-01 00:00,27
31-01-01 23:00,31
31-01-01 22:00,29
31-01-01 21:00,26
31-01-01 20:00,27
31-01-01 19:00,26
31-01-01 18:00,30
31-01-01 17:00,27
31-01-01 16:00,27
31-01-01 15:00,27
31-01-01 14:00,36
31-01-01 13:00,39
31-01-01 12:00,34
31-01-01 11:00,26
31-01-01 10:00,18
31-01-01 09:00,21
31-01-01 08:00,17
31-01-01 07:00,13
31-01-01 06:00,
31-01-01 05:00,36
31-01-01 04:00,28
31-01-01 03:00,15
31-01-01 02:00,5
31-01-01 01:00,8
31-01-01 00:00,15
30-01-01 23:00,9
30-01-01 22:00,10
30-01-01 21:00,7
30-01-01 20:00,2
30-01-01 19:00,6
30-01-01 18:00,4
30-01-01 17:00,12
30-01-01 16:00,21
30-01-01 15:00,20
30-01-01 14:00,17
30-01-01 13:00,9
30-01-01 12:00,10
30-01-01 11:00,9
30-01-01 10:00,10
30-01-01 09:00,2
30-01-01 08:00,1
30-01-01 07:00,
30-01-01 06:00,3
30-01-01 05:00,7
30-01-01 04:00,13
30-01-01 03:00,18
30-01-01 02:00,18
30-01-01 01:00,15
30-01-01 00:00,12
29-01-01 23:00,12
29-01-01 22:00,9
29-01-01 21:00,4
29-01-01 20:00,6
29-01-01 19:00,10
29-01-01 18:00,14
29-01-01 17:00,14
29-01-01 16:00,12
29-01-01 15:00,20
29-01-01 14:00,18
29-01-01 13:00,22
29-01-01 12:00,16
29-01-01 11:00,20
29-01-01 10:00,14
29-01-01 09:00,13
29-01-01 08:00,12
29-01-01 07:00,
29-01-01 06:00,30
29-01-01 05:00,37
29-01-01 04:00,43
29-01-01 03:00,48
29-01-01 02:00,53
29-01-01 01:00,54
29-01-01 00:00,51
28-01-01 23:00,49
28-01-01 22:00,47
28-01-01 21:00,47
28-01-01 20:00,45
28-01-01 19:00,34
28-01-01 18:00,36
28-01-01 17:00,47
28-01-01 16:00,57
28-01-01 15:00,62
28-01-01 14:00,66
28-01-01 13:00,69
28-01-01 12:00,66
28-01-01 11:00,67
28-01-01 10:00,69
28-01-01 09:00,71
28-01-01 08:00,
28-01-01 07:00,73
28-01-01 06:00,73
28-01-01 05:00,73
28-01-01 04:00,72
28-01-01 03:00,71
28-01-01 02:00,68
28-01-01 01:00,69
28-01-01 00:00,67
27-01-01 23:00,65
27-01-01 22:00,65
27-01-01 21:00,66
27-01-01 20:00,64
27-01-01 19:00,60
27-01-01 18:00,56
27-01-01 17:00,53
27-01-01 16:00,41
27-01-01 15:00,34
27-01-01 14:00,36
27-01-01 13:00,36
27-01-01 12:00,37
27-01-01 11:00,39
27-01-01 10:00,42
27-01-01 09:00,48
27-01-01 08:00,
27-01-01 07:00,32
27-01-01 06:00,46
27-01-01 05:00,41
27-01-01 04:00,36
27-01-01 03:00,37
27-01-01 02:00,45
27-01-01 01:00,48
27-01-01 00:00,42
26-01-01 23:00,39
26-01-01 22:00,36
26-01-01 21:00,40
26-01-01 20:00,38
26-01-01 19:00,34
26-01-01 18:00,31
26-01-01 17:00,29
26-01-01 16:00,33
26-01-01 15:00,26
26-01-01 14:00,28
26-01-01 13:00,36
26-01-01 12:00,29
26-01-01 11:00,20
26-01-01 10:00,12
26-01-01 09:00,
26-01-01 08:00,8
26-01-01 07:00,9
26-01-01 06:00,18
26-01-01 05:00,25
26-01-01 04:00,21
26-01-01 03:00,16
26-01-01 02:00,19
26-01-01 01:00,27
26-01-01 00:00,33
25-01-01 23:00,36
25-01-01 22:00,41
25-01-01 21:00,47
25-01-01 20:00,40
25-01-01 19:00,37
25-01-01 18:00,20
25-01-01 17:00,35
25-01-01 16:00,24
25-01-01 15:00,25
25-01-01 14:00,39
25-01-01 13:00,41
25-01-01 12:00,34
25-01-01 11:00,28
25-01-01 10:00,19
25-01-01 09:00,
25-01-01 08:00,11
25-01-01 07:00,14
25-01-01 06:00,26
25-01-01 05:00,37
25-01-01 04:00,39
25-01-01 03:00,39
25-01-01 02:00,34
25-01-01 01:00,29
25-01-01 00:00,27
24-01-01 23:00,23
24-01-01 22:00,21
24-01-01 21:00,19
24-01-01 20:00,17
24-01-01 19:00,18
24-01-01 18:00,17
24-01-01 17:00,15
24-01-01 16:00,20
24-01-01 15:00,25
24-01-01 14:00,21
24-01-01 13:00,25
24-01-01 12:00,26
24-01-01 11:00,20
24-01-01 10:00,
24-01-01 09:00,20
24-01-01 08:00,27
24-01-01 07:00,24
24-01-01 06:00,21
24-01-01 05:00,24
24-01-01 04:00,27
24-01-01 03:00,24
24-01-01 02:00,19
24-01-01 01:00,16
24-01-01 00:00,19
23-01-01 23:00,20
23-01-01 22:00,16
23-01-01 21:00,18
23-01-01 20:00,21
23-01-01 19:00,16
23-01-01 18:00,14
23-01-01 17:00,13
23-01-01 16:00,17
23-01-01 15:00,24
23-01-01 14:00,25
23-01-01 13:00,26
23-01-01 12:00,24
23-01-01 11:00,15
23-01-01 10:00,
23-01-01 09:00,14
23-01-01 08:00,21
23-01-01 07:00,17
23-01-01 06:00,23
23-01-01 05:00,29
23-01-01 04:00,26
23-01-01 03:00,30
23-01-01 02:00,20
23-01-01 01:00,13
23-01-01 00:00,25
22-01-01 23:00,23
22-01-01 22:00,22
22-01-01 21:00,21
22-01-01 20:00,18
22-01-01 19:00,17
22-01-01 18:00,20
22-01-01 17:00,19
22-01-01 16:00,23
22-01-01 15:00,28
22-01-01 14:00,32
22-01-01 13:00,28
22-01-01 12:00,27
22-01-01 11:00,
22-01-01 10:00,19
22-01-01 09:00,17
22-01-01 08:00,23
22-01-01 07:00,28
22-01-01 06:00,34
22-01-01 05:00,35
22-01-01 04:00,33
22-01-01 03:00,27
22-01-01 02:00,16
22-01-01 01:00,19
22-01-01 00:00,21
21-01-01 23:00,19
21-01-01 22:00,17
21-01-01 21:00,15
21-01-01 20:00,19
21-01-01 19:00,17
21-01-01 18:00,15
21-01-01 17:00,16
21-01-01 16:00,20
21-01-01 15:00,23
21-01-01 14:00,26
21-01-01 13:00,22
21-01-01 12:00,16
21-01-01 11:00,
21-01-01 10:00,13
21-01-01 09:00,11
21-01-01 08:00,4
21-01-01 07:00,4
21-01-01 06:00,3
21-01-01 05:00,1
21-01-01 04:00,1
21-01-01 03:00,1
21-01-01 02:00,1
21-01-01 01:00,1
21-01-01 00:00,1
20-01-01 23:00,3
20-01-01 22:00,5
20-01-01 21:00,4
20-01-01 20:00,5
20-01-01 19:00,12
20-01-01 18:00,15
20-01-01 17:00,20
20-01-01 16:00,27
20-01-01 15:00,40
20-01-01 14:00,34
20-01-01 13:00,32
20-01-01 12:00,
20-01-01 11:00,13
20-01-01 10:00,11
20-01-01 09:00,14
20-01-01 08:00,18
20-01-01 07:00,15
20-01-01 06:00,11
20-01-01 05:00,9
20-01-01 04:00,7
20-01-01 03:00,9
20-01-01 02:00,11
20-01-01 01:00,12
20-01-01 00:00,10
19-01-01 23:00,10
19-01-01 22:00,11
19-01-01 21:00,10
19-01-01 20:00,10
19-01-01 19:00,7
19-01-01 18:00,7
19-01-01 17:00,8
19-01-01 16:00,14
19-01-01 15:00,21
19-01-01 14:00,20
19-01-01 13:00,22
19-01-01 12:00,
19-01-01 11:00,13
