Datum Zeit,Bautzen SO2
,µg/m³
01-02-01 00:00,
31-01-01 23:00,3.3
31-01-01 22:00,5.7
31-01-01 21:00,3.8
31-01-01 20:00,3.5
31-01-01 19:00,3.6
31-01-01 18:00,3.4
31-01-01 17:00,3.0
31-01-01 16:00,2.0
31-01-01 15:00,1.8
31-01-01 14:00,1.9
31-01-01 13:00,3.3
31-01-01 12:00,3.8
31-01-01 11:00,4.0
31-01-01 10:00,4.3
31-01-01 09:00,3.7
31-01-01 08:00,4.2
31-01-01 07:00,3.8
31-01-01 06:00,
31-01-01 05:00,4.2
31-01-01 04:00,3.5
31-01-01 03:00,3.4
31-01-01 02:00,3.2
31-01-01 01:00,2.4
31-01-01 00:00,
30-01-01 23:00,4.5
30-01-01 22:00,7.3
30-01-01 21:00,4.8
30-01-01 20:00,5.4
30-01-01 19:00,6.0
30-01-01 18:00,6.1
30-01-01 17:00,4.7
30-01-01 16:00,5.9
30-01-01 15:00,5.3
30-01-01 14:00,7.4
30-01-01 13:00,5.9
30-01-01 12:00,4.8
30-01-01 11:00,6.1
30-01-01 10:00,5.3
30-01-01 09:00,5.1
30-01-01 08:00,4.1
30-01-01 07:00,
30-01-01 06:00,3.7
30-01-01 05:00,1.4
30-01-01 04:00,1.6
30-01-01 03:00,1.2
30-01-01 02:00,1.1
30-01-01 01:00,1.1
30-01-01 00:00,
29-01-01 23:00,1.0
29-01-01 22:00,1.0
29-01-01 21:00,1.4
29-01-01 20:00,1.5
29-01-01 19:00,1.6
29-01-01 18:00,1.9
29-01-01 17:00,1.9
29-01-01 16:00,1.9
29-01-01 15:00,2.0
29-01-01 14:00,2.8
29-01-01 13:00,3.2
29-01-01 12:00,3.5
29-01-01 11:00,3.3
29-01-01 10:00,3.6
29-01-01 09:00,2.4
29-01-01 08:00,3.2
29-01-01 07:00,
29-01-01 06:00,2.3
29-01-01 05:00,2.2
29-01-01 04:00,1.9
29-01-01 03:00,1.4
29-01-01 02:00,1.5
29-01-01 01:00,1.5
29-01-01 00:00,
28-01-01 23:00,2.8
28-01-01 22:00,4.0
28-01-01 21:00,7.1
28-01-01 20:00,16.3
28-01-01 19:00,14.7
28-01-01 18:00,13.8
28-01-01 17:00,15.7
28-01-01 16:00,11.6
28-01-01 15:00,8.8
28-01-01 14:00,1.3
28-01-01 13:00,1.3
28-01-01 12:00,2.7
28-01-01 11:00,8.8
28-01-01 10:00,7.3
28-01-01 09:00,10.0
28-01-01 08:00,
28-01-01 07:00,9.0
28-01-01 06:00,9.9
28-01-01 05:00,7.6
28-01-01 04:00,3.9
28-01-01 03:00,7.7
28-01-01 02:00,5.4
28-01-01 01:00,5.9
28-01-01 00:00,
27-01-01 23:00,2.4
27-01-01 22:00,6.9
27-01-01 21:00,10.7
27-01-01 20:00,8.7
27-01-01 19:00,7.0
27-01-01 18:00,7.2
27-01-01 17:00,6.2
27-01-01 16:00,4.8
27-01-01 15:00,4.2
27-01-01 14:00,4.0
27-01-01 13:00,4.2
27-01-01 12:00,4.0
27-01-01 11:00,4.5
27-01-01 10:00,4.6
27-01-01 09:00,6.6
27-01-01 08:00,
27-01-01 07:00,4.3
27-01-01 06:00,6.7
27-01-01 05:00,4.6
27-01-01 04:00,4.3
27-01-01 03:00,5.3
27-01-01 02:00,4.7
27-01-01 01:00,4.5
27-01-01 00:00,
26-01-01 23:00,6.6
26-01-01 22:00,6.4
26-01-01 21:00,5.9
26-01-01 20:00,4.6
26-01-01 19:00,4.9
26-01-01 18:00,11.1
26-01-01 17:00,20.5
26-01-01 16:00,23.3
26-01-01 15:00,20.9
26-01-01 14:00,20.7
26-01-01 13:00,4.3
