Datum Zeit,Radebeul-Wahnsdorf SO2
,µg/m³
01-02-01 00:00,1.5
31-01-01 23:00,1.6
31-01-01 22:00,1.4
31-01-01 21:00,1.7
31-01-01 20:00,1.5
31-01-01 19:00,1.7
31-01-01 18:00,1.6
31-01-01 17:00,1.7
31-01-01 16:00,2.9
31-01-01 15:00,1.6
31-01-01 14:00,1.4
31-01-01 13:00,1.1
31-01-01 12:00,1.1
31-01-01 11:00,1.3
31-01-01 10:00,1.7
31-01-01 09:00,
31-01-01 08:00,2.6
31-01-01 07:00,2.5
31-01-01 06:00,1.7
31-01-01 05:00,1.0
31-01-01 04:00,1.0
31-01-01 03:00,1.0
31-01-01 02:00,1.2
31-01-01 01:00,1.7
31-01-01 00:00,3.0
30-01-01 23:00,3.2
30-01-01 22:00,3.0
30-01-01 21:00,2.9
30-01-01 20:00,3.4
30-01-01 19:00,2.7
30-01-01 18:00,2.1
30-01-01 17:00,1.5
30-01-01 16:00,1.2
30-01-01 15:00,1.6
30-01-01 14:00,2.7
30-01-01 13:00,3.0
30-01-01 12:00,3.3
30-01-01 11:00,2.0
30-01-01 10:00,
30-01-01 09:00,1.7
30-01-01 08:00,1.0
30-01-01 07:00,1.0
30-01-01 06:00,1.4
30-01-01 05:00,2.7
30-01-01 04:00,3.8
30-01-01 03:00,1.9
30-01-01 02:00,1.3
30-01-01 01:00,1.8
30-01-01 00:00,2.8
29-01-01 23:00,4.8
29-01-01 22:00,5.1
29-01-01 21:00,4.4
29-01-01 20:00,4.8
29-01-01 19:00,3.4
29-01-01 18:00,2.6
29-01-01 17:00,2.1
29-01-01 16:00,2.0
29-01-01 15:00,2.8
29-01-01 14:00,4.6
29-01-01 13:00,5.8
29-01-01 12:00,5.6
29-01-01 11:00,4.5
29-01-01 10:00,
29-01-01 09:00,
29-01-01 08:00,
29-01-01 07:00,5.3
29-01-01 06:00,4.0
29-01-01 05:00,5.5
29-01-01 04:00,5.8
29-01-01 03:00,5.3
29-01-01 02:00,3.9
29-01-01 01:00,2.6
