Datum Zeit,Goerlitz BEN
,µg/m³
01-02-01 00:00,2.4
31-01-01 23:00,1.9
31-01-01 22:00,3.4
31-01-01 21:00,5.3
31-01-01 20:00,8.7
31-01-01 19:00,8.0
31-01-01 18:00,2.3
31-01-01 17:00,2.6
31-01-01 16:00,2.4
31-01-01 15:00,1.8
31-01-01 14:00,2.0
31-01-01 13:00,2.5
31-01-01 12:00,2.3
31-01-01 11:00,2.4
31-01-01 10:00,2.5
31-01-01 09:00,2.0
31-01-01 08:00,2.3
31-01-01 07:00,2.1
31-01-01 06:00,1.8
31-01-01 05:00,1.4
31-01-01 04:00,1.5
31-01-01 03:00,1.7
31-01-01 02:00,1.6
31-01-01 01:00,2.3
31-01-01 00:00,4.0
30-01-01 23:00,4.7
30-01-01 22:00,4.7
30-01-01 21:00,5.1
30-01-01 20:00,12.0
30-01-01 19:00,14.5
30-01-01 18:00,14.8
30-01-01 17:00,7.8
30-01-01 16:00,2.5
30-01-01 15:00,2.0
30-01-01 14:00,3.0
30-01-01 13:00,7.1
30-01-01 12:00,6.5
30-01-01 11:00,5.1
30-01-01 10:00,5.5
30-01-01 09:00,5.8
30-01-01 08:00,7.3
30-01-01 07:00,4.9
30-01-01 06:00,2.0
30-01-01 05:00,2.0
30-01-01 04:00,1.6
30-01-01 03:00,1.6
30-01-01 02:00,1.8
30-01-01 01:00,3.0
30-01-01 00:00,4.9
29-01-01 23:00,4.5
29-01-01 22:00,4.0
29-01-01 21:00,4.9
29-01-01 20:00,7.2
29-01-01 19:00,7.0
29-01-01 18:00,8.9
29-01-01 17:00,10.5
29-01-01 16:00,7.4
29-01-01 15:00,5.7
29-01-01 14:00,4.8
29-01-01 13:00,4.6
29-01-01 12:00,5.0
29-01-01 11:00,5.7
29-01-01 10:00,4.7
29-01-01 09:00,3.8
29-01-01 08:00,3.5
29-01-01 07:00,4.5
29-01-01 06:00,2.2
29-01-01 05:00,1.1
29-01-01 04:00,1.1
29-01-01 03:00,1.4
29-01-01 02:00,2.7
29-01-01 01:00,2.2
29-01-01 00:00,2.2
28-01-01 23:00,3.5
28-01-01 22:00,4.5
28-01-01 21:00,2.5
28-01-01 20:00,2.6
28-01-01 19:00,3.2
28-01-01 18:00,4.1
28-01-01 17:00,
28-01-01 16:00,
28-01-01 15:00,
28-01-01 14:00,
28-01-01 13:00,2.2
28-01-01 12:00,2.7
28-01-01 11:00,2.4
28-01-01 10:00,1.6
28-01-01 09:00,0.9
28-01-01 08:00,1.0
28-01-01 07:00,1.3
28-01-01 06:00,0.7
28-01-01 05:00,1.1
28-01-01 04:00,1.0
28-01-01 03:00,1.2
28-01-01 02:00,1.4
28-01-01 01:00,1.2
28-01-01 00:00,1.7
27-01-01 23:00,1.6
27-01-01 22:00,2.0
27-01-01 21:00,2.5
27-01-01 20:00,3.2
27-01-01 19:00,3.5
27-01-01 18:00,3.5
27-01-01 17:00,3.9
27-01-01 16:00,5.1
27-01-01 15:00,4.2
27-01-01 14:00,4.4
27-01-01 13:00,4.9
27-01-01 12:00,5.9
27-01-01 11:00,5.4
27-01-01 10:00,4.4
27-01-01 09:00,4.3
27-01-01 08:00,5.8
27-01-01 07:00,5.3
27-01-01 06:00,2.5
27-01-01 05:00,2.2
27-01-01 04:00,2.2
27-01-01 03:00,2.5
27-01-01 02:00,2.6
27-01-01 01:00,3.5
27-01-01 00:00,3.9
26-01-01 23:00,4.5
26-01-01 22:00,5.5
26-01-01 21:00,5.9
26-01-01 20:00,6.2
26-01-01 19:00,5.3
26-01-01 18:00,6.3
26-01-01 17:00,7.5
26-01-01 16:00,9.3
26-01-01 15:00,8.0
26-01-01 14:00,7.3
26-01-01 13:00,8.7
26-01-01 12:00,9.8
26-01-01 11:00,8.5
26-01-01 10:00,6.4
26-01-01 09:00,6.1
26-01-01 08:00,5.5
26-01-01 07:00,3.8
26-01-01 06:00,2.3
26-01-01 05:00,2.0
26-01-01 04:00,1.9
26-01-01 03:00,1.9
26-01-01 02:00,1.9
26-01-01 01:00,2.3
26-01-01 00:00,4.6
25-01-01 23:00,6.3
25-01-01 22:00,3.2
25-01-01 21:00,4.7
25-01-01 20:00,6.6
25-01-01 19:00,7.0
25-01-01 18:00,8.4
25-01-01 17:00,9.3
25-01-01 16:00,7.7
25-01-01 15:00,4.7
25-01-01 14:00,4.7
25-01-01 13:00,4.3
25-01-01 12:00,4.6
25-01-01 11:00,4.9
25-01-01 10:00,5.1
25-01-01 09:00,5.1
25-01-01 08:00,5.5
25-01-01 07:00,5.2
25-01-01 06:00,3.5
