Datum Zeit,Schwartenberg NO2
,µg/m³
01-02-01 00:00,12
31-01-01 23:00,17
31-01-01 22:00,15
31-01-01 21:00,12
31-01-01 20:00,11
31-01-01 19:00,12
31-01-01 18:00,11
31-01-01 17:00,12
31-01-01 16:00,11
31-01-01 15:00,12
31-01-01 14:00,12
31-01-01 13:00,12
31-01-01 12:00,13
31-01-01 11:00,17
31-01-01 10:00,22
31-01-01 09:00,
31-01-01 08:00,14
31-01-01 07:00,13
31-01-01 06:00,13
31-01-01 05:00,14
31-01-01 04:00,14
31-01-01 03:00,24
31-01-01 02:00,24
31-01-01 01:00,21
31-01-01 00:00,15
30-01-01 23:00,18
30-01-01 22:00,19
30-01-01 21:00,18
30-01-01 20:00,18
30-01-01 19:00,17
30-01-01 18:00,16
30-01-01 17:00,13
30-01-01 16:00,15
30-01-01 15:00,11
30-01-01 14:00,10
30-01-01 13:00,11
30-01-01 12:00,12
30-01-01 11:00,13
30-01-01 10:00,
30-01-01 09:00,21
30-01-01 08:00,21
30-01-01 07:00,18
30-01-01 06:00,17
30-01-01 05:00,17
30-01-01 04:00,15
30-01-01 03:00,16
30-01-01 02:00,16
30-01-01 01:00,16
30-01-01 00:00,14
29-01-01 23:00,15
29-01-01 22:00,15
29-01-01 21:00,15
29-01-01 20:00,17
29-01-01 19:00,16
29-01-01 18:00,19
29-01-01 17:00,18
29-01-01 16:00,17
29-01-01 15:00,17
29-01-01 14:00,14
29-01-01 13:00,14
29-01-01 12:00,15
29-01-01 11:00,15
29-01-01 10:00,
29-01-01 09:00,14
29-01-01 08:00,12
29-01-01 07:00,10
29-01-01 06:00,8
29-01-01 05:00,7
29-01-01 04:00,6
29-01-01 03:00,6
29-01-01 02:00,5
29-01-01 01:00,5
29-01-01 00:00,5
28-01-01 23:00,6
28-01-01 22:00,5
28-01-01 21:00,5
28-01-01 20:00,5
28-01-01 19:00,5
28-01-01 18:00,5
28-01-01 17:00,5
28-01-01 16:00,4
28-01-01 15:00,4
28-01-01 14:00,4
28-01-01 13:00,4
28-01-01 12:00,4
28-01-01 11:00,
28-01-01 10:00,3
28-01-01 09:00,3
28-01-01 08:00,3
28-01-01 07:00,3
28-01-01 06:00,3
28-01-01 05:00,3
28-01-01 04:00,3
28-01-01 03:00,4
28-01-01 02:00,4
28-01-01 01:00,4
28-01-01 00:00,5
27-01-01 23:00,5
27-01-01 22:00,5
27-01-01 21:00,6
27-01-01 20:00,6
27-01-01 19:00,7
27-01-01 18:00,10
27-01-01 17:00,20
27-01-01 16:00,13
27-01-01 15:00,13
27-01-01 14:00,15
27-01-01 13:00,15
27-01-01 12:00,16
