Datum Zeit,Glauchau SO2
,µg/m³
01-02-01 00:00,
31-01-01 23:00,4.0
31-01-01 22:00,3.3
31-01-01 21:00,3.9
31-01-01 20:00,4.2
31-01-01 19:00,3.1
31-01-01 18:00,3.9
31-01-01 17:00,5.2
31-01-01 16:00,6.5
31-01-01 15:00,7.6
31-01-01 14:00,7.7
31-01-01 13:00,10.7
31-01-01 12:00,11.8
31-01-01 11:00,9.8
31-01-01 10:00,6.8
31-01-01 09:00,
31-01-01 08:00,4.7
31-01-01 07:00,5.7
31-01-01 06:00,5.4
31-01-01 05:00,5.6
31-01-01 04:00,5.9
31-01-01 03:00,7.4
31-01-01 02:00,7.1
31-01-01 01:00,7.8
31-01-01 00:00,
30-01-01 23:00,13.6
30-01-01 22:00,13.7
30-01-01 21:00,9.1
30-01-01 20:00,10.3
30-01-01 19:00,9.9
30-01-01 18:00,11.0
30-01-01 17:00,13.0
30-01-01 16:00,12.8
30-01-01 15:00,
30-01-01 14:00,
30-01-01 13:00,
30-01-01 12:00,10.2
30-01-01 11:00,8.3
30-01-01 10:00,7.6
30-01-01 09:00,8.1
30-01-01 08:00,6.3
30-01-01 07:00,
30-01-01 06:00,4.5
30-01-01 05:00,4.5
30-01-01 04:00,4.8
30-01-01 03:00,4.7
30-01-01 02:00,4.7
30-01-01 01:00,5.0
30-01-01 00:00,
29-01-01 23:00,5.5
29-01-01 22:00,7.9
29-01-01 21:00,8.4
29-01-01 20:00,9.1
29-01-01 19:00,11.6
29-01-01 18:00,13.4
29-01-01 17:00,20.1
29-01-01 16:00,15.2
29-01-01 15:00,15.2
29-01-01 14:00,15.6
29-01-01 13:00,14.4
29-01-01 12:00,11.5
29-01-01 11:00,7.8
29-01-01 10:00,7.3
29-01-01 09:00,6.5
29-01-01 08:00,
29-01-01 07:00,3.3
29-01-01 06:00,1.8
29-01-01 05:00,1.1
29-01-01 04:00,1.4
29-01-01 03:00,1.3
29-01-01 02:00,1.7
29-01-01 01:00,2.2
29-01-01 00:00,
28-01-01 23:00,1.6
28-01-01 22:00,3.5
28-01-01 21:00,3.9
28-01-01 20:00,2.1
28-01-01 19:00,1.2
28-01-01 18:00,2.0
28-01-01 17:00,2.3
28-01-01 16:00,1.3
28-01-01 15:00,1.0
28-01-01 14:00,1.0
28-01-01 13:00,1.0
28-01-01 12:00,1.8
28-01-01 11:00,2.1
28-01-01 10:00,1.0
28-01-01 09:00,1.0
28-01-01 08:00,
28-01-01 07:00,1.0
28-01-01 06:00,1.0
28-01-01 05:00,1.0
28-01-01 04:00,1.0
28-01-01 03:00,1.0
28-01-01 02:00,1.0
28-01-01 01:00,1.0
28-01-01 00:00,
27-01-01 23:00,4.2
27-01-01 22:00,3.8
27-01-01 21:00,4.3
27-01-01 20:00,4.8
27-01-01 19:00,5.2
27-01-01 18:00,5.9
27-01-01 17:00,5.6
27-01-01 16:00,6.9
27-01-01 15:00,8.1
27-01-01 14:00,9.1
27-01-01 13:00,11.6
27-01-01 12:00,18.2
27-01-01 11:00,23.4
27-01-01 10:00,23.3
27-01-01 09:00,
27-01-01 08:00,5.6
27-01-01 07:00,4.3
27-01-01 06:00,3.4
27-01-01 05:00,5.0
27-01-01 04:00,4.5
27-01-01 03:00,4.1
27-01-01 02:00,4.3
27-01-01 01:00,4.7
27-01-01 00:00,
26-01-01 23:00,4.0
26-01-01 22:00,3.5
26-01-01 21:00,4.2
26-01-01 20:00,4.2
26-01-01 19:00,5.4
26-01-01 18:00,3.8
26-01-01 17:00,5.2
26-01-01 16:00,4.9
26-01-01 15:00,5.3
26-01-01 14:00,5.3
26-01-01 13:00,6.2
26-01-01 12:00,6.5
