Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-01-01,
30-01-01,9.65
29-01-01,
28-01-01,3.56
27-01-01,
26-01-01,6.07
25-01-01,
24-01-01,8.97
23-01-01,
22-01-01,14.56
21-01-01,
20-01-01,20.61
19-01-01,
18-01-01,17.60
17-01-01,
16-01-01,53.74
15-01-01,
14-01-01,12.71
13-01-01,
12-01-01,8.97
11-01-01,
10-01-01,14.29
09-01-01,
08-01-01,5.76
07-01-01,
06-01-01,4.14
05-01-01,
04-01-01,8.24
03-01-01,
02-01-01,19.75
01-01-01,

