Datum Zeit,Plauen-Sued PM10
,µg/m³
31-05-13,9
30-05-13,8
29-05-13,12
28-05-13,14
27-05-13,8
26-05-13,5
25-05-13,14
24-05-13,12
23-05-13,14
22-05-13,11
21-05-13,9
20-05-13,6
19-05-13,14
18-05-13,12
17-05-13,20
16-05-13,21
15-05-13,19
14-05-13,13
13-05-13,12
12-05-13,7
11-05-13,16
10-05-13,12
09-05-13,11
08-05-13,15
07-05-13,33
06-05-13,32
05-05-13,25
04-05-13,27
03-05-13,38
02-05-13,40
01-05-13,53

