Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
31-05-13,12
30-05-13,12
29-05-13,12
28-05-13,15
27-05-13,7
26-05-13,3
25-05-13,15
24-05-13,15
23-05-13,12
22-05-13,10
21-05-13,5
20-05-13,4
19-05-13,16
18-05-13,12
17-05-13,18
16-05-13,20
15-05-13,14
14-05-13,9
13-05-13,10
12-05-13,8
11-05-13,18
10-05-13,17
09-05-13,15
08-05-13,17
07-05-13,28
06-05-13,30
05-05-13,32
04-05-13,35
03-05-13,30
02-05-13,38
01-05-13,34

