Datum Zeit,Goerlitz PM10
,µg/m³
31-05-13,16
30-05-13,18
29-05-13,16
28-05-13,14
27-05-13,12
26-05-13,5
25-05-13,19
24-05-13,23
23-05-13,20
22-05-13,
21-05-13,15
20-05-13,10
19-05-13,18
18-05-13,24
17-05-13,26
16-05-13,25
15-05-13,19
14-05-13,16
13-05-13,18
12-05-13,12
11-05-13,23
10-05-13,22
09-05-13,32
08-05-13,26
07-05-13,28
06-05-13,37
05-05-13,36
04-05-13,36
03-05-13,36
02-05-13,
01-05-13,

