Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
31-05-13,13
30-05-13,10
29-05-13,12
28-05-13,14
27-05-13,6
26-05-13,2
25-05-13,15
24-05-13,15
23-05-13,12
22-05-13,8
21-05-13,8
20-05-13,5
19-05-13,16
18-05-13,11
17-05-13,20
16-05-13,19
15-05-13,18
14-05-13,12
13-05-13,10
12-05-13,8
11-05-13,16
10-05-13,14
09-05-13,14
08-05-13,19
07-05-13,32
06-05-13,27
05-05-13,26
04-05-13,35
03-05-13,40
02-05-13,46
01-05-13,43

