Datum Zeit,Dresden-Nord PM10
,µg/m³
31-08-09,20
30-08-09,18
29-08-09,21
28-08-09,28
27-08-09,19
26-08-09,36
25-08-09,25
24-08-09,19
23-08-09,20
22-08-09,27
21-08-09,26
20-08-09,28
19-08-09,25
18-08-09,25
17-08-09,29
16-08-09,26
15-08-09,21
14-08-09,25
13-08-09,19
12-08-09,25
11-08-09,33
10-08-09,26
09-08-09,20
08-08-09,26
07-08-09,24
06-08-09,24
05-08-09,23
04-08-09,22
03-08-09,
02-08-09,25
01-08-09,23

