Datum Zeit,Plauen-Sued PM10
,µg/m³
31-08-09,14
30-08-09,8
29-08-09,15
28-08-09,20
27-08-09,16
26-08-09,22
25-08-09,19
24-08-09,13
23-08-09,12
22-08-09,20
21-08-09,23
20-08-09,19
19-08-09,19
18-08-09,16
17-08-09,21
16-08-09,15
15-08-09,17
14-08-09,19
13-08-09,11
12-08-09,18
11-08-09,23
10-08-09,20
09-08-09,19
08-08-09,22
07-08-09,21
06-08-09,16
05-08-09,17
04-08-09,20
03-08-09,15
02-08-09,14
01-08-09,19

