Datum Zeit,Niesky PM10
,µg/m³
31-08-09,13
30-08-09,8
29-08-09,16
28-08-09,19
27-08-09,15
26-08-09,23
25-08-09,20
24-08-09,19
23-08-09,14
22-08-09,24
21-08-09,24
20-08-09,28
19-08-09,22
18-08-09,13
17-08-09,20
16-08-09,17
15-08-09,18
14-08-09,11
13-08-09,14
12-08-09,16
11-08-09,20
10-08-09,21
09-08-09,23
08-08-09,23
07-08-09,22
06-08-09,18
05-08-09,16
04-08-09,13
03-08-09,12
02-08-09,27
01-08-09,27

