Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
31-08-09,23
30-08-09,13
29-08-09,19
28-08-09,25
27-08-09,23
26-08-09,41
25-08-09,26
24-08-09,15
23-08-09,18
22-08-09,25
21-08-09,30
20-08-09,27
19-08-09,26
18-08-09,23
17-08-09,30
16-08-09,20
15-08-09,25
14-08-09,27
13-08-09,19
12-08-09,23
11-08-09,33
10-08-09,24
09-08-09,20
08-08-09,26
07-08-09,29
06-08-09,26
05-08-09,29
04-08-09,
03-08-09,
02-08-09,
01-08-09,26

