Datum Zeit,Dresden-Bergstraße PM10_HVS
,µg/m³
31-12-18,
30-12-18,
29-12-18,
28-12-18,
27-12-18,
26-12-18,
25-12-18,
24-12-18,
23-12-18,
22-12-18,
21-12-18,
20-12-18,
19-12-18,
18-12-18,
17-12-18,39.93
16-12-18,22.80
15-12-18,29.98
14-12-18,33.47
13-12-18,30.43
12-12-18,13.67
11-12-18,6.78
10-12-18,8.16
09-12-18,3.44
08-12-18,5.03
07-12-18,14.91
06-12-18,19.50
05-12-18,24.40
04-12-18,11.41
03-12-18,12.87
02-12-18,14.64
01-12-18,27.67

