Datum Zeit,Dresden-Winckelmannstr. WINDRI
24-12-18 07:00,4
24-12-18 06:00,331
24-12-18 05:00,307
24-12-18 04:00,310
24-12-18 03:00,296
24-12-18 02:00,308
24-12-18 01:00,331
24-12-18 00:00,327
23-12-18 23:00,254
23-12-18 22:00,251
23-12-18 21:00,289
23-12-18 20:00,188
23-12-18 19:00,340
23-12-18 18:00,264
23-12-18 17:00,289
23-12-18 16:00,240
23-12-18 15:00,233
23-12-18 14:00,240
23-12-18 13:00,231
23-12-18 12:00,241
23-12-18 11:00,246
23-12-18 10:00,238
23-12-18 09:00,231
23-12-18 08:00,219
23-12-18 07:00,220
23-12-18 06:00,241
23-12-18 05:00,309
23-12-18 04:00,292
23-12-18 03:00,271
23-12-18 02:00,261
23-12-18 01:00,248
23-12-18 00:00,239
22-12-18 23:00,256
22-12-18 22:00,231
22-12-18 21:00,243
22-12-18 20:00,326
22-12-18 19:00,244
22-12-18 18:00,242
22-12-18 17:00,256
22-12-18 16:00,268
22-12-18 15:00,294
22-12-18 14:00,325
22-12-18 13:00,324
22-12-18 12:00,348
22-12-18 11:00,344
22-12-18 10:00,266
22-12-18 09:00,250
22-12-18 08:00,264
22-12-18 07:00,300
22-12-18 06:00,306
22-12-18 05:00,266
22-12-18 04:00,242
22-12-18 03:00,239
22-12-18 02:00,244
22-12-18 01:00,237
22-12-18 00:00,240
21-12-18 23:00,240
21-12-18 22:00,222
21-12-18 21:00,213
21-12-18 20:00,212
21-12-18 19:00,210
21-12-18 18:00,183
21-12-18 17:00,154
21-12-18 16:00,130
21-12-18 15:00,167
21-12-18 14:00,160
21-12-18 13:00,143
21-12-18 12:00,158
21-12-18 11:00,155
21-12-18 10:00,160
21-12-18 09:00,168
21-12-18 08:00,129
21-12-18 07:00,185
21-12-18 06:00,197
21-12-18 05:00,198
21-12-18 04:00,207
21-12-18 03:00,211
21-12-18 02:00,208
21-12-18 01:00,188
21-12-18 00:00,204
20-12-18 23:00,196
20-12-18 22:00,101
20-12-18 21:00,105
20-12-18 20:00,98
20-12-18 19:00,129
20-12-18 18:00,103
20-12-18 17:00,142
20-12-18 16:00,147
20-12-18 15:00,148
20-12-18 14:00,163
20-12-18 13:00,160
20-12-18 12:00,169
20-12-18 11:00,169
20-12-18 10:00,171
20-12-18 09:00,177
20-12-18 08:00,170
20-12-18 07:00,170
20-12-18 06:00,176
20-12-18 05:00,172
20-12-18 04:00,176
20-12-18 03:00,167
20-12-18 02:00,192
20-12-18 01:00,160
20-12-18 00:00,167
19-12-18 23:00,163
19-12-18 22:00,175
19-12-18 21:00,171
19-12-18 20:00,169
19-12-18 19:00,157
19-12-18 18:00,167
19-12-18 17:00,171
19-12-18 16:00,166
19-12-18 15:00,168
19-12-18 14:00,170
19-12-18 13:00,163
19-12-18 12:00,161
19-12-18 11:00,168
19-12-18 10:00,170
19-12-18 09:00,174
19-12-18 08:00,182
19-12-18 07:00,166
19-12-18 06:00,169
19-12-18 05:00,160
19-12-18 04:00,173
19-12-18 03:00,175
19-12-18 02:00,181
19-12-18 01:00,184
19-12-18 00:00,167
18-12-18 23:00,197
18-12-18 22:00,207
18-12-18 21:00,186
18-12-18 20:00,175
18-12-18 19:00,189
18-12-18 18:00,177
18-12-18 17:00,164
18-12-18 16:00,165
18-12-18 15:00,176
18-12-18 14:00,172
18-12-18 13:00,178
18-12-18 12:00,137
18-12-18 11:00,103
18-12-18 10:00,74
18-12-18 09:00,95
18-12-18 08:00,83
18-12-18 07:00,81
18-12-18 06:00,80
18-12-18 05:00,129
18-12-18 04:00,195
18-12-18 03:00,173
18-12-18 02:00,87
18-12-18 01:00,80
18-12-18 00:00,117
17-12-18 23:00,97
17-12-18 22:00,92
17-12-18 21:00,105
17-12-18 20:00,152
17-12-18 19:00,153
17-12-18 18:00,147
17-12-18 17:00,126
17-12-18 16:00,108
17-12-18 15:00,135
17-12-18 14:00,150
17-12-18 13:00,152
17-12-18 12:00,134
17-12-18 11:00,151
17-12-18 10:00,97
17-12-18 09:00,58
17-12-18 08:00,81
17-12-18 07:00,79
17-12-18 06:00,94
17-12-18 05:00,90
17-12-18 04:00,147
17-12-18 03:00,156
17-12-18 02:00,146
17-12-18 01:00,173
17-12-18 00:00,163
16-12-18 23:00,153
16-12-18 22:00,163
16-12-18 21:00,164
16-12-18 20:00,164
16-12-18 19:00,159
16-12-18 18:00,168
16-12-18 17:00,156
16-12-18 16:00,168
16-12-18 15:00,169
16-12-18 14:00,171
16-12-18 13:00,169
16-12-18 12:00,164
16-12-18 11:00,166
16-12-18 10:00,168
16-12-18 09:00,163
16-12-18 08:00,163
16-12-18 07:00,162
16-12-18 06:00,162
16-12-18 05:00,166
16-12-18 04:00,172
16-12-18 03:00,118
16-12-18 02:00,87
16-12-18 01:00,45
16-12-18 00:00,50
15-12-18 23:00,71
15-12-18 22:00,20
15-12-18 21:00,45
15-12-18 20:00,15
15-12-18 19:00,24
15-12-18 18:00,16
15-12-18 17:00,20
15-12-18 16:00,13
15-12-18 15:00,7
15-12-18 14:00,11
15-12-18 13:00,16
15-12-18 12:00,17
15-12-18 11:00,16
15-12-18 10:00,22
15-12-18 09:00,12
15-12-18 08:00,18
15-12-18 07:00,18
15-12-18 06:00,36
15-12-18 05:00,44
15-12-18 04:00,30
15-12-18 03:00,26
15-12-18 02:00,23
15-12-18 01:00,27
15-12-18 00:00,19
14-12-18 23:00,35
14-12-18 22:00,41
14-12-18 21:00,59
14-12-18 20:00,43
14-12-18 19:00,34
14-12-18 18:00,20
14-12-18 17:00,38
14-12-18 16:00,84
14-12-18 15:00,105
14-12-18 14:00,47
14-12-18 13:00,106
14-12-18 12:00,109
14-12-18 11:00,143
14-12-18 10:00,168
14-12-18 09:00,136
14-12-18 08:00,170
14-12-18 07:00,92
14-12-18 06:00,74
14-12-18 05:00,172
14-12-18 04:00,175
14-12-18 03:00,166
14-12-18 02:00,54
14-12-18 01:00,178
14-12-18 00:00,179
13-12-18 23:00,163
13-12-18 22:00,81
13-12-18 21:00,76
13-12-18 20:00,55
13-12-18 19:00,180
13-12-18 18:00,48
13-12-18 17:00,59
13-12-18 16:00,68
13-12-18 15:00,106
13-12-18 14:00,102
13-12-18 13:00,171
13-12-18 12:00,188
13-12-18 11:00,125
13-12-18 10:00,55
13-12-18 09:00,175
13-12-18 08:00,184
13-12-18 07:00,73
13-12-18 06:00,51
13-12-18 05:00,203
13-12-18 04:00,206
13-12-18 03:00,254
13-12-18 02:00,17
13-12-18 01:00,14
13-12-18 00:00,24
12-12-18 23:00,18
12-12-18 22:00,15
12-12-18 21:00,17
12-12-18 20:00,14
12-12-18 19:00,19
12-12-18 18:00,7
12-12-18 17:00,341
12-12-18 16:00,344
12-12-18 15:00,352
12-12-18 14:00,359
12-12-18 13:00,3
12-12-18 12:00,352
12-12-18 11:00,328
12-12-18 10:00,319
12-12-18 09:00,325
12-12-18 08:00,315
12-12-18 07:00,317
12-12-18 06:00,323
12-12-18 05:00,318
12-12-18 04:00,322
12-12-18 03:00,300
12-12-18 02:00,307
12-12-18 01:00,304
12-12-18 00:00,318
11-12-18 23:00,307
11-12-18 22:00,306
11-12-18 21:00,302
11-12-18 20:00,305
11-12-18 19:00,306
11-12-18 18:00,305
11-12-18 17:00,314
11-12-18 16:00,308
11-12-18 15:00,306
11-12-18 14:00,303
11-12-18 13:00,290
11-12-18 12:00,288
11-12-18 11:00,283
11-12-18 10:00,282
11-12-18 09:00,271
11-12-18 08:00,272
11-12-18 07:00,271
11-12-18 06:00,259
11-12-18 05:00,261
11-12-18 04:00,267
11-12-18 03:00,268
11-12-18 02:00,275
11-12-18 01:00,264
11-12-18 00:00,251
10-12-18 23:00,254
10-12-18 22:00,245
10-12-18 21:00,240
10-12-18 20:00,241
10-12-18 19:00,244
10-12-18 18:00,256
10-12-18 17:00,277
10-12-18 16:00,270
10-12-18 15:00,270
10-12-18 14:00,274
10-12-18 13:00,278
10-12-18 12:00,274
10-12-18 11:00,256
10-12-18 10:00,266
10-12-18 09:00,267
10-12-18 08:00,273
10-12-18 07:00,268
10-12-18 06:00,271
10-12-18 05:00,270
10-12-18 04:00,279
10-12-18 03:00,267
10-12-18 02:00,269
10-12-18 01:00,264
10-12-18 00:00,268
09-12-18 23:00,297
09-12-18 22:00,277
09-12-18 21:00,242
09-12-18 20:00,239
09-12-18 19:00,232
09-12-18 18:00,241
09-12-18 17:00,247
09-12-18 16:00,269
09-12-18 15:00,236
09-12-18 14:00,225
09-12-18 13:00,231
09-12-18 12:00,223
09-12-18 11:00,224
09-12-18 10:00,227
09-12-18 09:00,234
09-12-18 08:00,239
09-12-18 07:00,241
09-12-18 06:00,215
09-12-18 05:00,213
09-12-18 04:00,210
09-12-18 03:00,201
09-12-18 02:00,198
09-12-18 01:00,166
09-12-18 00:00,197
08-12-18 23:00,203
08-12-18 22:00,208
08-12-18 21:00,220
08-12-18 20:00,225
08-12-18 19:00,223
08-12-18 18:00,224
08-12-18 17:00,219
08-12-18 16:00,224
08-12-18 15:00,216
08-12-18 14:00,223
08-12-18 13:00,226
08-12-18 12:00,225
08-12-18 11:00,211
08-12-18 10:00,209
08-12-18 09:00,211
08-12-18 08:00,203
08-12-18 07:00,211
08-12-18 06:00,229
08-12-18 05:00,229
08-12-18 04:00,259
08-12-18 03:00,266
08-12-18 02:00,245
08-12-18 01:00,213
08-12-18 00:00,217
07-12-18 23:00,209
07-12-18 22:00,217
07-12-18 21:00,196
07-12-18 20:00,140
07-12-18 19:00,108
07-12-18 18:00,146
07-12-18 17:00,152
07-12-18 16:00,131
07-12-18 15:00,59
07-12-18 14:00,82
07-12-18 13:00,52
07-12-18 12:00,87
07-12-18 11:00,224
07-12-18 10:00,81
07-12-18 09:00,72
07-12-18 08:00,76
07-12-18 07:00,99
07-12-18 06:00,80
07-12-18 05:00,88
07-12-18 04:00,90
07-12-18 03:00,91
07-12-18 02:00,79
07-12-18 01:00,88
07-12-18 00:00,96
06-12-18 23:00,110
06-12-18 22:00,117
06-12-18 21:00,103
06-12-18 20:00,101
06-12-18 19:00,149
06-12-18 18:00,166
06-12-18 17:00,170
06-12-18 16:00,159
06-12-18 15:00,162
06-12-18 14:00,163
06-12-18 13:00,149
06-12-18 12:00,156
06-12-18 11:00,159
06-12-18 10:00,160
06-12-18 09:00,161
06-12-18 08:00,161
06-12-18 07:00,170
06-12-18 06:00,170
06-12-18 05:00,168
06-12-18 04:00,174
06-12-18 03:00,173
06-12-18 02:00,88
06-12-18 01:00,159
06-12-18 00:00,166
05-12-18 23:00,182
05-12-18 22:00,176
05-12-18 21:00,176
05-12-18 20:00,179
05-12-18 19:00,176
05-12-18 18:00,190
05-12-18 17:00,187
05-12-18 16:00,179
05-12-18 15:00,157
05-12-18 14:00,118
05-12-18 13:00,152
05-12-18 12:00,91
05-12-18 11:00,138
05-12-18 10:00,110
05-12-18 09:00,80
05-12-18 08:00,21
05-12-18 07:00,98
05-12-18 06:00,67
05-12-18 05:00,274
05-12-18 04:00,312
05-12-18 03:00,356
05-12-18 02:00,1
05-12-18 01:00,305
05-12-18 00:00,311
04-12-18 23:00,314
04-12-18 22:00,270
04-12-18 21:00,263
04-12-18 20:00,281
04-12-18 19:00,303
04-12-18 18:00,288
04-12-18 17:00,270
04-12-18 16:00,275
04-12-18 15:00,313
04-12-18 14:00,324
04-12-18 13:00,306
04-12-18 12:00,312
04-12-18 11:00,309
04-12-18 10:00,309
04-12-18 09:00,301
04-12-18 08:00,324
04-12-18 07:00,298
04-12-18 06:00,235
04-12-18 05:00,218
04-12-18 04:00,223
04-12-18 03:00,216
04-12-18 02:00,171
04-12-18 01:00,86
04-12-18 00:00,111
03-12-18 23:00,95
03-12-18 22:00,109
03-12-18 21:00,198
03-12-18 20:00,198
03-12-18 19:00,104
03-12-18 18:00,151
03-12-18 17:00,218
03-12-18 16:00,205
03-12-18 15:00,217
03-12-18 14:00,219
03-12-18 13:00,227
03-12-18 12:00,80
03-12-18 11:00,107
03-12-18 10:00,136
03-12-18 09:00,142
03-12-18 08:00,148
03-12-18 07:00,150
03-12-18 06:00,154
03-12-18 05:00,149
03-12-18 04:00,142
03-12-18 03:00,144
03-12-18 02:00,151
03-12-18 01:00,143
03-12-18 00:00,138
02-12-18 23:00,146
02-12-18 22:00,125
02-12-18 21:00,104
02-12-18 20:00,129
02-12-18 19:00,156
02-12-18 18:00,139
02-12-18 17:00,156
02-12-18 16:00,140
02-12-18 15:00,170
02-12-18 14:00,170
02-12-18 13:00,166
02-12-18 12:00,169
02-12-18 11:00,170
02-12-18 10:00,172
02-12-18 09:00,165
02-12-18 08:00,168
02-12-18 07:00,164
02-12-18 06:00,142
02-12-18 05:00,162
02-12-18 04:00,172
02-12-18 03:00,179
02-12-18 02:00,139
02-12-18 01:00,136
02-12-18 00:00,112
01-12-18 23:00,156
01-12-18 22:00,144
01-12-18 21:00,150
01-12-18 20:00,161
01-12-18 19:00,158
01-12-18 18:00,147
01-12-18 17:00,155
01-12-18 16:00,156
01-12-18 15:00,159
01-12-18 14:00,159
01-12-18 13:00,159
01-12-18 12:00,161
01-12-18 11:00,156
01-12-18 10:00,150
01-12-18 09:00,158
01-12-18 08:00,166
01-12-18 07:00,158
01-12-18 06:00,158
01-12-18 05:00,159
01-12-18 04:00,166
01-12-18 03:00,168
01-12-18 02:00,161
01-12-18 01:00,160

