Datum Zeit,Bautzen WINDRI
24-12-18 07:00,17
24-12-18 06:00,1
24-12-18 05:00,315
24-12-18 04:00,271
24-12-18 03:00,271
24-12-18 02:00,272
24-12-18 01:00,250
24-12-18 00:00,245
23-12-18 23:00,248
23-12-18 22:00,235
23-12-18 21:00,237
23-12-18 20:00,235
23-12-18 19:00,246
23-12-18 18:00,250
23-12-18 17:00,249
23-12-18 16:00,240
23-12-18 15:00,236
23-12-18 14:00,243
23-12-18 13:00,247
23-12-18 12:00,248
23-12-18 11:00,251
23-12-18 10:00,243
23-12-18 09:00,245
23-12-18 08:00,242
23-12-18 07:00,233
23-12-18 06:00,266
23-12-18 05:00,281
23-12-18 04:00,273
23-12-18 03:00,265
23-12-18 02:00,264
23-12-18 01:00,260
23-12-18 00:00,259
22-12-18 23:00,261
22-12-18 22:00,249
22-12-18 21:00,240
22-12-18 20:00,246
22-12-18 19:00,258
22-12-18 18:00,265
22-12-18 17:00,267
22-12-18 16:00,265
22-12-18 15:00,264
22-12-18 14:00,271
22-12-18 13:00,272
22-12-18 12:00,269
22-12-18 11:00,253
22-12-18 10:00,259
22-12-18 09:00,246
22-12-18 08:00,257
22-12-18 07:00,256
22-12-18 06:00,251
22-12-18 05:00,258
22-12-18 04:00,249
22-12-18 03:00,245
22-12-18 02:00,250
22-12-18 01:00,250
22-12-18 00:00,251
21-12-18 23:00,243
21-12-18 22:00,226
21-12-18 21:00,210
21-12-18 20:00,212
21-12-18 19:00,202
21-12-18 18:00,188
21-12-18 17:00,179
21-12-18 16:00,180
21-12-18 15:00,182
21-12-18 14:00,177
21-12-18 13:00,182
21-12-18 12:00,186
21-12-18 11:00,186
21-12-18 10:00,187
21-12-18 09:00,187
21-12-18 08:00,186
21-12-18 07:00,191
21-12-18 06:00,189
21-12-18 05:00,193
21-12-18 04:00,198
21-12-18 03:00,197
21-12-18 02:00,197
21-12-18 01:00,194
21-12-18 00:00,195
20-12-18 23:00,198
20-12-18 22:00,202
20-12-18 21:00,191
20-12-18 20:00,196
20-12-18 19:00,193
20-12-18 18:00,191
20-12-18 17:00,195
20-12-18 16:00,191
20-12-18 15:00,193
20-12-18 14:00,190
20-12-18 13:00,187
20-12-18 12:00,189
20-12-18 11:00,186
20-12-18 10:00,191
20-12-18 09:00,191
20-12-18 08:00,182
20-12-18 07:00,186
20-12-18 06:00,186
20-12-18 05:00,183
20-12-18 04:00,187
20-12-18 03:00,186
20-12-18 02:00,187
20-12-18 01:00,184
20-12-18 00:00,182
19-12-18 23:00,181
19-12-18 22:00,185
19-12-18 21:00,184
19-12-18 20:00,181
19-12-18 19:00,186
19-12-18 18:00,186
19-12-18 17:00,186
19-12-18 16:00,183
19-12-18 15:00,184
19-12-18 14:00,181
19-12-18 13:00,184
19-12-18 12:00,184
19-12-18 11:00,175
19-12-18 10:00,177
19-12-18 09:00,126
19-12-18 08:00,80
19-12-18 07:00,69
19-12-18 06:00,108
19-12-18 05:00,103
19-12-18 04:00,76
19-12-18 03:00,85
19-12-18 02:00,155
19-12-18 01:00,142
19-12-18 00:00,114
18-12-18 23:00,90
18-12-18 22:00,72
18-12-18 21:00,169
18-12-18 20:00,182
18-12-18 19:00,203
18-12-18 18:00,206
18-12-18 17:00,192
18-12-18 16:00,180
18-12-18 15:00,189
18-12-18 14:00,212
18-12-18 13:00,240
18-12-18 12:00,234
18-12-18 11:00,232
18-12-18 10:00,228
18-12-18 09:00,221
18-12-18 08:00,218
18-12-18 07:00,223
18-12-18 06:00,212
18-12-18 05:00,210
18-12-18 04:00,212
18-12-18 03:00,218
18-12-18 02:00,215
18-12-18 01:00,204
18-12-18 00:00,204
17-12-18 23:00,204
17-12-18 22:00,198
17-12-18 21:00,195
17-12-18 20:00,202
17-12-18 19:00,209
17-12-18 18:00,201
17-12-18 17:00,203
17-12-18 16:00,199
17-12-18 15:00,200
17-12-18 14:00,212
17-12-18 13:00,212
17-12-18 12:00,224
17-12-18 11:00,208
17-12-18 10:00,211
17-12-18 09:00,211
17-12-18 08:00,222
17-12-18 07:00,233
17-12-18 06:00,207
17-12-18 05:00,199
17-12-18 04:00,197
17-12-18 03:00,202
17-12-18 02:00,191
17-12-18 01:00,187
17-12-18 00:00,188
16-12-18 23:00,189
16-12-18 22:00,175
16-12-18 21:00,185
16-12-18 20:00,178
16-12-18 19:00,184
16-12-18 18:00,185
16-12-18 17:00,168
16-12-18 16:00,158
16-12-18 15:00,167
16-12-18 14:00,147
16-12-18 13:00,158
16-12-18 12:00,158
16-12-18 11:00,132
16-12-18 10:00,119
16-12-18 09:00,103
16-12-18 08:00,137
16-12-18 07:00,113
16-12-18 06:00,99
16-12-18 05:00,95
16-12-18 04:00,93
16-12-18 03:00,89
16-12-18 02:00,85
16-12-18 01:00,88
16-12-18 00:00,73
15-12-18 23:00,60
15-12-18 22:00,46
15-12-18 21:00,44
15-12-18 20:00,42
15-12-18 19:00,42
15-12-18 18:00,44
15-12-18 17:00,44
15-12-18 16:00,43
15-12-18 15:00,41
15-12-18 14:00,43
15-12-18 13:00,41
15-12-18 12:00,40
15-12-18 11:00,28
15-12-18 10:00,40
15-12-18 09:00,46
15-12-18 08:00,45
15-12-18 07:00,45
15-12-18 06:00,43
15-12-18 05:00,46
15-12-18 04:00,49
15-12-18 03:00,48
15-12-18 02:00,46
15-12-18 01:00,47
15-12-18 00:00,52
14-12-18 23:00,51
14-12-18 22:00,55
14-12-18 21:00,63
14-12-18 20:00,55
14-12-18 19:00,59
14-12-18 18:00,59
14-12-18 17:00,56
14-12-18 16:00,59
14-12-18 15:00,63
14-12-18 14:00,54
14-12-18 13:00,49
14-12-18 12:00,60
14-12-18 11:00,65
14-12-18 10:00,57
14-12-18 09:00,55
14-12-18 08:00,55
14-12-18 07:00,60
14-12-18 06:00,67
14-12-18 05:00,60
14-12-18 04:00,65
14-12-18 03:00,67
14-12-18 02:00,67
14-12-18 01:00,58
14-12-18 00:00,54
13-12-18 23:00,58
13-12-18 22:00,66
13-12-18 21:00,65
13-12-18 20:00,60
13-12-18 19:00,56
13-12-18 18:00,58
13-12-18 17:00,54
13-12-18 16:00,53
13-12-18 15:00,53
13-12-18 14:00,73
13-12-18 13:00,77
13-12-18 12:00,69
13-12-18 11:00,48
13-12-18 10:00,61
13-12-18 09:00,165
13-12-18 08:00,303
13-12-18 07:00,228
13-12-18 06:00,276
13-12-18 05:00,325
13-12-18 04:00,356
13-12-18 03:00,248
13-12-18 02:00,50
13-12-18 01:00,51
13-12-18 00:00,56
12-12-18 23:00,55
12-12-18 22:00,45
12-12-18 21:00,42
12-12-18 20:00,45
12-12-18 19:00,40
12-12-18 18:00,41
12-12-18 17:00,35
12-12-18 16:00,30
12-12-18 15:00,28
12-12-18 14:00,41
12-12-18 13:00,36
12-12-18 12:00,25
12-12-18 11:00,31
12-12-18 10:00,350
12-12-18 09:00,289
12-12-18 08:00,287
12-12-18 07:00,278
12-12-18 06:00,276
12-12-18 05:00,274
12-12-18 04:00,279
12-12-18 03:00,272
12-12-18 02:00,270
12-12-18 01:00,272
12-12-18 00:00,275
11-12-18 23:00,272
11-12-18 22:00,266
11-12-18 21:00,248
11-12-18 20:00,240
11-12-18 19:00,246
11-12-18 18:00,254
11-12-18 17:00,270
11-12-18 16:00,266
11-12-18 15:00,272
11-12-18 14:00,277
11-12-18 13:00,274
11-12-18 12:00,274
11-12-18 11:00,276
11-12-18 10:00,270
11-12-18 09:00,267
11-12-18 08:00,260
11-12-18 07:00,261
11-12-18 06:00,264
11-12-18 05:00,261
11-12-18 04:00,260
11-12-18 03:00,265
11-12-18 02:00,265
11-12-18 01:00,261
11-12-18 00:00,258
10-12-18 23:00,254
10-12-18 22:00,256
10-12-18 21:00,253
10-12-18 20:00,253
10-12-18 19:00,258
10-12-18 18:00,268
10-12-18 17:00,265
10-12-18 16:00,263
10-12-18 15:00,266
10-12-18 14:00,268
10-12-18 13:00,264
10-12-18 12:00,266
10-12-18 11:00,265
10-12-18 10:00,267
10-12-18 09:00,263
10-12-18 08:00,266
10-12-18 07:00,269
10-12-18 06:00,268
10-12-18 05:00,270
10-12-18 04:00,266
10-12-18 03:00,266
10-12-18 02:00,265
10-12-18 01:00,265
10-12-18 00:00,263
09-12-18 23:00,261
09-12-18 22:00,258
09-12-18 21:00,254
09-12-18 20:00,251
09-12-18 19:00,249
09-12-18 18:00,249
09-12-18 17:00,256
09-12-18 16:00,258
09-12-18 15:00,249
09-12-18 14:00,247
09-12-18 13:00,248
09-12-18 12:00,248
09-12-18 11:00,248
09-12-18 10:00,249
09-12-18 09:00,247
09-12-18 08:00,247
09-12-18 07:00,241
09-12-18 06:00,223
09-12-18 05:00,207
09-12-18 04:00,195
09-12-18 03:00,189
09-12-18 02:00,192
09-12-18 01:00,186
09-12-18 00:00,189
08-12-18 23:00,216
08-12-18 22:00,231
08-12-18 21:00,235
08-12-18 20:00,238
08-12-18 19:00,234
08-12-18 18:00,229
08-12-18 17:00,235
08-12-18 16:00,233
08-12-18 15:00,234
08-12-18 14:00,234
08-12-18 13:00,231
08-12-18 12:00,228
08-12-18 11:00,229
08-12-18 10:00,232
08-12-18 09:00,229
08-12-18 08:00,236
08-12-18 07:00,244
08-12-18 06:00,247
08-12-18 05:00,255
08-12-18 04:00,262
08-12-18 03:00,266
08-12-18 02:00,242
08-12-18 01:00,222
08-12-18 00:00,202
07-12-18 23:00,207
07-12-18 22:00,210
07-12-18 21:00,212
07-12-18 20:00,208
07-12-18 19:00,201
07-12-18 18:00,201
07-12-18 17:00,204
07-12-18 16:00,202
07-12-18 15:00,202
07-12-18 14:00,199
07-12-18 13:00,202
07-12-18 12:00,201
07-12-18 11:00,200
07-12-18 10:00,194
07-12-18 09:00,194
07-12-18 08:00,200
07-12-18 07:00,194
07-12-18 06:00,190
07-12-18 05:00,197
07-12-18 04:00,200
07-12-18 03:00,203
07-12-18 02:00,195
07-12-18 01:00,196
07-12-18 00:00,204
06-12-18 23:00,201
06-12-18 22:00,196
06-12-18 21:00,198
06-12-18 20:00,197
06-12-18 19:00,200
06-12-18 18:00,194
06-12-18 17:00,191
06-12-18 16:00,193
06-12-18 15:00,188
06-12-18 14:00,188
06-12-18 13:00,187
06-12-18 12:00,186
06-12-18 11:00,192
06-12-18 10:00,187
06-12-18 09:00,189
06-12-18 08:00,179
06-12-18 07:00,171
06-12-18 06:00,186
06-12-18 05:00,190
06-12-18 04:00,177
06-12-18 03:00,174
06-12-18 02:00,166
06-12-18 01:00,165
06-12-18 00:00,161
05-12-18 23:00,165
05-12-18 22:00,167
05-12-18 21:00,178
05-12-18 20:00,184
05-12-18 19:00,176
05-12-18 18:00,247
05-12-18 17:00,203
05-12-18 16:00,194
05-12-18 15:00,186
05-12-18 14:00,182
05-12-18 13:00,188
05-12-18 12:00,236
05-12-18 11:00,236
05-12-18 10:00,237
05-12-18 09:00,243
05-12-18 08:00,238
05-12-18 07:00,229
05-12-18 06:00,240
05-12-18 05:00,238
05-12-18 04:00,234
05-12-18 03:00,241
05-12-18 02:00,242
05-12-18 01:00,249
05-12-18 00:00,254
04-12-18 23:00,255
04-12-18 22:00,248
04-12-18 21:00,252
04-12-18 20:00,264
04-12-18 19:00,262
04-12-18 18:00,263
04-12-18 17:00,269
04-12-18 16:00,270
04-12-18 15:00,268
04-12-18 14:00,271
04-12-18 13:00,264
04-12-18 12:00,271
04-12-18 11:00,273
04-12-18 10:00,272
04-12-18 09:00,274
04-12-18 08:00,274
04-12-18 07:00,256
04-12-18 06:00,239
04-12-18 05:00,239
04-12-18 04:00,237
04-12-18 03:00,233
04-12-18 02:00,218
04-12-18 01:00,212
04-12-18 00:00,202
03-12-18 23:00,209
03-12-18 22:00,196
03-12-18 21:00,194
03-12-18 20:00,188
03-12-18 19:00,192
03-12-18 18:00,195
03-12-18 17:00,193
03-12-18 16:00,195
03-12-18 15:00,200
03-12-18 14:00,204
03-12-18 13:00,190
03-12-18 12:00,197
03-12-18 11:00,195
03-12-18 10:00,196
03-12-18 09:00,194
03-12-18 08:00,198
03-12-18 07:00,196
03-12-18 06:00,196
03-12-18 05:00,190
03-12-18 04:00,194
03-12-18 03:00,197
03-12-18 02:00,202
03-12-18 01:00,198
03-12-18 00:00,201
02-12-18 23:00,207
02-12-18 22:00,203
02-12-18 21:00,197
02-12-18 20:00,195
02-12-18 19:00,189
02-12-18 18:00,188
02-12-18 17:00,191
02-12-18 16:00,194
02-12-18 15:00,191
02-12-18 14:00,186
02-12-18 13:00,182
02-12-18 12:00,180
02-12-18 11:00,183
02-12-18 10:00,194
02-12-18 09:00,182
02-12-18 08:00,181
02-12-18 07:00,181
02-12-18 06:00,180
02-12-18 05:00,182
02-12-18 04:00,183
02-12-18 03:00,180
02-12-18 02:00,183
02-12-18 01:00,186
02-12-18 00:00,183
01-12-18 23:00,188
01-12-18 22:00,191
01-12-18 21:00,190
01-12-18 20:00,197
01-12-18 19:00,201
01-12-18 18:00,203
01-12-18 17:00,207
01-12-18 16:00,201
01-12-18 15:00,205
01-12-18 14:00,207
01-12-18 13:00,217
01-12-18 12:00,217
01-12-18 11:00,211
01-12-18 10:00,209
01-12-18 09:00,212
01-12-18 08:00,207
01-12-18 07:00,206
01-12-18 06:00,205
01-12-18 05:00,203
01-12-18 04:00,195
01-12-18 03:00,194
01-12-18 02:00,188
01-12-18 01:00,189

