Datum Zeit,Zittau-Ost WINDRI
24-12-18 03:00,322
24-12-18 02:00,335
24-12-18 01:00,293
24-12-18 00:00,177
23-12-18 23:00,86
23-12-18 22:00,312
23-12-18 21:00,172
23-12-18 20:00,168
23-12-18 19:00,213
23-12-18 18:00,278
23-12-18 17:00,202
23-12-18 16:00,201
23-12-18 15:00,197
23-12-18 14:00,205
23-12-18 13:00,188
23-12-18 12:00,242
23-12-18 11:00,217
23-12-18 10:00,186
23-12-18 09:00,171
23-12-18 08:00,179
23-12-18 07:00,190
23-12-18 06:00,319
23-12-18 05:00,299
23-12-18 04:00,284
23-12-18 03:00,273
23-12-18 02:00,270
23-12-18 01:00,253
23-12-18 00:00,237
22-12-18 23:00,235
22-12-18 22:00,183
22-12-18 21:00,221
22-12-18 20:00,236
22-12-18 19:00,271
22-12-18 18:00,272
22-12-18 17:00,267
22-12-18 16:00,270
22-12-18 15:00,290
22-12-18 14:00,298
22-12-18 13:00,325
22-12-18 12:00,191
22-12-18 11:00,219
22-12-18 10:00,202
22-12-18 09:00,201
22-12-18 08:00,240
22-12-18 07:00,236
22-12-18 06:00,214
22-12-18 05:00,196
22-12-18 04:00,218
22-12-18 03:00,209
22-12-18 02:00,215
22-12-18 01:00,197
22-12-18 00:00,220
21-12-18 23:00,196
21-12-18 22:00,199
21-12-18 21:00,181
21-12-18 20:00,176
21-12-18 19:00,165
21-12-18 18:00,152
21-12-18 17:00,169
21-12-18 16:00,179
21-12-18 15:00,187
21-12-18 14:00,182
21-12-18 13:00,168
21-12-18 12:00,163
21-12-18 11:00,184
21-12-18 10:00,188
21-12-18 09:00,172
21-12-18 08:00,173
21-12-18 07:00,170
21-12-18 06:00,187
21-12-18 05:00,183
21-12-18 04:00,189
21-12-18 03:00,197
21-12-18 02:00,199
21-12-18 01:00,195
21-12-18 00:00,204
20-12-18 23:00,192
20-12-18 22:00,194
20-12-18 21:00,194
20-12-18 20:00,207
20-12-18 19:00,173
20-12-18 18:00,179
20-12-18 17:00,164
20-12-18 16:00,165
20-12-18 15:00,165
20-12-18 14:00,164
20-12-18 13:00,160
20-12-18 12:00,166
20-12-18 11:00,165
20-12-18 10:00,167
20-12-18 09:00,171
20-12-18 08:00,170
20-12-18 07:00,170
20-12-18 06:00,162
20-12-18 05:00,167
20-12-18 04:00,167
20-12-18 03:00,175
20-12-18 02:00,170
20-12-18 01:00,170
20-12-18 00:00,171
19-12-18 23:00,149
19-12-18 22:00,174
19-12-18 21:00,174
19-12-18 20:00,175
19-12-18 19:00,178
19-12-18 18:00,181
19-12-18 17:00,179
19-12-18 16:00,174
19-12-18 15:00,174
19-12-18 14:00,180
19-12-18 13:00,171
19-12-18 12:00,154
19-12-18 11:00,162
19-12-18 10:00,167
19-12-18 09:00,175
19-12-18 08:00,160
19-12-18 07:00,161
19-12-18 06:00,117
19-12-18 05:00,132
19-12-18 04:00,157
19-12-18 03:00,158
19-12-18 02:00,158
19-12-18 01:00,158
19-12-18 00:00,142
18-12-18 23:00,155
18-12-18 22:00,150
18-12-18 21:00,117
18-12-18 20:00,170
18-12-18 19:00,191
18-12-18 18:00,180
18-12-18 17:00,197
18-12-18 16:00,179
18-12-18 15:00,155
18-12-18 14:00,181
18-12-18 13:00,186
18-12-18 12:00,182
18-12-18 11:00,175
18-12-18 10:00,178
18-12-18 09:00,187
18-12-18 08:00,174
18-12-18 07:00,177
18-12-18 06:00,194
18-12-18 05:00,168
18-12-18 04:00,188
18-12-18 03:00,185
18-12-18 02:00,180
18-12-18 01:00,193
18-12-18 00:00,186
17-12-18 23:00,179
17-12-18 22:00,177
17-12-18 21:00,192
17-12-18 20:00,201
17-12-18 19:00,190
17-12-18 18:00,175
17-12-18 17:00,173
17-12-18 16:00,168
17-12-18 15:00,166
17-12-18 14:00,164
17-12-18 13:00,173
17-12-18 12:00,183
17-12-18 11:00,183
17-12-18 10:00,187
17-12-18 09:00,186
17-12-18 08:00,179
17-12-18 07:00,176
17-12-18 06:00,179
17-12-18 05:00,180
17-12-18 04:00,180
17-12-18 03:00,178
17-12-18 02:00,181
17-12-18 01:00,173
17-12-18 00:00,170
16-12-18 23:00,171
16-12-18 22:00,171
16-12-18 21:00,157
16-12-18 20:00,161
16-12-18 19:00,163
16-12-18 18:00,159
16-12-18 17:00,159
16-12-18 16:00,160
16-12-18 15:00,161
16-12-18 14:00,164
16-12-18 13:00,159
16-12-18 12:00,157
16-12-18 11:00,151
16-12-18 10:00,128
16-12-18 09:00,113
16-12-18 08:00,136
16-12-18 07:00,105
16-12-18 06:00,145
16-12-18 05:00,147
16-12-18 04:00,95
16-12-18 03:00,84
16-12-18 02:00,78
16-12-18 01:00,65
16-12-18 00:00,61
15-12-18 23:00,65
15-12-18 22:00,66
15-12-18 21:00,41
15-12-18 20:00,32
15-12-18 19:00,22
15-12-18 18:00,24
15-12-18 17:00,11
15-12-18 16:00,20
15-12-18 15:00,18
15-12-18 14:00,15
15-12-18 13:00,14
15-12-18 12:00,11
15-12-18 11:00,2
15-12-18 10:00,350
15-12-18 09:00,12
15-12-18 08:00,14
15-12-18 07:00,36
15-12-18 06:00,21
15-12-18 05:00,25
15-12-18 04:00,45
15-12-18 03:00,52
15-12-18 02:00,48
15-12-18 01:00,47
15-12-18 00:00,49
14-12-18 23:00,49
14-12-18 22:00,47
14-12-18 21:00,51
14-12-18 20:00,59
14-12-18 19:00,58
14-12-18 18:00,56
14-12-18 17:00,37
14-12-18 16:00,45
14-12-18 15:00,306
14-12-18 14:00,72
14-12-18 13:00,47
14-12-18 12:00,95
14-12-18 11:00,142
14-12-18 10:00,310
14-12-18 09:00,168
14-12-18 08:00,164
14-12-18 07:00,158
14-12-18 06:00,169
14-12-18 05:00,157
14-12-18 04:00,170
14-12-18 03:00,183
14-12-18 02:00,258
14-12-18 01:00,30
14-12-18 00:00,45
13-12-18 23:00,202
13-12-18 22:00,171
13-12-18 21:00,153
13-12-18 20:00,168
13-12-18 19:00,338
13-12-18 18:00,6
13-12-18 17:00,278
13-12-18 16:00,169
13-12-18 15:00,146
13-12-18 14:00,139
13-12-18 13:00,145
13-12-18 12:00,153
13-12-18 11:00,156
13-12-18 10:00,135
13-12-18 09:00,114
13-12-18 08:00,236
13-12-18 07:00,244
13-12-18 06:00,270
13-12-18 05:00,234
13-12-18 04:00,239
13-12-18 03:00,252
13-12-18 02:00,253
13-12-18 01:00,280
13-12-18 00:00,272
12-12-18 23:00,27
12-12-18 22:00,10
12-12-18 21:00,9
12-12-18 20:00,51
12-12-18 19:00,42
12-12-18 18:00,44
12-12-18 17:00,12
12-12-18 16:00,34
12-12-18 15:00,38
12-12-18 14:00,360
12-12-18 13:00,30
12-12-18 12:00,23
12-12-18 11:00,360
12-12-18 10:00,334
12-12-18 09:00,332
12-12-18 08:00,330
12-12-18 07:00,325
12-12-18 06:00,305
12-12-18 05:00,315
12-12-18 04:00,287
12-12-18 03:00,300
12-12-18 02:00,305
12-12-18 01:00,317
12-12-18 00:00,328
11-12-18 23:00,343
11-12-18 22:00,355
11-12-18 21:00,169
11-12-18 20:00,191
11-12-18 19:00,305
11-12-18 18:00,292
11-12-18 17:00,291
11-12-18 16:00,296
11-12-18 15:00,311
11-12-18 14:00,311
11-12-18 13:00,313
11-12-18 12:00,292
11-12-18 11:00,280
11-12-18 10:00,273
11-12-18 09:00,270
11-12-18 08:00,265
11-12-18 07:00,260
11-12-18 06:00,260
11-12-18 05:00,275
11-12-18 04:00,277
11-12-18 03:00,273
11-12-18 02:00,260
11-12-18 01:00,257
11-12-18 00:00,267
10-12-18 23:00,265
10-12-18 22:00,270
10-12-18 21:00,268
10-12-18 20:00,267
10-12-18 19:00,271
10-12-18 18:00,262
10-12-18 17:00,256
10-12-18 16:00,266
10-12-18 15:00,272
10-12-18 14:00,276
10-12-18 13:00,280
10-12-18 12:00,279
10-12-18 11:00,283
10-12-18 10:00,267
10-12-18 09:00,273
10-12-18 08:00,274
10-12-18 07:00,275
10-12-18 06:00,280
10-12-18 05:00,275
10-12-18 04:00,276
10-12-18 03:00,271
10-12-18 02:00,279
10-12-18 01:00,271
10-12-18 00:00,275
09-12-18 23:00,268
09-12-18 22:00,255
09-12-18 21:00,256
09-12-18 20:00,246
09-12-18 19:00,249
09-12-18 18:00,242
09-12-18 17:00,253
09-12-18 16:00,239
09-12-18 15:00,236
09-12-18 14:00,211
09-12-18 13:00,224
09-12-18 12:00,230
09-12-18 11:00,220
09-12-18 10:00,235
09-12-18 09:00,244
09-12-18 08:00,219
09-12-18 07:00,199
09-12-18 06:00,192
09-12-18 05:00,195
09-12-18 04:00,192
09-12-18 03:00,194
09-12-18 02:00,197
09-12-18 01:00,183
09-12-18 00:00,188
08-12-18 23:00,191
08-12-18 22:00,195
08-12-18 21:00,195
08-12-18 20:00,199
08-12-18 19:00,205
08-12-18 18:00,208
08-12-18 17:00,201
08-12-18 16:00,200
08-12-18 15:00,198
08-12-18 14:00,199
08-12-18 13:00,200
08-12-18 12:00,198
08-12-18 11:00,200
08-12-18 10:00,198
08-12-18 09:00,205
08-12-18 08:00,186
08-12-18 07:00,240
08-12-18 06:00,244
08-12-18 05:00,261
08-12-18 04:00,273
08-12-18 03:00,246
08-12-18 02:00,207
08-12-18 01:00,202
08-12-18 00:00,196
07-12-18 23:00,197
07-12-18 22:00,190
07-12-18 21:00,189
07-12-18 20:00,173
07-12-18 19:00,195
07-12-18 18:00,199
07-12-18 17:00,201
07-12-18 16:00,196
07-12-18 15:00,215
07-12-18 14:00,208
07-12-18 13:00,201
07-12-18 12:00,208
07-12-18 11:00,206
07-12-18 10:00,195
07-12-18 09:00,203
07-12-18 08:00,201
07-12-18 07:00,199
07-12-18 06:00,191
07-12-18 05:00,194
07-12-18 04:00,197
07-12-18 03:00,199
07-12-18 02:00,193
07-12-18 01:00,198
07-12-18 00:00,194
06-12-18 23:00,173
06-12-18 22:00,178
06-12-18 21:00,177
06-12-18 20:00,185
06-12-18 19:00,178
06-12-18 18:00,169
06-12-18 17:00,179
06-12-18 16:00,172
06-12-18 15:00,164
06-12-18 14:00,167
06-12-18 13:00,160
06-12-18 12:00,163
06-12-18 11:00,153
06-12-18 10:00,163
06-12-18 09:00,175
06-12-18 08:00,166
06-12-18 07:00,173
06-12-18 06:00,168
06-12-18 05:00,181
06-12-18 04:00,180
06-12-18 03:00,163
06-12-18 02:00,152
06-12-18 01:00,163
06-12-18 00:00,284
05-12-18 23:00,269
05-12-18 22:00,73
05-12-18 21:00,74
05-12-18 20:00,155
05-12-18 19:00,178
05-12-18 18:00,148
05-12-18 17:00,161
05-12-18 16:00,172
05-12-18 15:00,171
05-12-18 14:00,174
05-12-18 13:00,157
05-12-18 12:00,138
05-12-18 11:00,149
05-12-18 10:00,238
05-12-18 09:00,272
05-12-18 08:00,168
05-12-18 07:00,66
05-12-18 06:00,276
05-12-18 05:00,275
05-12-18 04:00,273
05-12-18 03:00,268
05-12-18 02:00,244
05-12-18 01:00,216
05-12-18 00:00,239
04-12-18 23:00,232
04-12-18 22:00,235
04-12-18 21:00,278
04-12-18 20:00,252
04-12-18 19:00,254
04-12-18 18:00,262
04-12-18 17:00,279
04-12-18 16:00,285
04-12-18 15:00,292
04-12-18 14:00,298
04-12-18 13:00,303
04-12-18 12:00,316
04-12-18 11:00,314
04-12-18 10:00,305
04-12-18 09:00,302
04-12-18 08:00,242
04-12-18 07:00,184
04-12-18 06:00,178
04-12-18 05:00,189
04-12-18 04:00,199
04-12-18 03:00,182
04-12-18 02:00,197
04-12-18 01:00,199
04-12-18 00:00,197
03-12-18 23:00,194
03-12-18 22:00,196
03-12-18 21:00,193
03-12-18 20:00,183
03-12-18 19:00,172
03-12-18 18:00,198
03-12-18 17:00,215
03-12-18 16:00,179
03-12-18 15:00,190
03-12-18 14:00,201
03-12-18 13:00,211
03-12-18 12:00,205
03-12-18 11:00,200
03-12-18 10:00,198
03-12-18 09:00,205
03-12-18 08:00,194
03-12-18 07:00,182
03-12-18 06:00,204
03-12-18 05:00,197
03-12-18 04:00,174
03-12-18 03:00,183
03-12-18 02:00,172
03-12-18 01:00,175
03-12-18 00:00,172
02-12-18 23:00,182
02-12-18 22:00,181
02-12-18 21:00,200
02-12-18 20:00,201
02-12-18 19:00,182
02-12-18 18:00,184
02-12-18 17:00,176
02-12-18 16:00,172
02-12-18 15:00,166
02-12-18 14:00,168
02-12-18 13:00,195
02-12-18 12:00,174
02-12-18 11:00,187
02-12-18 10:00,185
02-12-18 09:00,194
02-12-18 08:00,189
02-12-18 07:00,158
02-12-18 06:00,158
02-12-18 05:00,153
02-12-18 04:00,178
02-12-18 03:00,172
02-12-18 02:00,153
02-12-18 01:00,142
02-12-18 00:00,171
01-12-18 23:00,159
01-12-18 22:00,150
01-12-18 21:00,182
01-12-18 20:00,197
01-12-18 19:00,190
01-12-18 18:00,180
01-12-18 17:00,168
01-12-18 16:00,167
01-12-18 15:00,165
01-12-18 14:00,169
01-12-18 13:00,175
01-12-18 12:00,172
01-12-18 11:00,175
01-12-18 10:00,169
01-12-18 09:00,171
01-12-18 08:00,169
01-12-18 07:00,175
01-12-18 06:00,165
01-12-18 05:00,166
01-12-18 04:00,164
01-12-18 03:00,166
01-12-18 02:00,170
01-12-18 01:00,168

