Datum Zeit,Carlsfeld WINDRI
24-12-18 03:00,359
24-12-18 02:00,356
24-12-18 01:00,343
24-12-18 00:00,306
23-12-18 23:00,268
23-12-18 22:00,265
23-12-18 21:00,246
23-12-18 20:00,259
23-12-18 19:00,267
23-12-18 18:00,282
23-12-18 17:00,263
23-12-18 16:00,271
23-12-18 15:00,275
23-12-18 14:00,273
23-12-18 13:00,274
23-12-18 12:00,277
23-12-18 11:00,348
23-12-18 10:00,273
23-12-18 09:00,278
23-12-18 08:00,278
23-12-18 07:00,282
23-12-18 06:00,280
23-12-18 05:00,285
23-12-18 04:00,284
23-12-18 03:00,283
23-12-18 02:00,336
23-12-18 01:00,291
23-12-18 00:00,282
22-12-18 23:00,281
22-12-18 22:00,277
22-12-18 21:00,284
22-12-18 20:00,277
22-12-18 19:00,277
22-12-18 18:00,295
22-12-18 17:00,295
22-12-18 16:00,296
22-12-18 15:00,293
22-12-18 14:00,282
22-12-18 13:00,279
22-12-18 12:00,272
22-12-18 11:00,272
22-12-18 10:00,271
22-12-18 09:00,270
22-12-18 08:00,274
22-12-18 07:00,271
22-12-18 06:00,266
22-12-18 05:00,268
22-12-18 04:00,265
22-12-18 03:00,268
22-12-18 02:00,266
22-12-18 01:00,268
22-12-18 00:00,263
21-12-18 23:00,267
21-12-18 22:00,268
21-12-18 21:00,334
21-12-18 20:00,296
21-12-18 19:00,252
21-12-18 18:00,248
21-12-18 17:00,240
21-12-18 16:00,237
21-12-18 15:00,226
21-12-18 14:00,225
21-12-18 13:00,230
21-12-18 12:00,232
21-12-18 11:00,214
21-12-18 10:00,233
21-12-18 09:00,242
21-12-18 08:00,246
21-12-18 07:00,247
21-12-18 06:00,247
21-12-18 05:00,246
21-12-18 04:00,246
21-12-18 03:00,248
21-12-18 02:00,254
21-12-18 01:00,252
21-12-18 00:00,254
20-12-18 23:00,248
20-12-18 22:00,255
20-12-18 21:00,254
20-12-18 20:00,246
20-12-18 19:00,351
20-12-18 18:00,243
20-12-18 17:00,242
20-12-18 16:00,245
20-12-18 15:00,248
20-12-18 14:00,245
20-12-18 13:00,244
20-12-18 12:00,243
20-12-18 11:00,242
20-12-18 10:00,238
20-12-18 09:00,229
20-12-18 08:00,209
20-12-18 07:00,210
20-12-18 06:00,206
20-12-18 05:00,197
20-12-18 04:00,195
20-12-18 03:00,205
20-12-18 02:00,196
20-12-18 01:00,195
20-12-18 00:00,210
19-12-18 23:00,191
19-12-18 22:00,201
19-12-18 21:00,195
19-12-18 20:00,197
19-12-18 19:00,191
19-12-18 18:00,194
19-12-18 17:00,202
19-12-18 16:00,203
19-12-18 15:00,213
19-12-18 14:00,211
19-12-18 13:00,207
19-12-18 12:00,211
19-12-18 11:00,183
19-12-18 10:00,189
19-12-18 09:00,194
19-12-18 08:00,200
19-12-18 07:00,187
19-12-18 06:00,177
19-12-18 05:00,183
19-12-18 04:00,178
19-12-18 03:00,168
19-12-18 02:00,168
19-12-18 01:00,168
19-12-18 00:00,175
18-12-18 23:00,182
18-12-18 22:00,175
18-12-18 21:00,180
18-12-18 20:00,184
18-12-18 19:00,189
18-12-18 18:00,197
18-12-18 17:00,189
18-12-18 16:00,195
18-12-18 15:00,209
18-12-18 14:00,192
18-12-18 13:00,223
18-12-18 12:00,238
18-12-18 11:00,245
18-12-18 10:00,237
18-12-18 09:00,235
18-12-18 08:00,250
18-12-18 07:00,266
18-12-18 06:00,260
18-12-18 05:00,261
18-12-18 04:00,264
18-12-18 03:00,265
18-12-18 02:00,265
18-12-18 01:00,258
18-12-18 00:00,257
17-12-18 23:00,261
17-12-18 22:00,258
17-12-18 21:00,263
17-12-18 20:00,255
17-12-18 19:00,242
17-12-18 18:00,238
17-12-18 17:00,240
17-12-18 16:00,245
17-12-18 15:00,252
17-12-18 14:00,248
17-12-18 13:00,250
17-12-18 12:00,245
17-12-18 11:00,270
17-12-18 10:00,261
17-12-18 09:00,195
17-12-18 08:00,196
17-12-18 07:00,270
17-12-18 06:00,264
17-12-18 05:00,272
17-12-18 04:00,243
17-12-18 03:00,248
17-12-18 02:00,253
17-12-18 01:00,260
17-12-18 00:00,254
16-12-18 23:00,236
16-12-18 22:00,236
16-12-18 21:00,220
16-12-18 20:00,215
16-12-18 19:00,218
16-12-18 18:00,208
16-12-18 17:00,199
16-12-18 16:00,196
16-12-18 15:00,212
16-12-18 14:00,211
16-12-18 13:00,188
16-12-18 12:00,189
16-12-18 11:00,182
16-12-18 10:00,180
16-12-18 09:00,167
16-12-18 08:00,170
16-12-18 07:00,178
16-12-18 06:00,171
16-12-18 05:00,169
16-12-18 04:00,167
16-12-18 03:00,166
16-12-18 02:00,163
16-12-18 01:00,169
16-12-18 00:00,141
15-12-18 23:00,141
15-12-18 22:00,149
15-12-18 21:00,142
15-12-18 20:00,110
15-12-18 19:00,98
15-12-18 18:00,93
15-12-18 17:00,88
15-12-18 16:00,60
15-12-18 15:00,86
15-12-18 14:00,91
15-12-18 13:00,92
15-12-18 12:00,4
15-12-18 11:00,98
15-12-18 10:00,89
15-12-18 09:00,77
15-12-18 08:00,55
15-12-18 07:00,71
15-12-18 06:00,58
15-12-18 05:00,42
15-12-18 04:00,42
15-12-18 03:00,89
15-12-18 02:00,101
15-12-18 01:00,113
15-12-18 00:00,129
14-12-18 23:00,122
14-12-18 22:00,120
14-12-18 21:00,127
14-12-18 20:00,127
14-12-18 19:00,121
14-12-18 18:00,131
14-12-18 17:00,121
14-12-18 16:00,127
14-12-18 15:00,115
14-12-18 14:00,117
14-12-18 13:00,116
14-12-18 12:00,116
14-12-18 11:00,115
14-12-18 10:00,118
14-12-18 09:00,125
14-12-18 08:00,132
14-12-18 07:00,123
14-12-18 06:00,124
14-12-18 05:00,127
14-12-18 04:00,126
14-12-18 03:00,130
14-12-18 02:00,124
14-12-18 01:00,122
14-12-18 00:00,126
13-12-18 23:00,120
13-12-18 22:00,121
13-12-18 21:00,117
13-12-18 20:00,108
13-12-18 19:00,113
13-12-18 18:00,105
13-12-18 17:00,8
13-12-18 16:00,97
13-12-18 15:00,115
13-12-18 14:00,125
13-12-18 13:00,112
13-12-18 12:00,123
13-12-18 11:00,124
13-12-18 10:00,133
13-12-18 09:00,130
13-12-18 08:00,96
13-12-18 07:00,142
13-12-18 06:00,127
13-12-18 05:00,91
13-12-18 04:00,83
13-12-18 03:00,92
13-12-18 02:00,95
13-12-18 01:00,86
13-12-18 00:00,86
12-12-18 23:00,84
12-12-18 22:00,81
12-12-18 21:00,79
12-12-18 20:00,79
12-12-18 19:00,74
12-12-18 18:00,40
12-12-18 17:00,52
12-12-18 16:00,45
12-12-18 15:00,37
12-12-18 14:00,38
12-12-18 13:00,17
12-12-18 12:00,32
12-12-18 11:00,2
12-12-18 10:00,345
12-12-18 09:00,338
12-12-18 08:00,351
12-12-18 07:00,341
12-12-18 06:00,359
12-12-18 05:00,6
12-12-18 04:00,3
12-12-18 03:00,4
12-12-18 02:00,343
12-12-18 01:00,329
12-12-18 00:00,338
11-12-18 23:00,346
11-12-18 22:00,332
11-12-18 21:00,332
11-12-18 20:00,319
11-12-18 19:00,320
11-12-18 18:00,313
11-12-18 17:00,313
11-12-18 16:00,305
11-12-18 15:00,345
11-12-18 14:00,308
11-12-18 13:00,309
11-12-18 12:00,319
11-12-18 11:00,323
11-12-18 10:00,318
11-12-18 09:00,316
11-12-18 08:00,325
11-12-18 07:00,318
11-12-18 06:00,310
11-12-18 05:00,317
11-12-18 04:00,319
11-12-18 03:00,320
11-12-18 02:00,312
11-12-18 01:00,308
11-12-18 00:00,310
10-12-18 23:00,305
10-12-18 22:00,300
10-12-18 21:00,296
10-12-18 20:00,299
10-12-18 19:00,298
10-12-18 18:00,304
10-12-18 17:00,288
10-12-18 16:00,292
10-12-18 15:00,306
10-12-18 14:00,314
10-12-18 13:00,304
10-12-18 12:00,303
10-12-18 11:00,298
10-12-18 10:00,314
10-12-18 09:00,310
10-12-18 08:00,305
10-12-18 07:00,306
10-12-18 06:00,299
10-12-18 05:00,312
10-12-18 04:00,305
10-12-18 03:00,309
10-12-18 02:00,320
10-12-18 01:00,317
10-12-18 00:00,309
09-12-18 23:00,313
09-12-18 22:00,303
09-12-18 21:00,295
09-12-18 20:00,291
09-12-18 19:00,300
09-12-18 18:00,292
09-12-18 17:00,274
09-12-18 16:00,266
09-12-18 15:00,268
09-12-18 14:00,265
09-12-18 13:00,268
09-12-18 12:00,260
09-12-18 11:00,263
09-12-18 10:00,264
09-12-18 09:00,262
09-12-18 08:00,344
09-12-18 07:00,272
09-12-18 06:00,337
09-12-18 05:00,262
09-12-18 04:00,250
09-12-18 03:00,240
09-12-18 02:00,239
09-12-18 01:00,241
09-12-18 00:00,238
08-12-18 23:00,242
08-12-18 22:00,256
08-12-18 21:00,258
08-12-18 20:00,261
08-12-18 19:00,260
08-12-18 18:00,258
08-12-18 17:00,255
08-12-18 16:00,252
08-12-18 15:00,252
08-12-18 14:00,251
08-12-18 13:00,250
08-12-18 12:00,252
08-12-18 11:00,289
08-12-18 10:00,255
08-12-18 09:00,259
08-12-18 08:00,260
08-12-18 07:00,263
08-12-18 06:00,270
08-12-18 05:00,272
08-12-18 04:00,277
08-12-18 03:00,307
08-12-18 02:00,295
08-12-18 01:00,271
08-12-18 00:00,257
07-12-18 23:00,253
07-12-18 22:00,299
07-12-18 21:00,256
07-12-18 20:00,255
07-12-18 19:00,257
07-12-18 18:00,236
07-12-18 17:00,253
07-12-18 16:00,251
07-12-18 15:00,259
07-12-18 14:00,252
07-12-18 13:00,338
07-12-18 12:00,254
07-12-18 11:00,257
07-12-18 10:00,258
07-12-18 09:00,260
07-12-18 08:00,258
07-12-18 07:00,258
07-12-18 06:00,258
07-12-18 05:00,257
07-12-18 04:00,259
07-12-18 03:00,254
07-12-18 02:00,255
07-12-18 01:00,257
07-12-18 00:00,259
06-12-18 23:00,256
06-12-18 22:00,253
06-12-18 21:00,251
06-12-18 20:00,252
06-12-18 19:00,256
06-12-18 18:00,249
06-12-18 17:00,256
06-12-18 16:00,241
06-12-18 15:00,249
06-12-18 14:00,250
06-12-18 13:00,240
06-12-18 12:00,241
06-12-18 11:00,225
06-12-18 10:00,227
06-12-18 09:00,215
06-12-18 08:00,213
06-12-18 07:00,214
06-12-18 06:00,194
06-12-18 05:00,204
06-12-18 04:00,191
06-12-18 03:00,173
06-12-18 02:00,182
06-12-18 01:00,172
06-12-18 00:00,172
05-12-18 23:00,178
05-12-18 22:00,177
05-12-18 21:00,176
05-12-18 20:00,187
05-12-18 19:00,182
05-12-18 18:00,177
05-12-18 17:00,173
05-12-18 16:00,171
05-12-18 15:00,171
05-12-18 14:00,168
05-12-18 13:00,197
05-12-18 12:00,205
05-12-18 11:00,209
05-12-18 10:00,215
05-12-18 09:00,220
05-12-18 08:00,217
05-12-18 07:00,230
05-12-18 06:00,237
05-12-18 05:00,247
05-12-18 04:00,261
05-12-18 03:00,248
05-12-18 02:00,266
05-12-18 01:00,291
05-12-18 00:00,317
04-12-18 23:00,317
04-12-18 22:00,323
04-12-18 21:00,333
04-12-18 20:00,332
04-12-18 19:00,333
04-12-18 18:00,323
04-12-18 17:00,315
04-12-18 16:00,326
04-12-18 15:00,324
04-12-18 14:00,325
04-12-18 13:00,331
04-12-18 12:00,327
04-12-18 11:00,329
04-12-18 10:00,325
04-12-18 09:00,354
04-12-18 08:00,348
04-12-18 07:00,299
04-12-18 06:00,274
04-12-18 05:00,267
04-12-18 04:00,268
04-12-18 03:00,269
04-12-18 02:00,266
04-12-18 01:00,260
04-12-18 00:00,255
03-12-18 23:00,248
03-12-18 22:00,239
03-12-18 21:00,240
03-12-18 20:00,255
03-12-18 19:00,252
03-12-18 18:00,248
03-12-18 17:00,252
03-12-18 16:00,254
03-12-18 15:00,257
03-12-18 14:00,255
03-12-18 13:00,256
03-12-18 12:00,256
03-12-18 11:00,251
03-12-18 10:00,257
03-12-18 09:00,256
03-12-18 08:00,258
03-12-18 07:00,255
03-12-18 06:00,257
03-12-18 05:00,238
03-12-18 04:00,238
03-12-18 03:00,255
03-12-18 02:00,248
03-12-18 01:00,238
03-12-18 00:00,249
02-12-18 23:00,254
02-12-18 22:00,254
02-12-18 21:00,255
02-12-18 20:00,252
02-12-18 19:00,244
02-12-18 18:00,251
02-12-18 17:00,235
02-12-18 16:00,229
02-12-18 15:00,236
02-12-18 14:00,224
02-12-18 13:00,219
02-12-18 12:00,226
02-12-18 11:00,225
02-12-18 10:00,223
02-12-18 09:00,222
02-12-18 08:00,215
02-12-18 07:00,218
02-12-18 06:00,214
02-12-18 05:00,215
02-12-18 04:00,221
02-12-18 03:00,224
02-12-18 02:00,218
02-12-18 01:00,225
02-12-18 00:00,235
01-12-18 23:00,230
01-12-18 22:00,353
01-12-18 21:00,212
01-12-18 20:00,216
01-12-18 19:00,219
01-12-18 18:00,244
01-12-18 17:00,250
01-12-18 16:00,251
01-12-18 15:00,255
01-12-18 14:00,252
01-12-18 13:00,254
01-12-18 12:00,252
01-12-18 11:00,259
01-12-18 10:00,270
01-12-18 09:00,269
01-12-18 08:00,254
01-12-18 07:00,274
01-12-18 06:00,291
01-12-18 05:00,281
01-12-18 04:00,284
01-12-18 03:00,288
01-12-18 02:00,286
01-12-18 01:00,281

