Datum Zeit,Glauchau WINDRI
24-12-18 04:00,320
24-12-18 03:00,339
24-12-18 02:00,3
24-12-18 01:00,351
24-12-18 00:00,296
23-12-18 23:00,268
23-12-18 22:00,341
23-12-18 21:00,199
23-12-18 20:00,153
23-12-18 19:00,223
23-12-18 18:00,189
23-12-18 17:00,207
23-12-18 16:00,251
23-12-18 15:00,243
23-12-18 14:00,235
23-12-18 13:00,251
23-12-18 12:00,243
23-12-18 11:00,208
23-12-18 10:00,219
23-12-18 09:00,245
23-12-18 08:00,247
23-12-18 07:00,240
23-12-18 06:00,235
23-12-18 05:00,264
23-12-18 04:00,277
23-12-18 03:00,275
23-12-18 02:00,271
23-12-18 01:00,275
23-12-18 00:00,269
22-12-18 23:00,268
22-12-18 22:00,241
22-12-18 21:00,261
22-12-18 20:00,247
22-12-18 19:00,223
22-12-18 18:00,194
22-12-18 17:00,272
22-12-18 16:00,294
22-12-18 15:00,308
22-12-18 14:00,313
22-12-18 13:00,287
22-12-18 12:00,260
22-12-18 11:00,257
22-12-18 10:00,241
22-12-18 09:00,224
22-12-18 08:00,252
22-12-18 07:00,238
22-12-18 06:00,257
22-12-18 05:00,251
22-12-18 04:00,254
22-12-18 03:00,262
22-12-18 02:00,233
22-12-18 01:00,228
22-12-18 00:00,226
21-12-18 23:00,264
21-12-18 22:00,229
21-12-18 21:00,212
21-12-18 20:00,211
21-12-18 19:00,209
21-12-18 18:00,203
21-12-18 17:00,207
21-12-18 16:00,203
21-12-18 15:00,191
21-12-18 14:00,181
21-12-18 13:00,186
21-12-18 12:00,188
21-12-18 11:00,182
21-12-18 10:00,186
21-12-18 09:00,186
21-12-18 08:00,193
21-12-18 07:00,187
21-12-18 06:00,188
21-12-18 05:00,190
21-12-18 04:00,190
21-12-18 03:00,190
21-12-18 02:00,190
21-12-18 01:00,188
21-12-18 00:00,187
20-12-18 23:00,187
20-12-18 22:00,186
20-12-18 21:00,189
20-12-18 20:00,197
20-12-18 19:00,192
20-12-18 18:00,190
20-12-18 17:00,188
20-12-18 16:00,193
20-12-18 15:00,192
20-12-18 14:00,192
20-12-18 13:00,204
20-12-18 12:00,203
20-12-18 11:00,202
20-12-18 10:00,196
20-12-18 09:00,189
20-12-18 08:00,188
20-12-18 07:00,187
20-12-18 06:00,184
20-12-18 05:00,198
20-12-18 04:00,185
20-12-18 03:00,191
20-12-18 02:00,178
20-12-18 01:00,201
20-12-18 00:00,197
19-12-18 23:00,195
19-12-18 22:00,187
19-12-18 21:00,189
19-12-18 20:00,189
19-12-18 19:00,199
19-12-18 18:00,214
19-12-18 17:00,198
19-12-18 16:00,211
19-12-18 15:00,194
19-12-18 14:00,200
19-12-18 13:00,191
19-12-18 12:00,194
19-12-18 11:00,222
19-12-18 10:00,266
19-12-18 09:00,214
19-12-18 08:00,282
19-12-18 07:00,252
19-12-18 06:00,239
19-12-18 05:00,337
19-12-18 04:00,298
19-12-18 03:00,289
19-12-18 02:00,259
19-12-18 01:00,217
19-12-18 00:00,297
18-12-18 23:00,329
18-12-18 22:00,266
18-12-18 21:00,124
18-12-18 20:00,119
18-12-18 19:00,92
18-12-18 18:00,185
18-12-18 17:00,162
18-12-18 16:00,160
18-12-18 15:00,175
18-12-18 14:00,183
18-12-18 13:00,182
18-12-18 12:00,204
18-12-18 11:00,211
18-12-18 10:00,201
18-12-18 09:00,190
18-12-18 08:00,198
18-12-18 07:00,191
18-12-18 06:00,211
18-12-18 05:00,197
18-12-18 04:00,206
18-12-18 03:00,219
18-12-18 02:00,203
18-12-18 01:00,196
18-12-18 00:00,200
17-12-18 23:00,196
17-12-18 22:00,200
17-12-18 21:00,196
17-12-18 20:00,197
17-12-18 19:00,196
17-12-18 18:00,188
17-12-18 17:00,186
17-12-18 16:00,183
17-12-18 15:00,204
17-12-18 14:00,204
17-12-18 13:00,206
17-12-18 12:00,206
17-12-18 11:00,200
17-12-18 10:00,193
17-12-18 09:00,174
17-12-18 08:00,155
17-12-18 07:00,176
17-12-18 06:00,211
17-12-18 05:00,203
17-12-18 04:00,204
17-12-18 03:00,203
17-12-18 02:00,230
17-12-18 01:00,212
17-12-18 00:00,199
16-12-18 23:00,212
16-12-18 22:00,216
16-12-18 21:00,213
16-12-18 20:00,203
16-12-18 19:00,190
16-12-18 18:00,169
16-12-18 17:00,189
16-12-18 16:00,199
16-12-18 15:00,126
16-12-18 14:00,137
16-12-18 13:00,166
16-12-18 12:00,155
16-12-18 11:00,120
16-12-18 10:00,117
16-12-18 09:00,125
16-12-18 08:00,130
16-12-18 07:00,151
16-12-18 06:00,140
16-12-18 05:00,135
16-12-18 04:00,132
16-12-18 03:00,118
16-12-18 02:00,117
16-12-18 01:00,93
16-12-18 00:00,85
15-12-18 23:00,85
15-12-18 22:00,79
15-12-18 21:00,77
15-12-18 20:00,56
15-12-18 19:00,30
15-12-18 18:00,2
15-12-18 17:00,68
15-12-18 16:00,38
15-12-18 15:00,19
15-12-18 14:00,10
15-12-18 13:00,4
15-12-18 12:00,18
15-12-18 11:00,28
15-12-18 10:00,51
15-12-18 09:00,49
15-12-18 08:00,54
15-12-18 07:00,55
15-12-18 06:00,52
15-12-18 05:00,67
15-12-18 04:00,29
15-12-18 03:00,53
15-12-18 02:00,67
15-12-18 01:00,24
15-12-18 00:00,57
14-12-18 23:00,59
14-12-18 22:00,78
14-12-18 21:00,72
14-12-18 20:00,60
14-12-18 19:00,51
14-12-18 18:00,60
14-12-18 17:00,66
14-12-18 16:00,79
14-12-18 15:00,89
14-12-18 14:00,88
14-12-18 13:00,84
14-12-18 12:00,80
14-12-18 11:00,82
14-12-18 10:00,81
14-12-18 09:00,80
14-12-18 08:00,79
14-12-18 07:00,76
14-12-18 06:00,80
14-12-18 05:00,79
14-12-18 04:00,78
14-12-18 03:00,77
14-12-18 02:00,72
14-12-18 01:00,71
14-12-18 00:00,48
13-12-18 23:00,44
13-12-18 22:00,21
13-12-18 21:00,42
13-12-18 20:00,53
13-12-18 19:00,45
13-12-18 18:00,82
13-12-18 17:00,69
13-12-18 16:00,53
13-12-18 15:00,46
13-12-18 14:00,57
13-12-18 13:00,48
13-12-18 12:00,49
13-12-18 11:00,58
13-12-18 10:00,81
13-12-18 09:00,63
13-12-18 08:00,56
13-12-18 07:00,33
13-12-18 06:00,47
13-12-18 05:00,43
13-12-18 04:00,46
13-12-18 03:00,48
13-12-18 02:00,44
13-12-18 01:00,17
13-12-18 00:00,45
12-12-18 23:00,28
12-12-18 22:00,42
12-12-18 21:00,10
12-12-18 20:00,23
12-12-18 19:00,7
12-12-18 18:00,38
12-12-18 17:00,1
12-12-18 16:00,356
12-12-18 15:00,357
12-12-18 14:00,352
12-12-18 13:00,2
12-12-18 12:00,344
12-12-18 11:00,323
12-12-18 10:00,323
12-12-18 09:00,320
12-12-18 08:00,299
12-12-18 07:00,297
12-12-18 06:00,308
12-12-18 05:00,323
12-12-18 04:00,332
12-12-18 03:00,325
12-12-18 02:00,323
12-12-18 01:00,313
12-12-18 00:00,311
11-12-18 23:00,308
11-12-18 22:00,310
11-12-18 21:00,309
11-12-18 20:00,317
11-12-18 19:00,297
11-12-18 18:00,290
11-12-18 17:00,300
11-12-18 16:00,300
11-12-18 15:00,295
11-12-18 14:00,294
11-12-18 13:00,290
11-12-18 12:00,291
11-12-18 11:00,287
11-12-18 10:00,284
11-12-18 09:00,277
11-12-18 08:00,273
11-12-18 07:00,284
11-12-18 06:00,289
11-12-18 05:00,288
11-12-18 04:00,280
11-12-18 03:00,281
11-12-18 02:00,277
11-12-18 01:00,274
11-12-18 00:00,274
10-12-18 23:00,276
10-12-18 22:00,271
10-12-18 21:00,267
10-12-18 20:00,262
10-12-18 19:00,257
10-12-18 18:00,253
10-12-18 17:00,273
10-12-18 16:00,280
10-12-18 15:00,280
10-12-18 14:00,278
10-12-18 13:00,275
10-12-18 12:00,282
10-12-18 11:00,278
10-12-18 10:00,275
10-12-18 09:00,275
10-12-18 08:00,276
10-12-18 07:00,278
10-12-18 06:00,273
10-12-18 05:00,275
10-12-18 04:00,273
10-12-18 03:00,271
10-12-18 02:00,273
10-12-18 01:00,272
10-12-18 00:00,266
09-12-18 23:00,269
09-12-18 22:00,291
09-12-18 21:00,256
09-12-18 20:00,255
09-12-18 19:00,249
09-12-18 18:00,249
09-12-18 17:00,260
09-12-18 16:00,258
09-12-18 15:00,284
09-12-18 14:00,254
09-12-18 13:00,238
09-12-18 12:00,247
09-12-18 11:00,245
09-12-18 10:00,222
09-12-18 09:00,233
09-12-18 08:00,248
09-12-18 07:00,260
09-12-18 06:00,251
09-12-18 05:00,215
09-12-18 04:00,213
09-12-18 03:00,201
09-12-18 02:00,197
09-12-18 01:00,194
09-12-18 00:00,192
08-12-18 23:00,195
08-12-18 22:00,198
08-12-18 21:00,210
08-12-18 20:00,218
08-12-18 19:00,220
08-12-18 18:00,224
08-12-18 17:00,215
08-12-18 16:00,222
08-12-18 15:00,211
08-12-18 14:00,220
08-12-18 13:00,221
08-12-18 12:00,219
08-12-18 11:00,210
08-12-18 10:00,204
08-12-18 09:00,202
08-12-18 08:00,209
08-12-18 07:00,199
08-12-18 06:00,226
08-12-18 05:00,251
08-12-18 04:00,261
08-12-18 03:00,265
08-12-18 02:00,273
08-12-18 01:00,261
08-12-18 00:00,215
07-12-18 23:00,212
07-12-18 22:00,206
07-12-18 21:00,226
07-12-18 20:00,210
07-12-18 19:00,192
07-12-18 18:00,196
07-12-18 17:00,204
07-12-18 16:00,194
07-12-18 15:00,203
07-12-18 14:00,203
07-12-18 13:00,211
07-12-18 12:00,192
07-12-18 11:00,194
07-12-18 10:00,195
07-12-18 09:00,197
07-12-18 08:00,205
07-12-18 07:00,204
07-12-18 06:00,202
07-12-18 05:00,192
07-12-18 04:00,201
07-12-18 03:00,188
07-12-18 02:00,191
07-12-18 01:00,199
07-12-18 00:00,187
06-12-18 23:00,194
06-12-18 22:00,201
06-12-18 21:00,198
06-12-18 20:00,203
06-12-18 19:00,196
06-12-18 18:00,203
06-12-18 17:00,198
06-12-18 16:00,207
06-12-18 15:00,204
06-12-18 14:00,206
06-12-18 13:00,223
06-12-18 12:00,224
06-12-18 11:00,214
06-12-18 10:00,183
06-12-18 09:00,190
06-12-18 08:00,188
06-12-18 07:00,186
06-12-18 06:00,182
06-12-18 05:00,166
06-12-18 04:00,158
06-12-18 03:00,141
06-12-18 02:00,146
06-12-18 01:00,159
06-12-18 00:00,143
05-12-18 23:00,150
05-12-18 22:00,32
05-12-18 21:00,93
05-12-18 20:00,116
05-12-18 19:00,126
05-12-18 18:00,166
05-12-18 17:00,155
05-12-18 16:00,157
05-12-18 15:00,161
05-12-18 14:00,149
05-12-18 13:00,180
05-12-18 12:00,191
05-12-18 11:00,200
05-12-18 10:00,191
05-12-18 09:00,235
05-12-18 08:00,201
05-12-18 07:00,210
05-12-18 06:00,213
05-12-18 05:00,249
05-12-18 04:00,284
05-12-18 03:00,291
05-12-18 02:00,345
05-12-18 01:00,335
05-12-18 00:00,258
04-12-18 23:00,208
04-12-18 22:00,218
04-12-18 21:00,190
04-12-18 20:00,205
04-12-18 19:00,266
04-12-18 18:00,276
04-12-18 17:00,255
04-12-18 16:00,279
04-12-18 15:00,296
04-12-18 14:00,287
04-12-18 13:00,302
04-12-18 12:00,288
04-12-18 11:00,296
04-12-18 10:00,294
04-12-18 09:00,304
04-12-18 08:00,314
04-12-18 07:00,315
04-12-18 06:00,283
04-12-18 05:00,251
04-12-18 04:00,230
04-12-18 03:00,228
04-12-18 02:00,217
04-12-18 01:00,206
04-12-18 00:00,207
03-12-18 23:00,197
03-12-18 22:00,202
03-12-18 21:00,200
03-12-18 20:00,193
03-12-18 19:00,188
03-12-18 18:00,190
03-12-18 17:00,191
03-12-18 16:00,205
03-12-18 15:00,248
03-12-18 14:00,223
03-12-18 13:00,231
03-12-18 12:00,228
03-12-18 11:00,209
03-12-18 10:00,204
03-12-18 09:00,187
03-12-18 08:00,192
03-12-18 07:00,191
03-12-18 06:00,199
03-12-18 05:00,188
03-12-18 04:00,192
03-12-18 03:00,189
03-12-18 02:00,195
03-12-18 01:00,196
03-12-18 00:00,195
02-12-18 23:00,203
02-12-18 22:00,212
02-12-18 21:00,195
02-12-18 20:00,195
02-12-18 19:00,218
02-12-18 18:00,209
02-12-18 17:00,202
02-12-18 16:00,191
02-12-18 15:00,199
02-12-18 14:00,194
02-12-18 13:00,181
02-12-18 12:00,180
02-12-18 11:00,179
02-12-18 10:00,181
02-12-18 09:00,189
02-12-18 08:00,182
02-12-18 07:00,182
02-12-18 06:00,183
02-12-18 05:00,186
02-12-18 04:00,179
02-12-18 03:00,176
02-12-18 02:00,179
02-12-18 01:00,175
02-12-18 00:00,179
01-12-18 23:00,179
01-12-18 22:00,188
01-12-18 21:00,179
01-12-18 20:00,189
01-12-18 19:00,187
01-12-18 18:00,187
01-12-18 17:00,246
01-12-18 16:00,226
01-12-18 15:00,200
01-12-18 14:00,214
01-12-18 13:00,201
01-12-18 12:00,205
01-12-18 11:00,204
01-12-18 10:00,189
01-12-18 09:00,193
01-12-18 08:00,190
01-12-18 07:00,189
01-12-18 06:00,189
01-12-18 05:00,195
01-12-18 04:00,191
01-12-18 03:00,193
01-12-18 02:00,198
01-12-18 01:00,193

