Datum Zeit,Chemnitz-Hans-Link-Straße WINDRI
24-12-18 04:00,300
24-12-18 03:00,322
24-12-18 02:00,341
24-12-18 01:00,344
24-12-18 00:00,81
23-12-18 23:00,42
23-12-18 22:00,86
23-12-18 21:00,84
23-12-18 20:00,51
23-12-18 19:00,327
23-12-18 18:00,218
23-12-18 17:00,236
23-12-18 16:00,230
23-12-18 15:00,232
23-12-18 14:00,231
23-12-18 13:00,233
23-12-18 12:00,228
23-12-18 11:00,231
23-12-18 10:00,230
23-12-18 09:00,231
23-12-18 08:00,228
23-12-18 07:00,241
23-12-18 06:00,260
23-12-18 05:00,266
23-12-18 04:00,258
23-12-18 03:00,256
23-12-18 02:00,261
23-12-18 01:00,256
23-12-18 00:00,256
22-12-18 23:00,252
22-12-18 22:00,244
22-12-18 21:00,245
22-12-18 20:00,239
22-12-18 19:00,239
22-12-18 18:00,255
22-12-18 17:00,248
22-12-18 16:00,277
22-12-18 15:00,296
22-12-18 14:00,287
22-12-18 13:00,259
22-12-18 12:00,245
22-12-18 11:00,236
22-12-18 10:00,227
22-12-18 09:00,227
22-12-18 08:00,245
22-12-18 07:00,242
22-12-18 06:00,237
22-12-18 05:00,235
22-12-18 04:00,238
22-12-18 03:00,245
22-12-18 02:00,229
22-12-18 01:00,233
22-12-18 00:00,230
21-12-18 23:00,241
21-12-18 22:00,228
21-12-18 21:00,225
21-12-18 20:00,224
21-12-18 19:00,223
21-12-18 18:00,225
21-12-18 17:00,218
21-12-18 16:00,210
21-12-18 15:00,187
21-12-18 14:00,184
21-12-18 13:00,191
21-12-18 12:00,202
21-12-18 11:00,191
21-12-18 10:00,193
21-12-18 09:00,203
21-12-18 08:00,209
21-12-18 07:00,213
21-12-18 06:00,211
21-12-18 05:00,214
21-12-18 04:00,218
21-12-18 03:00,220
21-12-18 02:00,216
21-12-18 01:00,217
21-12-18 00:00,208
20-12-18 23:00,203
20-12-18 22:00,219
20-12-18 21:00,224
20-12-18 20:00,206
20-12-18 19:00,198
20-12-18 18:00,213
20-12-18 17:00,209
20-12-18 16:00,222
20-12-18 15:00,226
20-12-18 14:00,224
20-12-18 13:00,223
20-12-18 12:00,205
20-12-18 11:00,170
20-12-18 10:00,152
20-12-18 09:00,121
20-12-18 08:00,133
20-12-18 07:00,141
20-12-18 06:00,156
20-12-18 05:00,140
20-12-18 04:00,144
20-12-18 03:00,140
20-12-18 02:00,148
20-12-18 01:00,138
20-12-18 00:00,141
19-12-18 23:00,124
19-12-18 22:00,153
19-12-18 21:00,152
19-12-18 20:00,148
19-12-18 19:00,119
19-12-18 18:00,111
19-12-18 17:00,128
19-12-18 16:00,132
19-12-18 15:00,156
19-12-18 14:00,147
19-12-18 13:00,160
19-12-18 12:00,150
19-12-18 11:00,165
19-12-18 10:00,167
19-12-18 09:00,159
19-12-18 08:00,164
19-12-18 07:00,147
19-12-18 06:00,147
19-12-18 05:00,165
19-12-18 04:00,167
19-12-18 03:00,131
19-12-18 02:00,136
19-12-18 01:00,154
19-12-18 00:00,128
18-12-18 23:00,148
18-12-18 22:00,118
18-12-18 21:00,112
18-12-18 20:00,110
18-12-18 19:00,112
18-12-18 18:00,103
18-12-18 17:00,93
18-12-18 16:00,130
18-12-18 15:00,186
18-12-18 14:00,179
18-12-18 13:00,215
18-12-18 12:00,229
18-12-18 11:00,220
18-12-18 10:00,200
18-12-18 09:00,163
18-12-18 08:00,184
18-12-18 07:00,205
18-12-18 06:00,194
18-12-18 05:00,219
18-12-18 04:00,225
18-12-18 03:00,221
18-12-18 02:00,222
18-12-18 01:00,208
18-12-18 00:00,212
17-12-18 23:00,215
17-12-18 22:00,221
17-12-18 21:00,223
17-12-18 20:00,218
17-12-18 19:00,210
17-12-18 18:00,197
17-12-18 17:00,206
17-12-18 16:00,211
17-12-18 15:00,219
17-12-18 14:00,217
17-12-18 13:00,227
17-12-18 12:00,231
17-12-18 11:00,184
17-12-18 10:00,176
17-12-18 09:00,149
17-12-18 08:00,164
17-12-18 07:00,176
17-12-18 06:00,215
17-12-18 05:00,228
17-12-18 04:00,231
17-12-18 03:00,234
17-12-18 02:00,232
17-12-18 01:00,218
17-12-18 00:00,175
16-12-18 23:00,159
16-12-18 22:00,174
16-12-18 21:00,171
16-12-18 20:00,163
16-12-18 19:00,161
16-12-18 18:00,159
16-12-18 17:00,158
16-12-18 16:00,153
16-12-18 15:00,146
16-12-18 14:00,150
16-12-18 13:00,163
16-12-18 12:00,147
16-12-18 11:00,146
16-12-18 10:00,138
16-12-18 09:00,145
16-12-18 08:00,152
16-12-18 07:00,138
16-12-18 06:00,133
16-12-18 05:00,135
16-12-18 04:00,135
16-12-18 03:00,131
16-12-18 02:00,97
16-12-18 01:00,97
16-12-18 00:00,88
15-12-18 23:00,103
15-12-18 22:00,93
15-12-18 21:00,96
15-12-18 20:00,98
15-12-18 19:00,77
15-12-18 18:00,63
15-12-18 17:00,70
15-12-18 16:00,55
15-12-18 15:00,44
15-12-18 14:00,61
15-12-18 13:00,39
15-12-18 12:00,84
15-12-18 11:00,86
15-12-18 10:00,83
15-12-18 09:00,95
15-12-18 08:00,84
15-12-18 07:00,67
15-12-18 06:00,74
15-12-18 05:00,69
15-12-18 04:00,74
15-12-18 03:00,82
15-12-18 02:00,96
15-12-18 01:00,89
15-12-18 00:00,75
14-12-18 23:00,89
14-12-18 22:00,87
14-12-18 21:00,86
14-12-18 20:00,94
14-12-18 19:00,79
14-12-18 18:00,78
14-12-18 17:00,82
14-12-18 16:00,84
14-12-18 15:00,87
14-12-18 14:00,98
14-12-18 13:00,94
14-12-18 12:00,98
14-12-18 11:00,94
14-12-18 10:00,90
14-12-18 09:00,95
14-12-18 08:00,93
14-12-18 07:00,99
14-12-18 06:00,87
14-12-18 05:00,90
14-12-18 04:00,67
14-12-18 03:00,92
14-12-18 02:00,88
14-12-18 01:00,82
14-12-18 00:00,84
13-12-18 23:00,81
13-12-18 22:00,82
13-12-18 21:00,94
13-12-18 20:00,95
13-12-18 19:00,91
13-12-18 18:00,94
13-12-18 17:00,92
13-12-18 16:00,98
13-12-18 15:00,82
13-12-18 14:00,91
13-12-18 13:00,88
13-12-18 12:00,86
13-12-18 11:00,88
13-12-18 10:00,100
13-12-18 09:00,110
13-12-18 08:00,90
13-12-18 07:00,112
13-12-18 06:00,2
13-12-18 05:00,29
13-12-18 04:00,96
13-12-18 03:00,75
13-12-18 02:00,65
13-12-18 01:00,73
13-12-18 00:00,63
12-12-18 23:00,62
12-12-18 22:00,82
12-12-18 21:00,78
12-12-18 20:00,55
12-12-18 19:00,73
12-12-18 18:00,83
12-12-18 17:00,54
12-12-18 16:00,329
12-12-18 15:00,341
12-12-18 14:00,310
12-12-18 13:00,7
12-12-18 12:00,349
12-12-18 11:00,326
12-12-18 10:00,321
12-12-18 09:00,304
12-12-18 08:00,299
12-12-18 07:00,296
12-12-18 06:00,295
12-12-18 05:00,293
12-12-18 04:00,302
12-12-18 03:00,313
12-12-18 02:00,311
12-12-18 01:00,301
12-12-18 00:00,298
11-12-18 23:00,297
11-12-18 22:00,295
11-12-18 21:00,285
11-12-18 20:00,298
11-12-18 19:00,281
11-12-18 18:00,277
11-12-18 17:00,276
11-12-18 16:00,283
11-12-18 15:00,287
11-12-18 14:00,288
11-12-18 13:00,281
11-12-18 12:00,285
11-12-18 11:00,277
11-12-18 10:00,272
11-12-18 09:00,274
11-12-18 08:00,269
11-12-18 07:00,271
11-12-18 06:00,274
11-12-18 05:00,274
11-12-18 04:00,275
11-12-18 03:00,279
11-12-18 02:00,275
11-12-18 01:00,257
11-12-18 00:00,263
10-12-18 23:00,265
10-12-18 22:00,256
10-12-18 21:00,251
10-12-18 20:00,247
10-12-18 19:00,244
10-12-18 18:00,256
10-12-18 17:00,267
10-12-18 16:00,273
10-12-18 15:00,268
10-12-18 14:00,269
10-12-18 13:00,269
10-12-18 12:00,264
10-12-18 11:00,265
10-12-18 10:00,268
10-12-18 09:00,268
10-12-18 08:00,269
10-12-18 07:00,266
10-12-18 06:00,261
10-12-18 05:00,270
10-12-18 04:00,267
10-12-18 03:00,265
10-12-18 02:00,268
10-12-18 01:00,263
10-12-18 00:00,254
09-12-18 23:00,256
09-12-18 22:00,256
09-12-18 21:00,245
09-12-18 20:00,244
09-12-18 19:00,235
09-12-18 18:00,241
09-12-18 17:00,247
09-12-18 16:00,253
09-12-18 15:00,265
09-12-18 14:00,229
09-12-18 13:00,228
09-12-18 12:00,230
09-12-18 11:00,228
09-12-18 10:00,228
09-12-18 09:00,231
09-12-18 08:00,235
09-12-18 07:00,245
09-12-18 06:00,234
09-12-18 05:00,225
09-12-18 04:00,225
09-12-18 03:00,221
09-12-18 02:00,219
09-12-18 01:00,217
09-12-18 00:00,219
08-12-18 23:00,216
08-12-18 22:00,223
08-12-18 21:00,226
08-12-18 20:00,227
08-12-18 19:00,227
08-12-18 18:00,223
08-12-18 17:00,225
08-12-18 16:00,224
08-12-18 15:00,224
08-12-18 14:00,225
08-12-18 13:00,227
08-12-18 12:00,227
08-12-18 11:00,222
08-12-18 10:00,218
08-12-18 09:00,223
08-12-18 08:00,224
08-12-18 07:00,220
08-12-18 06:00,226
08-12-18 05:00,226
08-12-18 04:00,232
08-12-18 03:00,255
08-12-18 02:00,272
08-12-18 01:00,230
08-12-18 00:00,223
07-12-18 23:00,216
07-12-18 22:00,221
07-12-18 21:00,227
07-12-18 20:00,221
07-12-18 19:00,215
07-12-18 18:00,220
07-12-18 17:00,221
07-12-18 16:00,218
07-12-18 15:00,225
07-12-18 14:00,226
07-12-18 13:00,221
07-12-18 12:00,216
07-12-18 11:00,226
07-12-18 10:00,223
07-12-18 09:00,224
07-12-18 08:00,226
07-12-18 07:00,223
07-12-18 06:00,230
07-12-18 05:00,228
07-12-18 04:00,221
07-12-18 03:00,222
07-12-18 02:00,223
07-12-18 01:00,219
07-12-18 00:00,218
06-12-18 23:00,226
06-12-18 22:00,223
06-12-18 21:00,220
06-12-18 20:00,213
06-12-18 19:00,215
06-12-18 18:00,226
06-12-18 17:00,227
06-12-18 16:00,221
06-12-18 15:00,219
06-12-18 14:00,226
06-12-18 13:00,213
06-12-18 12:00,165
06-12-18 11:00,144
06-12-18 10:00,154
06-12-18 09:00,172
06-12-18 08:00,142
06-12-18 07:00,143
06-12-18 06:00,147
06-12-18 05:00,148
06-12-18 04:00,147
06-12-18 03:00,166
06-12-18 02:00,161
06-12-18 01:00,183
06-12-18 00:00,153
05-12-18 23:00,121
05-12-18 22:00,107
05-12-18 21:00,103
05-12-18 20:00,102
05-12-18 19:00,106
05-12-18 18:00,130
05-12-18 17:00,106
05-12-18 16:00,144
05-12-18 15:00,161
05-12-18 14:00,173
05-12-18 13:00,176
05-12-18 12:00,195
05-12-18 11:00,131
05-12-18 10:00,84
05-12-18 09:00,79
05-12-18 08:00,80
05-12-18 07:00,80
05-12-18 06:00,83
05-12-18 05:00,80
05-12-18 04:00,80
05-12-18 03:00,85
05-12-18 02:00,83
05-12-18 01:00,83
05-12-18 00:00,82
04-12-18 23:00,82
04-12-18 22:00,79
04-12-18 21:00,80
04-12-18 20:00,101
04-12-18 19:00,278
04-12-18 18:00,293
04-12-18 17:00,274
04-12-18 16:00,270
04-12-18 15:00,278
04-12-18 14:00,276
04-12-18 13:00,274
04-12-18 12:00,295
04-12-18 11:00,295
04-12-18 10:00,297
04-12-18 09:00,292
04-12-18 08:00,312
04-12-18 07:00,301
04-12-18 06:00,254
04-12-18 05:00,237
04-12-18 04:00,226
04-12-18 03:00,232
04-12-18 02:00,226
04-12-18 01:00,225
04-12-18 00:00,218
03-12-18 23:00,199
03-12-18 22:00,171
03-12-18 21:00,163
03-12-18 20:00,183
03-12-18 19:00,216
03-12-18 18:00,209
03-12-18 17:00,200
03-12-18 16:00,225
03-12-18 15:00,228
03-12-18 14:00,226
03-12-18 13:00,227
03-12-18 12:00,226
03-12-18 11:00,222
03-12-18 10:00,219
03-12-18 09:00,217
03-12-18 08:00,213
03-12-18 07:00,216
03-12-18 06:00,211
03-12-18 05:00,200
03-12-18 04:00,215
03-12-18 03:00,215
03-12-18 02:00,218
03-12-18 01:00,215
03-12-18 00:00,221
02-12-18 23:00,220
02-12-18 22:00,221
02-12-18 21:00,221
02-12-18 20:00,226
02-12-18 19:00,224
02-12-18 18:00,218
02-12-18 17:00,212
02-12-18 16:00,195
02-12-18 15:00,164
02-12-18 14:00,168
02-12-18 13:00,175
02-12-18 12:00,172
02-12-18 11:00,172
02-12-18 10:00,157
02-12-18 09:00,145
02-12-18 08:00,134
02-12-18 07:00,161
02-12-18 06:00,155
02-12-18 05:00,158
02-12-18 04:00,164
02-12-18 03:00,169
02-12-18 02:00,164
02-12-18 01:00,177
02-12-18 00:00,178
01-12-18 23:00,185
01-12-18 22:00,162
01-12-18 21:00,131
01-12-18 20:00,113
01-12-18 19:00,103
01-12-18 18:00,102
01-12-18 17:00,219
01-12-18 16:00,222
01-12-18 15:00,230
01-12-18 14:00,230
01-12-18 13:00,228
01-12-18 12:00,229
01-12-18 11:00,207
01-12-18 10:00,147
01-12-18 09:00,111
01-12-18 08:00,144
01-12-18 07:00,134
01-12-18 06:00,127
01-12-18 05:00,122
01-12-18 04:00,111
01-12-18 03:00,121
01-12-18 02:00,126
01-12-18 01:00,96

