Datum Zeit,Plauen-Sued PM10_HVS
,µg/m³
31-12-18,
30-12-18,
29-12-18,
28-12-18,
27-12-18,
26-12-18,
25-12-18,
24-12-18,
23-12-18,
22-12-18,
21-12-18,
20-12-18,
19-12-18,
18-12-18,11.49
17-12-18,13.64
16-12-18,21.69
15-12-18,30.37
14-12-18,34.27
13-12-18,24.73
12-12-18,8.89
11-12-18,6.91
10-12-18,5.40
09-12-18,2.37
08-12-18,3.33
07-12-18,5.41
06-12-18,12.51
05-12-18,15.55
04-12-18,7.98
03-12-18,3.88
02-12-18,5.61
01-12-18,13.99

