Datum Zeit,Dresden-Bergstraße FEUCHT
26-12-18 20:00,95.8
26-12-18 19:00,96.1
26-12-18 18:00,94.4
26-12-18 17:00,93.8
26-12-18 16:00,95.4
26-12-18 15:00,92.2
26-12-18 14:00,87.9
26-12-18 13:00,86.5
26-12-18 12:00,85.6
26-12-18 11:00,83.1
26-12-18 10:00,78.8
26-12-18 09:00,78.8
26-12-18 08:00,77.7
26-12-18 07:00,78.1
26-12-18 06:00,79.3
26-12-18 05:00,79.5
26-12-18 04:00,78.7
26-12-18 03:00,77.9
26-12-18 02:00,78.5
26-12-18 01:00,78.8
26-12-18 00:00,79.5
25-12-18 23:00,79.3
25-12-18 22:00,79.9
25-12-18 21:00,80.2
25-12-18 20:00,81.7
25-12-18 19:00,83.7
25-12-18 18:00,84.9
25-12-18 17:00,86.3
25-12-18 16:00,86.5
25-12-18 15:00,85.1
25-12-18 14:00,83.9
25-12-18 13:00,83.1
25-12-18 12:00,84.5
25-12-18 11:00,85.5
25-12-18 10:00,86.7
25-12-18 09:00,85.2
25-12-18 08:00,88.0
25-12-18 07:00,89.8
25-12-18 06:00,91.4
25-12-18 05:00,92.5
25-12-18 04:00,93.2
25-12-18 03:00,89.6
25-12-18 02:00,85.7
25-12-18 01:00,86.4
25-12-18 00:00,82.5
24-12-18 23:00,78.9
24-12-18 22:00,78.8
24-12-18 21:00,78.9
24-12-18 20:00,77.2
24-12-18 19:00,79.1
24-12-18 18:00,79.6
24-12-18 17:00,81.8
24-12-18 16:00,84.5
24-12-18 15:00,84.9
24-12-18 14:00,86.3
24-12-18 13:00,80.5
24-12-18 12:00,87.3
24-12-18 11:00,90.3
24-12-18 10:00,91.9
24-12-18 09:00,90.5
24-12-18 08:00,91.4
24-12-18 07:00,95.6
24-12-18 06:00,97.0
24-12-18 05:00,96.8
24-12-18 04:00,96.0
24-12-18 03:00,94.5
24-12-18 02:00,94.1
24-12-18 01:00,94.2
24-12-18 00:00,93.6
23-12-18 23:00,93.5
23-12-18 22:00,93.2
23-12-18 21:00,91.9
23-12-18 20:00,93.3
23-12-18 19:00,91.3
23-12-18 18:00,88.6
23-12-18 17:00,87.4
23-12-18 16:00,78.9
23-12-18 15:00,72.6
23-12-18 14:00,73.6
23-12-18 13:00,75.3
23-12-18 12:00,77.0
23-12-18 11:00,81.3
23-12-18 10:00,84.3
23-12-18 09:00,87.5
23-12-18 08:00,86.8
23-12-18 07:00,87.2
23-12-18 06:00,88.1
23-12-18 05:00,87.3
23-12-18 04:00,85.5
23-12-18 03:00,83.3
23-12-18 02:00,84.3
23-12-18 01:00,84.9
23-12-18 00:00,87.8
22-12-18 23:00,88.8
22-12-18 22:00,92.9
22-12-18 21:00,94.6
22-12-18 20:00,94.2
22-12-18 19:00,94.0
22-12-18 18:00,90.7
22-12-18 17:00,89.8
22-12-18 16:00,92.5
22-12-18 15:00,95.6
22-12-18 14:00,94.4
22-12-18 13:00,95.6
22-12-18 12:00,95.9
22-12-18 11:00,92.8
22-12-18 10:00,92.4
22-12-18 09:00,93.7
22-12-18 08:00,93.5
22-12-18 07:00,86.7
22-12-18 06:00,81.2
22-12-18 05:00,66.9
22-12-18 04:00,66.1
22-12-18 03:00,74.6
22-12-18 02:00,72.5
22-12-18 01:00,72.0
22-12-18 00:00,73.4
21-12-18 23:00,71.3
21-12-18 22:00,70.4
21-12-18 21:00,74.6
21-12-18 20:00,77.2
21-12-18 19:00,82.0
21-12-18 18:00,82.6
21-12-18 17:00,89.9
21-12-18 16:00,87.9
21-12-18 15:00,89.1
21-12-18 14:00,85.6
21-12-18 13:00,86.8
21-12-18 12:00,82.4
21-12-18 11:00,76.3
21-12-18 10:00,74.1
21-12-18 09:00,77.1
21-12-18 08:00,79.7
21-12-18 07:00,77.2
21-12-18 06:00,79.3
21-12-18 05:00,79.5
21-12-18 04:00,77.7
21-12-18 03:00,76.2
21-12-18 02:00,78.1
21-12-18 01:00,79.1
21-12-18 00:00,79.2
20-12-18 23:00,80.6
20-12-18 22:00,87.7
20-12-18 21:00,90.8
20-12-18 20:00,92.6
20-12-18 19:00,92.8
20-12-18 18:00,91.4
20-12-18 17:00,91.3
20-12-18 16:00,92.0
20-12-18 15:00,90.2
20-12-18 14:00,90.1
20-12-18 13:00,92.2
20-12-18 12:00,93.9
20-12-18 11:00,93.4
20-12-18 10:00,93.2
20-12-18 09:00,93.4
20-12-18 08:00,93.1
20-12-18 07:00,92.7
20-12-18 06:00,91.2
20-12-18 05:00,91.4
20-12-18 04:00,91.3
20-12-18 03:00,90.3
20-12-18 02:00,91.2
20-12-18 01:00,89.9
20-12-18 00:00,90.0
19-12-18 23:00,88.8
19-12-18 22:00,90.3
19-12-18 21:00,87.1
19-12-18 20:00,84.8
19-12-18 19:00,80.4
19-12-18 18:00,78.4
19-12-18 17:00,78.7
19-12-18 16:00,77.0
19-12-18 15:00,76.4
19-12-18 14:00,75.9
19-12-18 13:00,76.0
19-12-18 12:00,76.5
19-12-18 11:00,77.6
19-12-18 10:00,79.0
19-12-18 09:00,80.6
19-12-18 08:00,80.8
19-12-18 07:00,81.1
19-12-18 06:00,82.2
19-12-18 05:00,83.8
19-12-18 04:00,85.0
19-12-18 03:00,86.7
19-12-18 02:00,88.3
19-12-18 01:00,90.8
19-12-18 00:00,94.5
18-12-18 23:00,95.0
18-12-18 22:00,95.4
18-12-18 21:00,96.2
18-12-18 20:00,96.5
18-12-18 19:00,95.7
18-12-18 18:00,96.0
18-12-18 17:00,92.4
18-12-18 16:00,82.7
18-12-18 15:00,72.8
18-12-18 14:00,71.3
18-12-18 13:00,72.2
18-12-18 12:00,74.5
18-12-18 11:00,79.8
18-12-18 10:00,79.9
18-12-18 09:00,81.2
18-12-18 08:00,85.8
18-12-18 07:00,87.0
18-12-18 06:00,84.4
18-12-18 05:00,82.2
18-12-18 04:00,81.6
18-12-18 03:00,83.0
18-12-18 02:00,87.4
18-12-18 01:00,86.7
18-12-18 00:00,85.9
17-12-18 23:00,85.9
17-12-18 22:00,86.2
17-12-18 21:00,85.7
17-12-18 20:00,86.3
17-12-18 19:00,86.4
17-12-18 18:00,84.2
17-12-18 17:00,83.1
17-12-18 16:00,79.4
17-12-18 15:00,76.6
17-12-18 14:00,76.0
17-12-18 13:00,79.7
17-12-18 12:00,81.7
17-12-18 11:00,83.8
17-12-18 10:00,85.1
17-12-18 09:00,87.5
17-12-18 08:00,87.7
17-12-18 07:00,87.0
17-12-18 06:00,84.8
17-12-18 05:00,84.2
17-12-18 04:00,83.1
17-12-18 03:00,82.6
17-12-18 02:00,81.6
17-12-18 01:00,81.4
17-12-18 00:00,80.7
16-12-18 23:00,80.7
16-12-18 22:00,82.3
16-12-18 21:00,85.6
16-12-18 20:00,81.3
16-12-18 19:00,73.6
16-12-18 18:00,73.0
16-12-18 17:00,72.5
16-12-18 16:00,71.5
16-12-18 15:00,70.2
16-12-18 14:00,69.6
16-12-18 13:00,68.6
16-12-18 12:00,68.0
16-12-18 11:00,68.0
16-12-18 10:00,68.6
16-12-18 09:00,69.8
16-12-18 08:00,75.4
16-12-18 07:00,76.4
16-12-18 06:00,77.4
16-12-18 05:00,80.3
16-12-18 04:00,77.8
16-12-18 03:00,76.9
16-12-18 02:00,77.3
16-12-18 01:00,80.2
16-12-18 00:00,82.5
15-12-18 23:00,83.5
15-12-18 22:00,84.1
15-12-18 21:00,86.4
15-12-18 20:00,89.7
15-12-18 19:00,86.9
15-12-18 18:00,86.7
15-12-18 17:00,87.9
15-12-18 16:00,86.1
15-12-18 15:00,87.4
15-12-18 14:00,86.2
15-12-18 13:00,86.8
15-12-18 12:00,87.1
15-12-18 11:00,83.2
15-12-18 10:00,81.8
15-12-18 09:00,81.9
15-12-18 08:00,81.9
15-12-18 07:00,80.0
15-12-18 06:00,77.3
15-12-18 05:00,75.2
15-12-18 04:00,75.2
15-12-18 03:00,77.9
15-12-18 02:00,79.2
15-12-18 01:00,79.4
15-12-18 00:00,77.9
14-12-18 23:00,81.0
14-12-18 22:00,82.1
14-12-18 21:00,81.7
14-12-18 20:00,83.3
14-12-18 19:00,81.6
14-12-18 18:00,79.0
14-12-18 17:00,71.5
14-12-18 16:00,72.6
14-12-18 15:00,71.6
14-12-18 14:00,71.8
14-12-18 13:00,75.9
14-12-18 12:00,79.9
14-12-18 11:00,83.3
14-12-18 10:00,85.6
14-12-18 09:00,86.6
14-12-18 08:00,86.1
14-12-18 07:00,84.0
14-12-18 06:00,82.8
14-12-18 05:00,83.7
14-12-18 04:00,85.9
14-12-18 03:00,86.7
14-12-18 02:00,86.5
14-12-18 01:00,86.0
14-12-18 00:00,85.9
13-12-18 23:00,83.9
13-12-18 22:00,83.6
13-12-18 21:00,83.9
13-12-18 20:00,85.2
13-12-18 19:00,83.8
13-12-18 18:00,82.8
13-12-18 17:00,81.8
13-12-18 16:00,80.9
13-12-18 15:00,81.1
13-12-18 14:00,81.8
13-12-18 13:00,82.5
13-12-18 12:00,88.2
13-12-18 11:00,88.3
13-12-18 10:00,87.4
13-12-18 09:00,88.3
13-12-18 08:00,89.5
13-12-18 07:00,89.7
13-12-18 06:00,91.3
13-12-18 05:00,90.2
13-12-18 04:00,87.2
13-12-18 03:00,85.1
13-12-18 02:00,86.4
13-12-18 01:00,86.8
13-12-18 00:00,86.3
12-12-18 23:00,88.1
12-12-18 22:00,90.9
12-12-18 21:00,92.0
12-12-18 20:00,91.1
12-12-18 19:00,89.0
12-12-18 18:00,88.8
12-12-18 17:00,87.0
12-12-18 16:00,85.9
12-12-18 15:00,85.0
12-12-18 14:00,84.5
12-12-18 13:00,87.8
12-12-18 12:00,92.4
12-12-18 11:00,94.8
12-12-18 10:00,96.1
12-12-18 09:00,97.7
12-12-18 08:00,98.6
12-12-18 07:00,98.7
12-12-18 06:00,98.5
12-12-18 05:00,97.1
12-12-18 04:00,95.8
12-12-18 03:00,95.8
12-12-18 02:00,95.4
12-12-18 01:00,95.3
12-12-18 00:00,97.0
11-12-18 23:00,96.9
11-12-18 22:00,95.9
11-12-18 21:00,96.0
11-12-18 20:00,96.3
11-12-18 19:00,96.2
11-12-18 18:00,94.8
11-12-18 17:00,91.7
11-12-18 16:00,91.0
11-12-18 15:00,91.7
11-12-18 14:00,92.0
11-12-18 13:00,92.9
11-12-18 12:00,94.0
11-12-18 11:00,96.7
11-12-18 10:00,95.9
11-12-18 09:00,94.0
11-12-18 08:00,87.1
11-12-18 07:00,90.3
11-12-18 06:00,90.2
11-12-18 05:00,88.3
11-12-18 04:00,88.5
11-12-18 03:00,90.5
11-12-18 02:00,92.2
11-12-18 01:00,90.3
11-12-18 00:00,88.2
10-12-18 23:00,90.0
10-12-18 22:00,91.4
10-12-18 21:00,91.6
10-12-18 20:00,88.0
10-12-18 19:00,82.2
10-12-18 18:00,79.6
10-12-18 17:00,79.1
10-12-18 16:00,78.6
10-12-18 15:00,75.5
10-12-18 14:00,79.0
10-12-18 13:00,78.4
10-12-18 12:00,81.6
10-12-18 11:00,87.8
10-12-18 10:00,87.0
10-12-18 09:00,92.3
10-12-18 08:00,90.9
10-12-18 07:00,88.3
10-12-18 06:00,90.8
10-12-18 05:00,87.0
10-12-18 04:00,78.9
10-12-18 03:00,82.5
10-12-18 02:00,79.1
10-12-18 01:00,81.8
10-12-18 00:00,83.8
09-12-18 23:00,90.4
09-12-18 22:00,87.8
09-12-18 21:00,84.5
09-12-18 20:00,80.8
09-12-18 19:00,80.2
09-12-18 18:00,82.4
09-12-18 17:00,82.4
09-12-18 16:00,85.5
09-12-18 15:00,79.8
09-12-18 14:00,76.7
09-12-18 13:00,72.8
09-12-18 12:00,76.5
09-12-18 11:00,79.1
09-12-18 10:00,79.0
09-12-18 09:00,84.0
09-12-18 08:00,86.9
09-12-18 07:00,82.0
09-12-18 06:00,75.2
09-12-18 05:00,71.6
09-12-18 04:00,71.2
09-12-18 03:00,75.9
09-12-18 02:00,80.7
09-12-18 01:00,68.9
09-12-18 00:00,69.3
08-12-18 23:00,70.1
08-12-18 22:00,69.8
08-12-18 21:00,71.8
08-12-18 20:00,72.8
08-12-18 19:00,72.6
08-12-18 18:00,76.7
08-12-18 17:00,78.5
08-12-18 16:00,64.7
08-12-18 15:00,61.8
08-12-18 14:00,61.0
08-12-18 13:00,60.1
08-12-18 12:00,61.3
08-12-18 11:00,62.6
08-12-18 10:00,66.4
08-12-18 09:00,69.1
08-12-18 08:00,68.0
08-12-18 07:00,70.4
08-12-18 06:00,73.3
08-12-18 05:00,76.9
08-12-18 04:00,77.2
08-12-18 03:00,79.1
08-12-18 02:00,76.1
08-12-18 01:00,70.8
08-12-18 00:00,69.3
07-12-18 23:00,71.9
07-12-18 22:00,74.9
07-12-18 21:00,81.8
07-12-18 20:00,89.3
07-12-18 19:00,90.4
07-12-18 18:00,80.7
07-12-18 17:00,78.5
07-12-18 16:00,84.3
07-12-18 15:00,96.4
07-12-18 14:00,94.5
07-12-18 13:00,93.3
07-12-18 12:00,84.8
07-12-18 11:00,83.0
07-12-18 10:00,85.6
07-12-18 09:00,83.8
07-12-18 08:00,83.4
07-12-18 07:00,80.4
07-12-18 06:00,88.0
07-12-18 05:00,88.4
07-12-18 04:00,87.9
07-12-18 03:00,87.9
07-12-18 02:00,88.4
07-12-18 01:00,88.8
07-12-18 00:00,89.9
06-12-18 23:00,90.9
06-12-18 22:00,91.0
06-12-18 21:00,91.3
06-12-18 20:00,90.2
06-12-18 19:00,90.5
06-12-18 18:00,92.8
06-12-18 17:00,94.2
06-12-18 16:00,87.0
06-12-18 15:00,74.8
06-12-18 14:00,73.3
06-12-18 13:00,69.5
06-12-18 12:00,67.6
06-12-18 11:00,66.2
06-12-18 10:00,65.9
06-12-18 09:00,65.5
06-12-18 08:00,65.1
06-12-18 07:00,64.7
06-12-18 06:00,60.8
06-12-18 05:00,59.9
06-12-18 04:00,63.1
06-12-18 03:00,66.3
06-12-18 02:00,71.9
06-12-18 01:00,79.2
06-12-18 00:00,82.8
05-12-18 23:00,84.3
05-12-18 22:00,84.4
05-12-18 21:00,83.6
05-12-18 20:00,84.0
05-12-18 19:00,82.7
05-12-18 18:00,76.5
05-12-18 17:00,69.8
05-12-18 16:00,63.7
05-12-18 15:00,70.0
05-12-18 14:00,69.7
05-12-18 13:00,73.3
05-12-18 12:00,77.1
05-12-18 11:00,81.2
05-12-18 10:00,87.4
05-12-18 09:00,91.3
05-12-18 08:00,89.4
05-12-18 07:00,88.2
05-12-18 06:00,83.8
05-12-18 05:00,81.0
05-12-18 04:00,80.4
05-12-18 03:00,79.5
05-12-18 02:00,79.3
05-12-18 01:00,78.0
05-12-18 00:00,77.8
04-12-18 23:00,77.4
04-12-18 22:00,77.2
04-12-18 21:00,75.8
04-12-18 20:00,76.6
04-12-18 19:00,72.6
04-12-18 18:00,73.1
04-12-18 17:00,74.0
04-12-18 16:00,73.3
04-12-18 15:00,74.3
04-12-18 14:00,70.8
04-12-18 13:00,74.7
04-12-18 12:00,79.8
04-12-18 11:00,83.6
04-12-18 10:00,88.7
04-12-18 09:00,86.7
04-12-18 08:00,87.7
04-12-18 07:00,90.1
04-12-18 06:00,87.5
04-12-18 05:00,88.1
04-12-18 04:00,82.0
04-12-18 03:00,82.3
04-12-18 02:00,82.4
04-12-18 01:00,87.1
04-12-18 00:00,88.7
03-12-18 23:00,87.3
03-12-18 22:00,81.2
03-12-18 21:00,80.3
03-12-18 20:00,79.3
03-12-18 19:00,84.7
03-12-18 18:00,82.1
03-12-18 17:00,79.1
03-12-18 16:00,75.5
03-12-18 15:00,72.8
03-12-18 14:00,70.1
03-12-18 13:00,74.2
03-12-18 12:00,92.2
03-12-18 11:00,95.7
03-12-18 10:00,97.6
03-12-18 09:00,98.1
03-12-18 08:00,98.0
03-12-18 07:00,97.6
03-12-18 06:00,97.4
03-12-18 05:00,97.4
03-12-18 04:00,96.6
03-12-18 03:00,97.5
03-12-18 02:00,97.3
03-12-18 01:00,97.1
03-12-18 00:00,97.5
02-12-18 23:00,98.2
02-12-18 22:00,98.7
02-12-18 21:00,98.6
02-12-18 20:00,98.5
02-12-18 19:00,98.9
02-12-18 18:00,97.6
02-12-18 17:00,92.9
02-12-18 16:00,88.4
02-12-18 15:00,90.6
02-12-18 14:00,93.3
02-12-18 13:00,87.1
02-12-18 12:00,84.1
02-12-18 11:00,84.7
02-12-18 10:00,89.7
02-12-18 09:00,89.2
02-12-18 08:00,88.2
02-12-18 07:00,88.5
02-12-18 06:00,89.5
02-12-18 05:00,90.9
02-12-18 04:00,92.0
02-12-18 03:00,92.9
02-12-18 02:00,95.3
02-12-18 01:00,95.0
02-12-18 00:00,95.7
01-12-18 23:00,95.7
01-12-18 22:00,96.4
01-12-18 21:00,96.3
01-12-18 20:00,94.7
01-12-18 19:00,93.8
01-12-18 18:00,93.6
01-12-18 17:00,93.8
01-12-18 16:00,92.6
01-12-18 15:00,91.8
01-12-18 14:00,93.0
01-12-18 13:00,92.8
01-12-18 12:00,92.8
01-12-18 11:00,93.7
01-12-18 10:00,94.2
01-12-18 09:00,94.9
01-12-18 08:00,95.4
01-12-18 07:00,94.5
01-12-18 06:00,94.7
01-12-18 05:00,95.0
01-12-18 04:00,95.1
01-12-18 03:00,95.5
01-12-18 02:00,96.0
01-12-18 01:00,94.4

