Datum Zeit,Niesky WINDRI
24-12-18 06:00,4
24-12-18 05:00,340
24-12-18 04:00,320
24-12-18 03:00,303
24-12-18 02:00,268
24-12-18 01:00,265
24-12-18 00:00,255
23-12-18 23:00,262
23-12-18 22:00,249
23-12-18 21:00,230
23-12-18 20:00,250
23-12-18 19:00,253
23-12-18 18:00,257
23-12-18 17:00,247
23-12-18 16:00,250
23-12-18 15:00,248
23-12-18 14:00,254
23-12-18 13:00,256
23-12-18 12:00,258
23-12-18 11:00,257
23-12-18 10:00,239
23-12-18 09:00,216
23-12-18 08:00,223
23-12-18 07:00,246
23-12-18 06:00,280
23-12-18 05:00,313
23-12-18 04:00,332
23-12-18 03:00,273
23-12-18 02:00,269
23-12-18 01:00,268
23-12-18 00:00,266
22-12-18 23:00,256
22-12-18 22:00,245
22-12-18 21:00,244
22-12-18 20:00,263
22-12-18 19:00,275
22-12-18 18:00,294
22-12-18 17:00,285
22-12-18 16:00,294
22-12-18 15:00,280
22-12-18 14:00,279
22-12-18 13:00,290
22-12-18 12:00,272
22-12-18 11:00,263
22-12-18 10:00,259
22-12-18 09:00,265
22-12-18 08:00,273
22-12-18 07:00,278
22-12-18 06:00,272
22-12-18 05:00,266
22-12-18 04:00,261
22-12-18 03:00,262
22-12-18 02:00,260
22-12-18 01:00,259
22-12-18 00:00,256
21-12-18 23:00,203
21-12-18 22:00,201
21-12-18 21:00,204
21-12-18 20:00,202
21-12-18 19:00,198
21-12-18 18:00,194
21-12-18 17:00,192
21-12-18 16:00,189
21-12-18 15:00,186
21-12-18 14:00,188
21-12-18 13:00,193
21-12-18 12:00,191
21-12-18 11:00,190
21-12-18 10:00,189
21-12-18 09:00,201
21-12-18 08:00,200
21-12-18 07:00,201
21-12-18 06:00,197
21-12-18 05:00,202
21-12-18 04:00,201
21-12-18 03:00,197
21-12-18 02:00,198
21-12-18 01:00,203
21-12-18 00:00,191
20-12-18 23:00,194
20-12-18 22:00,198
20-12-18 21:00,196
20-12-18 20:00,199
20-12-18 19:00,198
20-12-18 18:00,199
20-12-18 17:00,198
20-12-18 16:00,188
20-12-18 15:00,181
20-12-18 14:00,187
20-12-18 13:00,183
20-12-18 12:00,186
20-12-18 11:00,183
20-12-18 10:00,188
20-12-18 09:00,199
20-12-18 08:00,192
20-12-18 07:00,188
20-12-18 06:00,188
20-12-18 05:00,189
20-12-18 04:00,187
20-12-18 03:00,185
20-12-18 02:00,187
20-12-18 01:00,191
20-12-18 00:00,191
19-12-18 23:00,194
19-12-18 22:00,190
19-12-18 21:00,183
19-12-18 20:00,192
19-12-18 19:00,188
19-12-18 18:00,190
19-12-18 17:00,188
19-12-18 16:00,185
19-12-18 15:00,186
19-12-18 14:00,184
19-12-18 13:00,188
19-12-18 12:00,180
19-12-18 11:00,174
19-12-18 10:00,147
19-12-18 09:00,153
19-12-18 08:00,167
19-12-18 07:00,158
19-12-18 06:00,154
19-12-18 05:00,155
19-12-18 04:00,156
19-12-18 03:00,163
19-12-18 02:00,155
19-12-18 01:00,145
19-12-18 00:00,147
18-12-18 23:00,173
18-12-18 22:00,161
18-12-18 21:00,160
18-12-18 20:00,182
18-12-18 19:00,126
18-12-18 18:00,170
18-12-18 17:00,191
18-12-18 16:00,191
18-12-18 15:00,178
18-12-18 14:00,220
18-12-18 13:00,247
18-12-18 12:00,159
18-12-18 11:00,181
18-12-18 10:00,160
18-12-18 09:00,196
18-12-18 08:00,198
18-12-18 07:00,192
18-12-18 06:00,194
18-12-18 05:00,191
18-12-18 04:00,179
18-12-18 03:00,180
18-12-18 02:00,194
18-12-18 01:00,200
18-12-18 00:00,198
17-12-18 23:00,198
17-12-18 22:00,193
17-12-18 21:00,190
17-12-18 20:00,174
17-12-18 19:00,191
17-12-18 18:00,174
17-12-18 17:00,158
17-12-18 16:00,170
17-12-18 15:00,184
17-12-18 14:00,160
17-12-18 13:00,174
17-12-18 12:00,172
17-12-18 11:00,151
17-12-18 10:00,186
17-12-18 09:00,193
17-12-18 08:00,203
17-12-18 07:00,198
17-12-18 06:00,183
17-12-18 05:00,186
17-12-18 04:00,189
17-12-18 03:00,193
17-12-18 02:00,194
17-12-18 01:00,193
17-12-18 00:00,191
16-12-18 23:00,191
16-12-18 22:00,195
16-12-18 21:00,196
16-12-18 20:00,186
16-12-18 19:00,176
16-12-18 18:00,175
16-12-18 17:00,170
16-12-18 16:00,180
16-12-18 15:00,184
16-12-18 14:00,174
16-12-18 13:00,169
16-12-18 12:00,139
16-12-18 11:00,137
16-12-18 10:00,140
16-12-18 09:00,131
16-12-18 08:00,117
16-12-18 07:00,119
16-12-18 06:00,145
16-12-18 05:00,127
16-12-18 04:00,115
16-12-18 03:00,105
16-12-18 02:00,101
16-12-18 01:00,93
16-12-18 00:00,90
15-12-18 23:00,87
15-12-18 22:00,80
15-12-18 21:00,63
15-12-18 20:00,27
15-12-18 19:00,31
15-12-18 18:00,37
15-12-18 17:00,38
15-12-18 16:00,34
15-12-18 15:00,36
15-12-18 14:00,50
15-12-18 13:00,46
15-12-18 12:00,29
15-12-18 11:00,26
15-12-18 10:00,19
15-12-18 09:00,33
15-12-18 08:00,35
15-12-18 07:00,32
15-12-18 06:00,41
15-12-18 05:00,46
15-12-18 04:00,51
15-12-18 03:00,45
15-12-18 02:00,50
15-12-18 01:00,65
15-12-18 00:00,60
14-12-18 23:00,71
14-12-18 22:00,72
14-12-18 21:00,75
14-12-18 20:00,77
14-12-18 19:00,75
14-12-18 18:00,67
14-12-18 17:00,74
14-12-18 16:00,71
14-12-18 15:00,69
14-12-18 14:00,74
14-12-18 13:00,73
14-12-18 12:00,67
14-12-18 11:00,69
14-12-18 10:00,61
14-12-18 09:00,63
14-12-18 08:00,76
14-12-18 07:00,82
14-12-18 06:00,82
14-12-18 05:00,80
14-12-18 04:00,77
14-12-18 03:00,80
14-12-18 02:00,78
14-12-18 01:00,78
14-12-18 00:00,76
13-12-18 23:00,64
13-12-18 22:00,71
13-12-18 21:00,75
13-12-18 20:00,73
13-12-18 19:00,74
13-12-18 18:00,77
13-12-18 17:00,77
13-12-18 16:00,66
13-12-18 15:00,65
13-12-18 14:00,63
13-12-18 13:00,69
13-12-18 12:00,90
13-12-18 11:00,75
13-12-18 10:00,75
13-12-18 09:00,76
13-12-18 08:00,341
13-12-18 07:00,358
13-12-18 06:00,335
13-12-18 05:00,311
13-12-18 04:00,323
13-12-18 03:00,321
13-12-18 02:00,331
13-12-18 01:00,302
13-12-18 00:00,118
12-12-18 23:00,119
12-12-18 22:00,65
12-12-18 21:00,20
12-12-18 20:00,10
12-12-18 19:00,340
12-12-18 18:00,333
12-12-18 17:00,20
12-12-18 16:00,357
12-12-18 15:00,0
12-12-18 14:00,1
12-12-18 13:00,11
12-12-18 12:00,9
12-12-18 11:00,4
12-12-18 10:00,359
12-12-18 09:00,336
12-12-18 08:00,325
12-12-18 07:00,322
12-12-18 06:00,329
12-12-18 05:00,314
12-12-18 04:00,317
12-12-18 03:00,300
12-12-18 02:00,304
12-12-18 01:00,315
12-12-18 00:00,295
11-12-18 23:00,286
11-12-18 22:00,269
11-12-18 21:00,275
11-12-18 20:00,274
11-12-18 19:00,289
11-12-18 18:00,288
11-12-18 17:00,287
11-12-18 16:00,291
11-12-18 15:00,312
11-12-18 14:00,319
11-12-18 13:00,312
11-12-18 12:00,309
11-12-18 11:00,295
11-12-18 10:00,281
11-12-18 09:00,277
11-12-18 08:00,267
11-12-18 07:00,265
11-12-18 06:00,266
11-12-18 05:00,267
11-12-18 04:00,265
11-12-18 03:00,270
11-12-18 02:00,272
11-12-18 01:00,268
11-12-18 00:00,265
10-12-18 23:00,265
10-12-18 22:00,264
10-12-18 21:00,264
10-12-18 20:00,265
10-12-18 19:00,267
10-12-18 18:00,267
10-12-18 17:00,265
10-12-18 16:00,266
10-12-18 15:00,277
10-12-18 14:00,276
10-12-18 13:00,276
10-12-18 12:00,276
10-12-18 11:00,275
10-12-18 10:00,270
10-12-18 09:00,269
10-12-18 08:00,276
10-12-18 07:00,288
10-12-18 06:00,279
10-12-18 05:00,285
10-12-18 04:00,281
10-12-18 03:00,278
10-12-18 02:00,276
10-12-18 01:00,268
10-12-18 00:00,267
09-12-18 23:00,275
09-12-18 22:00,267
09-12-18 21:00,265
09-12-18 20:00,259
09-12-18 19:00,246
09-12-18 18:00,261
09-12-18 17:00,269
09-12-18 16:00,260
09-12-18 15:00,248
09-12-18 14:00,251
09-12-18 13:00,255
09-12-18 12:00,253
09-12-18 11:00,249
09-12-18 10:00,251
09-12-18 09:00,251
09-12-18 08:00,248
09-12-18 07:00,227
09-12-18 06:00,210
09-12-18 05:00,203
09-12-18 04:00,194
09-12-18 03:00,196
09-12-18 02:00,193
09-12-18 01:00,193
09-12-18 00:00,201
08-12-18 23:00,201
08-12-18 22:00,216
08-12-18 21:00,240
08-12-18 20:00,236
08-12-18 19:00,210
08-12-18 18:00,228
08-12-18 17:00,223
08-12-18 16:00,226
08-12-18 15:00,223
08-12-18 14:00,237
08-12-18 13:00,234
08-12-18 12:00,226
08-12-18 11:00,232
08-12-18 10:00,229
08-12-18 09:00,228
08-12-18 08:00,240
08-12-18 07:00,248
08-12-18 06:00,253
08-12-18 05:00,266
08-12-18 04:00,275
08-12-18 03:00,265
08-12-18 02:00,234
08-12-18 01:00,209
08-12-18 00:00,197
07-12-18 23:00,198
07-12-18 22:00,197
07-12-18 21:00,209
07-12-18 20:00,200
07-12-18 19:00,200
07-12-18 18:00,192
07-12-18 17:00,188
07-12-18 16:00,191
07-12-18 15:00,192
07-12-18 14:00,192
07-12-18 13:00,189
07-12-18 12:00,192
07-12-18 11:00,192
07-12-18 10:00,194
07-12-18 09:00,191
07-12-18 08:00,194
07-12-18 07:00,194
07-12-18 06:00,190
07-12-18 05:00,190
07-12-18 04:00,189
07-12-18 03:00,195
07-12-18 02:00,193
07-12-18 01:00,195
07-12-18 00:00,194
06-12-18 23:00,196
06-12-18 22:00,198
06-12-18 21:00,195
06-12-18 20:00,194
06-12-18 19:00,198
06-12-18 18:00,194
06-12-18 17:00,187
06-12-18 16:00,191
06-12-18 15:00,185
06-12-18 14:00,189
06-12-18 13:00,189
06-12-18 12:00,192
06-12-18 11:00,194
06-12-18 10:00,185
06-12-18 09:00,190
06-12-18 08:00,184
06-12-18 07:00,186
06-12-18 06:00,184
06-12-18 05:00,177
06-12-18 04:00,169
06-12-18 03:00,165
06-12-18 02:00,158
06-12-18 01:00,169
06-12-18 00:00,157
05-12-18 23:00,144
05-12-18 22:00,162
05-12-18 21:00,148
05-12-18 20:00,133
05-12-18 19:00,153
05-12-18 18:00,151
05-12-18 17:00,164
05-12-18 16:00,150
05-12-18 15:00,202
05-12-18 14:00,204
05-12-18 13:00,229
05-12-18 12:00,267
05-12-18 11:00,268
05-12-18 10:00,267
05-12-18 09:00,99
05-12-18 08:00,309
05-12-18 07:00,261
05-12-18 06:00,260
05-12-18 05:00,265
05-12-18 04:00,261
05-12-18 03:00,260
05-12-18 02:00,262
05-12-18 01:00,269
05-12-18 00:00,267
04-12-18 23:00,270
04-12-18 22:00,268
04-12-18 21:00,269
04-12-18 20:00,270
04-12-18 19:00,269
04-12-18 18:00,270
04-12-18 17:00,270
04-12-18 16:00,283
04-12-18 15:00,271
04-12-18 14:00,323
04-12-18 13:00,284
04-12-18 12:00,283
04-12-18 11:00,287
04-12-18 10:00,282
04-12-18 09:00,291
04-12-18 08:00,291
04-12-18 07:00,268
04-12-18 06:00,252
04-12-18 05:00,247
04-12-18 04:00,233
04-12-18 03:00,204
04-12-18 02:00,201
04-12-18 01:00,201
04-12-18 00:00,191
03-12-18 23:00,183
03-12-18 22:00,199
03-12-18 21:00,190
03-12-18 20:00,199
03-12-18 19:00,202
03-12-18 18:00,206
03-12-18 17:00,196
03-12-18 16:00,196
03-12-18 15:00,181
03-12-18 14:00,190
03-12-18 13:00,196
03-12-18 12:00,195
03-12-18 11:00,196
03-12-18 10:00,196
03-12-18 09:00,195
03-12-18 08:00,197
03-12-18 07:00,192
03-12-18 06:00,192
03-12-18 05:00,196
03-12-18 04:00,198
03-12-18 03:00,197
03-12-18 02:00,198
03-12-18 01:00,197
03-12-18 00:00,200
02-12-18 23:00,197
02-12-18 22:00,195
02-12-18 21:00,196
02-12-18 20:00,197
02-12-18 19:00,196
02-12-18 18:00,195
02-12-18 17:00,194
02-12-18 16:00,189
02-12-18 15:00,190
02-12-18 14:00,192
02-12-18 13:00,189
02-12-18 12:00,185
02-12-18 11:00,191
02-12-18 10:00,191
02-12-18 09:00,190
02-12-18 08:00,192
02-12-18 07:00,192
02-12-18 06:00,193
02-12-18 05:00,186
02-12-18 04:00,190
02-12-18 03:00,187
02-12-18 02:00,191
02-12-18 01:00,197
02-12-18 00:00,193
01-12-18 23:00,193
01-12-18 22:00,191
01-12-18 21:00,189
01-12-18 20:00,188
01-12-18 19:00,186
01-12-18 18:00,186
01-12-18 17:00,169
01-12-18 16:00,175
01-12-18 15:00,171
01-12-18 14:00,172
01-12-18 13:00,172
01-12-18 12:00,157
01-12-18 11:00,166
01-12-18 10:00,181
01-12-18 09:00,177
01-12-18 08:00,188
01-12-18 07:00,185
01-12-18 06:00,192
01-12-18 05:00,185
01-12-18 04:00,183
01-12-18 03:00,177
01-12-18 02:00,179
01-12-18 01:00,191

