Datum Zeit,Leipzig-Mitte WINDRI
24-12-18 03:00,266
24-12-18 02:00,273
24-12-18 01:00,268
24-12-18 00:00,269
23-12-18 23:00,273
23-12-18 22:00,270
23-12-18 21:00,272
23-12-18 20:00,265
23-12-18 19:00,265
23-12-18 18:00,309
23-12-18 17:00,267
23-12-18 16:00,264
23-12-18 15:00,263
23-12-18 14:00,263
23-12-18 13:00,264
23-12-18 12:00,266
23-12-18 11:00,265
23-12-18 10:00,263
23-12-18 09:00,262
23-12-18 08:00,265
23-12-18 07:00,262
23-12-18 06:00,266
23-12-18 05:00,267
23-12-18 04:00,261
23-12-18 03:00,265
23-12-18 02:00,268
23-12-18 01:00,262
23-12-18 00:00,261
22-12-18 23:00,261
22-12-18 22:00,261
22-12-18 21:00,261
22-12-18 20:00,263
22-12-18 19:00,268
22-12-18 18:00,268
22-12-18 17:00,264
22-12-18 16:00,264
22-12-18 15:00,264
22-12-18 14:00,273
22-12-18 13:00,275
22-12-18 12:00,285
22-12-18 11:00,271
22-12-18 10:00,265
22-12-18 09:00,263
22-12-18 08:00,260
22-12-18 07:00,260
22-12-18 06:00,260
22-12-18 05:00,262
22-12-18 04:00,269
22-12-18 03:00,262
22-12-18 02:00,262
22-12-18 01:00,261
22-12-18 00:00,261
21-12-18 23:00,262
21-12-18 22:00,261
21-12-18 21:00,266
21-12-18 20:00,268
21-12-18 19:00,272
21-12-18 18:00,271
21-12-18 17:00,267
21-12-18 16:00,229
21-12-18 15:00,182
21-12-18 14:00,135
21-12-18 13:00,179
21-12-18 12:00,198
21-12-18 11:00,188
21-12-18 10:00,185
21-12-18 09:00,208
21-12-18 08:00,243
21-12-18 07:00,221
21-12-18 06:00,243
21-12-18 05:00,228
21-12-18 04:00,269
21-12-18 03:00,241
21-12-18 02:00,265
21-12-18 01:00,234
21-12-18 00:00,203
20-12-18 23:00,253
20-12-18 22:00,272
20-12-18 21:00,273
20-12-18 20:00,266
20-12-18 19:00,273
20-12-18 18:00,271
20-12-18 17:00,274
20-12-18 16:00,263
20-12-18 15:00,268
20-12-18 14:00,267
20-12-18 13:00,270
20-12-18 12:00,240
20-12-18 11:00,229
20-12-18 10:00,211
20-12-18 09:00,203
20-12-18 08:00,204
20-12-18 07:00,184
20-12-18 06:00,201
20-12-18 05:00,206
20-12-18 04:00,228
20-12-18 03:00,211
20-12-18 02:00,230
20-12-18 01:00,233
20-12-18 00:00,201
19-12-18 23:00,138
19-12-18 22:00,172
19-12-18 21:00,193
19-12-18 20:00,169
19-12-18 19:00,244
19-12-18 18:00,219
19-12-18 17:00,204
19-12-18 16:00,220
19-12-18 15:00,228
19-12-18 14:00,222
19-12-18 13:00,210
19-12-18 12:00,210
19-12-18 11:00,122
19-12-18 10:00,98
19-12-18 09:00,93
19-12-18 08:00,87
19-12-18 07:00,85
19-12-18 06:00,84
19-12-18 05:00,94
19-12-18 04:00,94
19-12-18 03:00,82
19-12-18 02:00,93
19-12-18 01:00,88
19-12-18 00:00,93
18-12-18 23:00,88
18-12-18 22:00,85
18-12-18 21:00,89
18-12-18 20:00,109
18-12-18 19:00,136
18-12-18 18:00,99
18-12-18 17:00,88
18-12-18 16:00,99
18-12-18 15:00,254
18-12-18 14:00,254
18-12-18 13:00,240
18-12-18 12:00,267
18-12-18 11:00,270
18-12-18 10:00,269
18-12-18 09:00,267
18-12-18 08:00,272
18-12-18 07:00,272
18-12-18 06:00,270
18-12-18 05:00,269
18-12-18 04:00,265
18-12-18 03:00,267
18-12-18 02:00,273
18-12-18 01:00,273
18-12-18 00:00,274
17-12-18 23:00,275
17-12-18 22:00,273
17-12-18 21:00,276
17-12-18 20:00,276
17-12-18 19:00,271
17-12-18 18:00,261
17-12-18 17:00,244
17-12-18 16:00,260
17-12-18 15:00,244
17-12-18 14:00,267
17-12-18 13:00,261
17-12-18 12:00,264
17-12-18 11:00,261
17-12-18 10:00,267
17-12-18 09:00,274
17-12-18 08:00,267
17-12-18 07:00,274
17-12-18 06:00,271
17-12-18 05:00,270
17-12-18 04:00,268
17-12-18 03:00,271
17-12-18 02:00,269
17-12-18 01:00,273
17-12-18 00:00,272
16-12-18 23:00,273
16-12-18 22:00,266
16-12-18 21:00,124
16-12-18 20:00,182
16-12-18 19:00,246
16-12-18 18:00,197
16-12-18 17:00,96
16-12-18 16:00,97
16-12-18 15:00,96
16-12-18 14:00,96
16-12-18 13:00,96
16-12-18 12:00,95
16-12-18 11:00,97
16-12-18 10:00,94
16-12-18 09:00,93
16-12-18 08:00,93
16-12-18 07:00,90
16-12-18 06:00,91
16-12-18 05:00,87
16-12-18 04:00,87
16-12-18 03:00,95
16-12-18 02:00,89
16-12-18 01:00,91
16-12-18 00:00,86
15-12-18 23:00,88
15-12-18 22:00,90
15-12-18 21:00,88
15-12-18 20:00,94
15-12-18 19:00,92
15-12-18 18:00,66
15-12-18 17:00,72
15-12-18 16:00,48
15-12-18 15:00,88
15-12-18 14:00,46
15-12-18 13:00,60
15-12-18 12:00,80
15-12-18 11:00,91
15-12-18 10:00,47
15-12-18 09:00,85
15-12-18 08:00,91
15-12-18 07:00,89
15-12-18 06:00,91
15-12-18 05:00,92
15-12-18 04:00,91
15-12-18 03:00,93
15-12-18 02:00,91
15-12-18 01:00,93
15-12-18 00:00,88
14-12-18 23:00,64
14-12-18 22:00,82
14-12-18 21:00,91
14-12-18 20:00,91
14-12-18 19:00,92
14-12-18 18:00,86
14-12-18 17:00,92
14-12-18 16:00,90
14-12-18 15:00,90
14-12-18 14:00,90
14-12-18 13:00,92
14-12-18 12:00,91
14-12-18 11:00,92
14-12-18 10:00,87
14-12-18 09:00,91
14-12-18 08:00,95
14-12-18 07:00,78
14-12-18 06:00,91
14-12-18 05:00,87
14-12-18 04:00,90
14-12-18 03:00,84
14-12-18 02:00,88
14-12-18 01:00,89
14-12-18 00:00,94
13-12-18 23:00,92
13-12-18 22:00,93
13-12-18 21:00,86
13-12-18 20:00,92
13-12-18 19:00,89
13-12-18 18:00,91
13-12-18 17:00,91
13-12-18 16:00,94
13-12-18 15:00,80
13-12-18 14:00,51
13-12-18 13:00,56
13-12-18 12:00,47
13-12-18 11:00,50
13-12-18 10:00,78
13-12-18 09:00,75
13-12-18 08:00,47
13-12-18 07:00,57
13-12-18 06:00,48
13-12-18 05:00,52
13-12-18 04:00,58
13-12-18 03:00,79
13-12-18 02:00,88
13-12-18 01:00,91
13-12-18 00:00,90
12-12-18 23:00,65
12-12-18 22:00,70
12-12-18 21:00,43
12-12-18 20:00,44
12-12-18 19:00,58
12-12-18 18:00,55
12-12-18 17:00,340
12-12-18 16:00,338
12-12-18 15:00,337
12-12-18 14:00,324
12-12-18 13:00,331
12-12-18 12:00,335
12-12-18 11:00,333
12-12-18 10:00,335
12-12-18 09:00,332
12-12-18 08:00,325
12-12-18 07:00,316
12-12-18 06:00,283
12-12-18 05:00,281
12-12-18 04:00,305
12-12-18 03:00,316
12-12-18 02:00,318
12-12-18 01:00,311
12-12-18 00:00,286
11-12-18 23:00,273
11-12-18 22:00,277
11-12-18 21:00,276
11-12-18 20:00,282
11-12-18 19:00,275
11-12-18 18:00,277
11-12-18 17:00,271
11-12-18 16:00,276
11-12-18 15:00,272
11-12-18 14:00,272
11-12-18 13:00,277
11-12-18 12:00,275
11-12-18 11:00,269
11-12-18 10:00,268
11-12-18 09:00,268
11-12-18 08:00,268
11-12-18 07:00,268
11-12-18 06:00,267
11-12-18 05:00,261
11-12-18 04:00,264
11-12-18 03:00,262
11-12-18 02:00,263
11-12-18 01:00,263
11-12-18 00:00,262
10-12-18 23:00,261
10-12-18 22:00,262
10-12-18 21:00,262
10-12-18 20:00,263
10-12-18 19:00,262
10-12-18 18:00,262
10-12-18 17:00,263
10-12-18 16:00,263
10-12-18 15:00,264
10-12-18 14:00,265
10-12-18 13:00,264
10-12-18 12:00,263
10-12-18 11:00,264
10-12-18 10:00,264
10-12-18 09:00,261
10-12-18 08:00,262
10-12-18 07:00,263
10-12-18 06:00,264
10-12-18 05:00,262
10-12-18 04:00,262
10-12-18 03:00,264
10-12-18 02:00,263
10-12-18 01:00,262
10-12-18 00:00,263
09-12-18 23:00,263
09-12-18 22:00,262
09-12-18 21:00,261
09-12-18 20:00,263
09-12-18 19:00,262
09-12-18 18:00,264
09-12-18 17:00,262
09-12-18 16:00,263
09-12-18 15:00,262
09-12-18 14:00,264
09-12-18 13:00,263
09-12-18 12:00,264
09-12-18 11:00,262
09-12-18 10:00,264
09-12-18 09:00,263
09-12-18 08:00,263
09-12-18 07:00,263
09-12-18 06:00,265
09-12-18 05:00,267
09-12-18 04:00,269
09-12-18 03:00,270
09-12-18 02:00,258
09-12-18 01:00,249
09-12-18 00:00,254
08-12-18 23:00,254
08-12-18 22:00,269
08-12-18 21:00,269
08-12-18 20:00,269
08-12-18 19:00,268
08-12-18 18:00,268
08-12-18 17:00,268
08-12-18 16:00,268
08-12-18 15:00,268
08-12-18 14:00,268
08-12-18 13:00,268
08-12-18 12:00,270
08-12-18 11:00,268
08-12-18 10:00,271
08-12-18 09:00,271
08-12-18 08:00,270
08-12-18 07:00,265
08-12-18 06:00,263
08-12-18 05:00,262
08-12-18 04:00,263
08-12-18 03:00,262
08-12-18 02:00,262
08-12-18 01:00,264
08-12-18 00:00,270
07-12-18 23:00,272
07-12-18 22:00,271
07-12-18 21:00,270
07-12-18 20:00,267
07-12-18 19:00,268
07-12-18 18:00,252
07-12-18 17:00,259
07-12-18 16:00,259
07-12-18 15:00,270
07-12-18 14:00,270
07-12-18 13:00,272
07-12-18 12:00,268
07-12-18 11:00,272
07-12-18 10:00,274
07-12-18 09:00,275
07-12-18 08:00,274
07-12-18 07:00,273
07-12-18 06:00,272
07-12-18 05:00,271
07-12-18 04:00,268
07-12-18 03:00,269
07-12-18 02:00,264
07-12-18 01:00,263
07-12-18 00:00,251
06-12-18 23:00,270
06-12-18 22:00,263
06-12-18 21:00,264
06-12-18 20:00,272
06-12-18 19:00,271
06-12-18 18:00,271
06-12-18 17:00,273
06-12-18 16:00,275
06-12-18 15:00,271
06-12-18 14:00,274
06-12-18 13:00,268
06-12-18 12:00,267
06-12-18 11:00,262
06-12-18 10:00,262
06-12-18 09:00,226
06-12-18 08:00,204
06-12-18 07:00,105
06-12-18 06:00,101
06-12-18 05:00,78
06-12-18 04:00,87
06-12-18 03:00,85
06-12-18 02:00,7
06-12-18 01:00,90
06-12-18 00:00,87
05-12-18 23:00,86
05-12-18 22:00,88
05-12-18 21:00,86
05-12-18 20:00,83
05-12-18 19:00,84
05-12-18 18:00,84
05-12-18 17:00,90
05-12-18 16:00,95
05-12-18 15:00,97
05-12-18 14:00,97
05-12-18 13:00,124
05-12-18 12:00,159
05-12-18 11:00,217
05-12-18 10:00,190
05-12-18 09:00,219
05-12-18 08:00,229
05-12-18 07:00,216
05-12-18 06:00,268
05-12-18 05:00,269
05-12-18 04:00,271
05-12-18 03:00,269
05-12-18 02:00,267
05-12-18 01:00,267
05-12-18 00:00,266
04-12-18 23:00,270
04-12-18 22:00,268
04-12-18 21:00,263
04-12-18 20:00,263
04-12-18 19:00,262
04-12-18 18:00,267
04-12-18 17:00,268
04-12-18 16:00,274
04-12-18 15:00,274
04-12-18 14:00,273
04-12-18 13:00,273
04-12-18 12:00,274
04-12-18 11:00,266
04-12-18 10:00,267
04-12-18 09:00,264
04-12-18 08:00,272
04-12-18 07:00,271
04-12-18 06:00,279
04-12-18 05:00,265
04-12-18 04:00,264
04-12-18 03:00,264
04-12-18 02:00,266
04-12-18 01:00,272
04-12-18 00:00,273
03-12-18 23:00,271
03-12-18 22:00,246
03-12-18 21:00,247
03-12-18 20:00,263
03-12-18 19:00,265
03-12-18 18:00,265
03-12-18 17:00,270
03-12-18 16:00,269
03-12-18 15:00,271
03-12-18 14:00,268
03-12-18 13:00,266
03-12-18 12:00,267
03-12-18 11:00,268
03-12-18 10:00,270
03-12-18 09:00,270
03-12-18 08:00,269
03-12-18 07:00,271
03-12-18 06:00,269
03-12-18 05:00,275
03-12-18 04:00,250
03-12-18 03:00,270
03-12-18 02:00,264
03-12-18 01:00,188
03-12-18 00:00,225
02-12-18 23:00,273
02-12-18 22:00,269
02-12-18 21:00,270
02-12-18 20:00,276
02-12-18 19:00,274
02-12-18 18:00,273
02-12-18 17:00,265
02-12-18 16:00,260
02-12-18 15:00,239
02-12-18 14:00,208
02-12-18 13:00,211
02-12-18 12:00,200
02-12-18 11:00,203
02-12-18 10:00,124
02-12-18 09:00,144
02-12-18 08:00,211
02-12-18 07:00,236
02-12-18 06:00,182
02-12-18 05:00,193
02-12-18 04:00,198
02-12-18 03:00,134
02-12-18 02:00,194
02-12-18 01:00,186
02-12-18 00:00,192
01-12-18 23:00,204
01-12-18 22:00,199
01-12-18 21:00,210
01-12-18 20:00,192
01-12-18 19:00,222
01-12-18 18:00,264
01-12-18 17:00,272
01-12-18 16:00,272
01-12-18 15:00,268
01-12-18 14:00,271
01-12-18 13:00,271
01-12-18 12:00,262
01-12-18 11:00,263
01-12-18 10:00,269
01-12-18 09:00,264
01-12-18 08:00,271
01-12-18 07:00,272
01-12-18 06:00,272
01-12-18 05:00,272
01-12-18 04:00,276
01-12-18 03:00,275
01-12-18 02:00,275
01-12-18 01:00,273

