Datum Zeit,Zwickau-Werdauer Straße PM10_HVS
,µg/m³
31-12-18,
30-12-18,
29-12-18,
28-12-18,
27-12-18,
26-12-18,
25-12-18,
24-12-18,
23-12-18,
22-12-18,
21-12-18,
20-12-18,
19-12-18,
18-12-18,16.43
17-12-18,15.11
16-12-18,20.13
15-12-18,26.13
14-12-18,23.85
13-12-18,19.91
12-12-18,8.80
11-12-18,7.34
10-12-18,7.69
09-12-18,2.58
08-12-18,3.60
07-12-18,3.95
06-12-18,9.14
05-12-18,18.80
04-12-18,9.35
03-12-18,2.90
02-12-18,3.80
01-12-18,16.24

