Datum Zeit,Brockau WINDGE
,m/sec
01-01-19 00:00,
31-12-18 23:00,
31-12-18 22:00,
31-12-18 21:00,
31-12-18 20:00,
31-12-18 19:00,
31-12-18 18:00,
31-12-18 17:00,
31-12-18 16:00,
31-12-18 15:00,
31-12-18 14:00,
31-12-18 13:00,
31-12-18 12:00,
31-12-18 11:00,
31-12-18 10:00,
31-12-18 09:00,
31-12-18 08:00,
31-12-18 07:00,
31-12-18 06:00,
31-12-18 05:00,
31-12-18 04:00,
31-12-18 03:00,
31-12-18 02:00,
31-12-18 01:00,
31-12-18 00:00,
30-12-18 23:00,
30-12-18 22:00,
30-12-18 21:00,
30-12-18 20:00,
30-12-18 19:00,
30-12-18 18:00,
30-12-18 17:00,
30-12-18 16:00,
30-12-18 15:00,
30-12-18 14:00,
30-12-18 13:00,
30-12-18 12:00,
30-12-18 11:00,
30-12-18 10:00,
30-12-18 09:00,
30-12-18 08:00,
30-12-18 07:00,
30-12-18 06:00,
30-12-18 05:00,
30-12-18 04:00,5.3
30-12-18 03:00,5.4
30-12-18 02:00,6.1
30-12-18 01:00,6.3
30-12-18 00:00,6.7
29-12-18 23:00,7.1
29-12-18 22:00,6.8
29-12-18 21:00,6.1
29-12-18 20:00,4.4
29-12-18 19:00,6.0
29-12-18 18:00,6.5
29-12-18 17:00,5.1
29-12-18 16:00,5.2
29-12-18 15:00,5.4
29-12-18 14:00,4.8
29-12-18 13:00,3.9
29-12-18 12:00,3.2
29-12-18 11:00,3.4
29-12-18 10:00,3.7
29-12-18 09:00,3.4
29-12-18 08:00,3.4
29-12-18 07:00,3.0
29-12-18 06:00,3.4
29-12-18 05:00,3.7
29-12-18 04:00,3.4
29-12-18 03:00,2.9
29-12-18 02:00,2.9
29-12-18 01:00,2.3
29-12-18 00:00,2.2
28-12-18 23:00,2.3
28-12-18 22:00,2.6
28-12-18 21:00,2.3
28-12-18 20:00,3.2
28-12-18 19:00,3.1
28-12-18 18:00,3.3
28-12-18 17:00,3.3
28-12-18 16:00,3.3
28-12-18 15:00,2.1
28-12-18 14:00,2.8
28-12-18 13:00,2.5
28-12-18 12:00,1.8
28-12-18 11:00,2.0
28-12-18 10:00,1.6
28-12-18 09:00,1.2
28-12-18 08:00,1.1
28-12-18 07:00,2.1
28-12-18 06:00,3.0
28-12-18 05:00,2.8
28-12-18 04:00,2.8
28-12-18 03:00,3.1
28-12-18 02:00,3.6
28-12-18 01:00,3.6
28-12-18 00:00,3.5
27-12-18 23:00,3.3
27-12-18 22:00,3.0
27-12-18 21:00,2.8
27-12-18 20:00,3.3
27-12-18 19:00,3.7
27-12-18 18:00,3.9
27-12-18 17:00,4.5
27-12-18 16:00,4.7
27-12-18 15:00,4.5
27-12-18 14:00,4.4
27-12-18 13:00,4.6
27-12-18 12:00,4.7
27-12-18 11:00,4.5
27-12-18 10:00,4.7
27-12-18 09:00,4.9
27-12-18 08:00,4.5
27-12-18 07:00,4.3
27-12-18 06:00,4.7
27-12-18 05:00,4.2
27-12-18 04:00,4.3
27-12-18 03:00,4.4
27-12-18 02:00,4.4
27-12-18 01:00,4.2
27-12-18 00:00,4.0
26-12-18 23:00,4.3
26-12-18 22:00,4.4
26-12-18 21:00,4.8
26-12-18 20:00,4.5
26-12-18 19:00,4.8
26-12-18 18:00,4.7
26-12-18 17:00,4.6
26-12-18 16:00,3.9
26-12-18 15:00,3.7
26-12-18 14:00,3.3
26-12-18 13:00,3.3
26-12-18 12:00,4.3
26-12-18 11:00,5.3
26-12-18 10:00,5.0
26-12-18 09:00,3.7
26-12-18 08:00,3.5
26-12-18 07:00,3.9
26-12-18 06:00,4.5
26-12-18 05:00,3.7
26-12-18 04:00,3.0
26-12-18 03:00,3.3
26-12-18 02:00,3.5
26-12-18 01:00,3.4
26-12-18 00:00,2.9
25-12-18 23:00,3.2
25-12-18 22:00,3.6
25-12-18 21:00,3.7
25-12-18 20:00,3.9
25-12-18 19:00,3.9
25-12-18 18:00,3.7
25-12-18 17:00,3.8
25-12-18 16:00,3.4
25-12-18 15:00,4.3
25-12-18 14:00,3.7
25-12-18 13:00,3.6
25-12-18 12:00,3.7
25-12-18 11:00,4.5
25-12-18 10:00,4.5
25-12-18 09:00,4.3
25-12-18 08:00,3.8
25-12-18 07:00,3.0
25-12-18 06:00,3.1
25-12-18 05:00,2.8
25-12-18 04:00,2.6
25-12-18 03:00,2.7
25-12-18 02:00,3.0
25-12-18 01:00,2.7
25-12-18 00:00,3.0
24-12-18 23:00,2.8
24-12-18 22:00,2.9
24-12-18 21:00,1.9
24-12-18 20:00,2.4
24-12-18 19:00,1.8
24-12-18 18:00,2.3
24-12-18 17:00,2.4
24-12-18 16:00,2.7
24-12-18 15:00,2.0
24-12-18 14:00,3.3
24-12-18 13:00,3.5
24-12-18 12:00,3.5
24-12-18 11:00,3.1
24-12-18 10:00,3.3
24-12-18 09:00,3.6
24-12-18 08:00,3.4
24-12-18 07:00,4.2
24-12-18 06:00,3.8
24-12-18 05:00,2.8
24-12-18 04:00,2.8
24-12-18 03:00,2.8
24-12-18 02:00,2.8
24-12-18 01:00,2.6
24-12-18 00:00,2.0
23-12-18 23:00,1.7
23-12-18 22:00,1.4
23-12-18 21:00,2.3
23-12-18 20:00,2.3
23-12-18 19:00,2.1
23-12-18 18:00,2.7
23-12-18 17:00,3.1
23-12-18 16:00,3.6
23-12-18 15:00,3.9
23-12-18 14:00,4.5
23-12-18 13:00,5.2
23-12-18 12:00,5.5
23-12-18 11:00,4.9
23-12-18 10:00,4.8
23-12-18 09:00,4.0
23-12-18 08:00,3.7
23-12-18 07:00,4.2
23-12-18 06:00,4.1
23-12-18 05:00,3.4
23-12-18 04:00,3.5
23-12-18 03:00,3.5
23-12-18 02:00,5.2
23-12-18 01:00,4.9
23-12-18 00:00,4.8
22-12-18 23:00,4.4
22-12-18 22:00,3.9
22-12-18 21:00,4.1
22-12-18 20:00,4.2
22-12-18 19:00,4.5
22-12-18 18:00,3.1
22-12-18 17:00,3.8
22-12-18 16:00,6.9
22-12-18 15:00,8.4
22-12-18 14:00,8.1
22-12-18 13:00,8.3
22-12-18 12:00,7.7
22-12-18 11:00,7.2
22-12-18 10:00,7.5
22-12-18 09:00,6.0
22-12-18 08:00,6.6
22-12-18 07:00,4.4
22-12-18 06:00,6.1
22-12-18 05:00,6.4
22-12-18 04:00,5.4
22-12-18 03:00,4.5
22-12-18 02:00,5.1
22-12-18 01:00,6.6
22-12-18 00:00,5.2
21-12-18 23:00,7.1
21-12-18 22:00,8.1
21-12-18 21:00,8.8
21-12-18 20:00,10.2
21-12-18 19:00,10.3
21-12-18 18:00,6.4
21-12-18 17:00,6.9
21-12-18 16:00,9.1
21-12-18 15:00,8.5
21-12-18 14:00,6.5
21-12-18 13:00,6.1
21-12-18 12:00,6.6
21-12-18 11:00,6.0
21-12-18 10:00,6.3
21-12-18 09:00,6.4
21-12-18 08:00,5.9
21-12-18 07:00,5.7
21-12-18 06:00,5.3
21-12-18 05:00,5.5
21-12-18 04:00,5.0
21-12-18 03:00,5.3
21-12-18 02:00,5.0
21-12-18 01:00,5.5
21-12-18 00:00,4.6
20-12-18 23:00,4.6
20-12-18 22:00,4.5
20-12-18 21:00,5.4
20-12-18 20:00,5.3
20-12-18 19:00,5.2
20-12-18 18:00,3.3
20-12-18 17:00,3.9
20-12-18 16:00,4.0
20-12-18 15:00,3.6
20-12-18 14:00,4.5
20-12-18 13:00,5.7
20-12-18 12:00,4.5
20-12-18 11:00,4.3
20-12-18 10:00,4.1
20-12-18 09:00,4.4
20-12-18 08:00,4.1
20-12-18 07:00,4.8
20-12-18 06:00,4.6
20-12-18 05:00,4.9
20-12-18 04:00,4.4
20-12-18 03:00,4.6
20-12-18 02:00,4.0
20-12-18 01:00,4.2
20-12-18 00:00,4.4
19-12-18 23:00,3.9
19-12-18 22:00,3.6
19-12-18 21:00,4.2
19-12-18 20:00,4.7
19-12-18 19:00,4.8
19-12-18 18:00,4.7
19-12-18 17:00,4.4
19-12-18 16:00,4.2
19-12-18 15:00,5.2
19-12-18 14:00,5.0
19-12-18 13:00,5.5
19-12-18 12:00,5.8
19-12-18 11:00,6.3
19-12-18 10:00,6.1
19-12-18 09:00,4.9
19-12-18 08:00,5.6
19-12-18 07:00,5.2
19-12-18 06:00,3.5
19-12-18 05:00,1.7
19-12-18 04:00,2.7
19-12-18 03:00,3.6
19-12-18 02:00,2.2
19-12-18 01:00,2.4
19-12-18 00:00,2.1
18-12-18 23:00,2.1
18-12-18 22:00,3.8
18-12-18 21:00,3.9
18-12-18 20:00,3.9
18-12-18 19:00,3.3
18-12-18 18:00,3.0
18-12-18 17:00,2.3
18-12-18 16:00,2.0
18-12-18 15:00,2.1
18-12-18 14:00,1.9
18-12-18 13:00,2.4
18-12-18 12:00,2.9
18-12-18 11:00,3.1
18-12-18 10:00,2.6
18-12-18 09:00,2.2
18-12-18 08:00,2.4
18-12-18 07:00,3.1
18-12-18 06:00,3.5
18-12-18 05:00,3.2
18-12-18 04:00,4.1
18-12-18 03:00,3.6
18-12-18 02:00,3.4
18-12-18 01:00,3.7
18-12-18 00:00,4.4
17-12-18 23:00,4.5
17-12-18 22:00,3.9
17-12-18 21:00,4.1
17-12-18 20:00,4.8
17-12-18 19:00,3.7
17-12-18 18:00,4.5
17-12-18 17:00,4.1
17-12-18 16:00,3.3
17-12-18 15:00,3.0
17-12-18 14:00,5.1
17-12-18 13:00,5.5
17-12-18 12:00,4.0
17-12-18 11:00,3.9
17-12-18 10:00,3.8
17-12-18 09:00,3.7
17-12-18 08:00,3.8
17-12-18 07:00,3.5
17-12-18 06:00,2.6
17-12-18 05:00,2.4
17-12-18 04:00,2.0
17-12-18 03:00,3.7
17-12-18 02:00,3.7
17-12-18 01:00,4.1
17-12-18 00:00,4.1
16-12-18 23:00,3.5
16-12-18 22:00,3.8
16-12-18 21:00,4.4
16-12-18 20:00,4.9
16-12-18 19:00,4.5
16-12-18 18:00,4.1
16-12-18 17:00,4.8
16-12-18 16:00,4.1
16-12-18 15:00,4.6
16-12-18 14:00,4.6
16-12-18 13:00,4.4
16-12-18 12:00,4.5
16-12-18 11:00,2.1
16-12-18 10:00,1.6
16-12-18 09:00,1.0
16-12-18 08:00,1.4
16-12-18 07:00,2.1
16-12-18 06:00,1.5
16-12-18 05:00,1.3
16-12-18 04:00,1.4
16-12-18 03:00,1.7
16-12-18 02:00,1.6
16-12-18 01:00,1.6
16-12-18 00:00,1.6
15-12-18 23:00,1.5
15-12-18 22:00,1.4
15-12-18 21:00,1.4
15-12-18 20:00,1.6
15-12-18 19:00,1.4
15-12-18 18:00,1.5
15-12-18 17:00,2.5
15-12-18 16:00,2.8
15-12-18 15:00,2.8
15-12-18 14:00,2.0
15-12-18 13:00,2.0
15-12-18 12:00,2.5
15-12-18 11:00,2.1
15-12-18 10:00,2.4
15-12-18 09:00,2.3
15-12-18 08:00,1.6
15-12-18 07:00,0.5
15-12-18 06:00,0.6
15-12-18 05:00,0.6
15-12-18 04:00,0.7
15-12-18 03:00,1.0
15-12-18 02:00,0.9
15-12-18 01:00,0.9
15-12-18 00:00,0.9
14-12-18 23:00,0.7
14-12-18 22:00,0.9
14-12-18 21:00,1.1
14-12-18 20:00,1.2
14-12-18 19:00,1.2
14-12-18 18:00,1.6
14-12-18 17:00,2.5
14-12-18 16:00,2.4
14-12-18 15:00,2.8
14-12-18 14:00,2.7
14-12-18 13:00,2.3
14-12-18 12:00,2.5
14-12-18 11:00,1.3
14-12-18 10:00,1.4
14-12-18 09:00,1.1
14-12-18 08:00,1.4
14-12-18 07:00,2.2
14-12-18 06:00,3.4
14-12-18 05:00,3.4
14-12-18 04:00,2.0
14-12-18 03:00,2.5
14-12-18 02:00,2.6
14-12-18 01:00,2.1
14-12-18 00:00,2.3
13-12-18 23:00,2.8
13-12-18 22:00,3.3
13-12-18 21:00,3.0
13-12-18 20:00,2.3
13-12-18 19:00,2.3
13-12-18 18:00,2.6
13-12-18 17:00,3.4
13-12-18 16:00,3.1
13-12-18 15:00,3.2
13-12-18 14:00,3.1
13-12-18 13:00,3.2
13-12-18 12:00,2.9
13-12-18 11:00,1.8
13-12-18 10:00,2.2
13-12-18 09:00,3.5
13-12-18 08:00,3.4
13-12-18 07:00,3.2
13-12-18 06:00,1.8
13-12-18 05:00,3.0
13-12-18 04:00,2.9
13-12-18 03:00,3.1
13-12-18 02:00,2.9
13-12-18 01:00,1.7
13-12-18 00:00,2.2
12-12-18 23:00,2.9
12-12-18 22:00,2.4
12-12-18 21:00,2.4
12-12-18 20:00,2.9
12-12-18 19:00,2.7
12-12-18 18:00,2.9
12-12-18 17:00,2.8
12-12-18 16:00,2.7
12-12-18 15:00,2.6
12-12-18 14:00,2.3
12-12-18 13:00,2.3
12-12-18 12:00,2.3
12-12-18 11:00,2.6
12-12-18 10:00,2.5
12-12-18 09:00,2.5
12-12-18 08:00,1.8
12-12-18 07:00,2.0
12-12-18 06:00,1.8
12-12-18 05:00,1.8
12-12-18 04:00,2.5
12-12-18 03:00,2.1
12-12-18 02:00,2.7
12-12-18 01:00,2.5
12-12-18 00:00,2.6
11-12-18 23:00,2.1
11-12-18 22:00,2.3
11-12-18 21:00,3.6
11-12-18 20:00,4.0
11-12-18 19:00,4.5
11-12-18 18:00,5.4
11-12-18 17:00,4.5
11-12-18 16:00,4.0
11-12-18 15:00,4.7
11-12-18 14:00,6.3
11-12-18 13:00,7.2
11-12-18 12:00,6.6
11-12-18 11:00,7.3
11-12-18 10:00,6.5
11-12-18 09:00,5.6
11-12-18 08:00,5.1
11-12-18 07:00,6.4
11-12-18 06:00,6.6
11-12-18 05:00,6.4
11-12-18 04:00,6.6
11-12-18 03:00,7.0
11-12-18 02:00,6.9
11-12-18 01:00,6.5
11-12-18 00:00,6.5
10-12-18 23:00,6.3
10-12-18 22:00,6.1
10-12-18 21:00,6.4
10-12-18 20:00,6.1
10-12-18 19:00,3.8
10-12-18 18:00,4.7
10-12-18 17:00,7.1
10-12-18 16:00,5.5
10-12-18 15:00,5.6
10-12-18 14:00,6.2
10-12-18 13:00,6.6
10-12-18 12:00,5.9
10-12-18 11:00,6.0
10-12-18 10:00,5.2
10-12-18 09:00,6.9
10-12-18 08:00,6.7
10-12-18 07:00,6.9
10-12-18 06:00,6.7
10-12-18 05:00,6.5
10-12-18 04:00,6.1
10-12-18 03:00,5.3
10-12-18 02:00,5.8
10-12-18 01:00,5.3
10-12-18 00:00,5.9
09-12-18 23:00,5.0
09-12-18 22:00,6.5
09-12-18 21:00,5.5
09-12-18 20:00,4.7
09-12-18 19:00,4.8
09-12-18 18:00,4.0
09-12-18 17:00,3.8
09-12-18 16:00,4.9
09-12-18 15:00,7.0
09-12-18 14:00,8.1
09-12-18 13:00,7.5
09-12-18 12:00,7.0
09-12-18 11:00,6.9
09-12-18 10:00,6.8
09-12-18 09:00,6.7
09-12-18 08:00,6.4
09-12-18 07:00,7.2
09-12-18 06:00,7.6
09-12-18 05:00,8.9
09-12-18 04:00,7.8
09-12-18 03:00,9.7
09-12-18 02:00,9.1
09-12-18 01:00,8.4
09-12-18 00:00,8.4
08-12-18 23:00,7.7
08-12-18 22:00,7.6
08-12-18 21:00,6.9
08-12-18 20:00,8.3
08-12-18 19:00,8.4
08-12-18 18:00,8.7
08-12-18 17:00,9.1
08-12-18 16:00,9.2
08-12-18 15:00,9.9
08-12-18 14:00,10.0
08-12-18 13:00,10.2
08-12-18 12:00,10.2
08-12-18 11:00,9.9
08-12-18 10:00,9.5
08-12-18 09:00,8.2
08-12-18 08:00,7.8
08-12-18 07:00,7.1
08-12-18 06:00,6.3
08-12-18 05:00,6.8
08-12-18 04:00,5.8
08-12-18 03:00,4.5
08-12-18 02:00,5.8
08-12-18 01:00,9.4
08-12-18 00:00,9.3
07-12-18 23:00,8.8
07-12-18 22:00,9.3
07-12-18 21:00,9.4
07-12-18 20:00,10.2
07-12-18 19:00,8.1
07-12-18 18:00,7.0
07-12-18 17:00,8.2
07-12-18 16:00,8.5
07-12-18 15:00,8.0
07-12-18 14:00,6.9
07-12-18 13:00,8.0
07-12-18 12:00,7.7
07-12-18 11:00,6.4
07-12-18 10:00,6.4
07-12-18 09:00,7.0
07-12-18 08:00,7.9
07-12-18 07:00,6.7
07-12-18 06:00,6.3
07-12-18 05:00,6.8
07-12-18 04:00,6.0
07-12-18 03:00,6.6
07-12-18 02:00,6.2
07-12-18 01:00,4.5
07-12-18 00:00,4.6
06-12-18 23:00,4.3
06-12-18 22:00,3.7
06-12-18 21:00,3.7
06-12-18 20:00,4.6
06-12-18 19:00,4.8
06-12-18 18:00,4.7
06-12-18 17:00,4.8
06-12-18 16:00,5.8
06-12-18 15:00,5.4
06-12-18 14:00,5.4
06-12-18 13:00,6.2
06-12-18 12:00,5.4
06-12-18 11:00,6.2
06-12-18 10:00,6.1
06-12-18 09:00,6.0
06-12-18 08:00,6.4
06-12-18 07:00,6.5
06-12-18 06:00,5.7
06-12-18 05:00,5.5
06-12-18 04:00,4.7
06-12-18 03:00,3.2
06-12-18 02:00,4.4
06-12-18 01:00,3.2
06-12-18 00:00,2.7
05-12-18 23:00,2.8
05-12-18 22:00,1.7
05-12-18 21:00,1.2
05-12-18 20:00,1.1
05-12-18 19:00,1.1
05-12-18 18:00,1.5
05-12-18 17:00,1.8
05-12-18 16:00,1.6
05-12-18 15:00,2.4
05-12-18 14:00,3.7
05-12-18 13:00,2.8
05-12-18 12:00,2.5
05-12-18 11:00,2.8
05-12-18 10:00,2.8
05-12-18 09:00,2.4
05-12-18 08:00,1.7
05-12-18 07:00,2.0
05-12-18 06:00,1.2
05-12-18 05:00,2.1
05-12-18 04:00,2.6
05-12-18 03:00,2.6
05-12-18 02:00,2.5
05-12-18 01:00,2.3
05-12-18 00:00,2.2
04-12-18 23:00,1.5
04-12-18 22:00,2.0
04-12-18 21:00,1.6
04-12-18 20:00,1.5
04-12-18 19:00,1.2
04-12-18 18:00,2.2
04-12-18 17:00,3.4
04-12-18 16:00,4.0
04-12-18 15:00,3.9
04-12-18 14:00,5.2
04-12-18 13:00,4.1
04-12-18 12:00,4.8
04-12-18 11:00,4.5
04-12-18 10:00,4.1
04-12-18 09:00,4.0
04-12-18 08:00,3.1
04-12-18 07:00,4.2
04-12-18 06:00,5.3
04-12-18 05:00,5.7
04-12-18 04:00,6.0
04-12-18 03:00,5.7
04-12-18 02:00,5.5
04-12-18 01:00,5.0
04-12-18 00:00,4.6
03-12-18 23:00,4.3
03-12-18 22:00,4.5
03-12-18 21:00,4.3
03-12-18 20:00,4.7
03-12-18 19:00,4.8
03-12-18 18:00,4.0
03-12-18 17:00,3.7
03-12-18 16:00,3.9
03-12-18 15:00,5.1
03-12-18 14:00,5.0
03-12-18 13:00,6.0
03-12-18 12:00,6.0
03-12-18 11:00,5.6
03-12-18 10:00,5.1
03-12-18 09:00,5.9
03-12-18 08:00,5.6
03-12-18 07:00,5.2
03-12-18 06:00,5.1
03-12-18 05:00,4.5
03-12-18 04:00,4.9
03-12-18 03:00,4.9
03-12-18 02:00,5.5
03-12-18 01:00,5.0
03-12-18 00:00,5.4
02-12-18 23:00,5.4
02-12-18 22:00,5.6
02-12-18 21:00,6.1
02-12-18 20:00,6.4
02-12-18 19:00,5.5
02-12-18 18:00,6.4
02-12-18 17:00,5.5
02-12-18 16:00,6.1
02-12-18 15:00,6.8
02-12-18 14:00,6.4
02-12-18 13:00,6.2
02-12-18 12:00,6.7
02-12-18 11:00,6.8
02-12-18 10:00,7.3
02-12-18 09:00,7.0
02-12-18 08:00,7.3
02-12-18 07:00,6.5
02-12-18 06:00,6.5
02-12-18 05:00,6.1
02-12-18 04:00,6.3
02-12-18 03:00,6.7
02-12-18 02:00,5.8
02-12-18 01:00,5.4
02-12-18 00:00,5.6
01-12-18 23:00,4.6
01-12-18 22:00,4.5
