Datum Zeit,Zittau-Ost PM10_HVS
,µg/m³
31-12-18,
30-12-18,
29-12-18,
28-12-18,
27-12-18,
26-12-18,
25-12-18,
24-12-18,
23-12-18,
22-12-18,
21-12-18,
20-12-18,
19-12-18,
18-12-18,27.75
17-12-18,34.05
16-12-18,18.97
15-12-18,28.70
14-12-18,49.16
13-12-18,51.61
12-12-18,15.81
11-12-18,4.65
10-12-18,6.25
09-12-18,2.61
08-12-18,4.19
07-12-18,10.68
06-12-18,13.97
05-12-18,22.04
04-12-18,8.52
03-12-18,9.17
02-12-18,21.13
01-12-18,23.85

