Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
31-03-16,12
30-03-16,7
29-03-16,5
28-03-16,5
27-03-16,15
26-03-16,20
25-03-16,23
24-03-16,24
23-03-16,17
22-03-16,12
21-03-16,11
20-03-16,11
19-03-16,20
18-03-16,34
17-03-16,31
16-03-16,26
15-03-16,16
14-03-16,22
13-03-16,22
12-03-16,15
11-03-16,27
10-03-16,42
09-03-16,27
08-03-16,34
07-03-16,11
06-03-16,14
05-03-16,27
04-03-16,14
03-03-16,12
02-03-16,16
01-03-16,25

