Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
31-03-16,14
30-03-16,7
29-03-16,5
28-03-16,7
27-03-16,15
26-03-16,20
25-03-16,25
24-03-16,27
23-03-16,17
22-03-16,13
21-03-16,10
20-03-16,12
19-03-16,21
18-03-16,33
17-03-16,34
16-03-16,27
15-03-16,18
14-03-16,26
13-03-16,25
12-03-16,17
11-03-16,29
10-03-16,44
09-03-16,31
08-03-16,35
07-03-16,16
06-03-16,13
05-03-16,30
04-03-16,17
03-03-16,12
02-03-16,19
01-03-16,28

