Datum Zeit,Collmberg PM10
,µg/m³
31-03-16,11
30-03-16,5
29-03-16,5
28-03-16,4
27-03-16,11
26-03-16,14
25-03-16,24
24-03-16,23
23-03-16,14
22-03-16,12
21-03-16,9
20-03-16,8
19-03-16,12
18-03-16,33
17-03-16,30
16-03-16,22
15-03-16,13
14-03-16,18
13-03-16,17
12-03-16,11
11-03-16,27
10-03-16,41
09-03-16,28
08-03-16,
07-03-16,
06-03-16,14
05-03-16,24
04-03-16,13
03-03-16,9
02-03-16,9
01-03-16,23

