Datum Zeit,Klingenthal PM10
,µg/m³
31-03-16,9
30-03-16,9
29-03-16,4
28-03-16,5
27-03-16,9
26-03-16,6
25-03-16,14
24-03-16,12
23-03-16,11
22-03-16,10
21-03-16,7
20-03-16,10
19-03-16,13
18-03-16,32
17-03-16,24
16-03-16,16
15-03-16,15
14-03-16,20
13-03-16,11
12-03-16,14
11-03-16,26
10-03-16,30
09-03-16,20
08-03-16,17
07-03-16,8
06-03-16,9
05-03-16,18
04-03-16,11
03-03-16,9
02-03-16,11
01-03-16,18

