Datum Zeit,Borna PM10
,µg/m³
31-03-16,14
30-03-16,8
29-03-16,6
28-03-16,6
27-03-16,13
26-03-16,15
25-03-16,22
24-03-16,28
23-03-16,23
22-03-16,17
21-03-16,12
20-03-16,12
19-03-16,22
18-03-16,43
17-03-16,40
16-03-16,28
15-03-16,20
14-03-16,27
13-03-16,22
12-03-16,19
11-03-16,38
10-03-16,53
09-03-16,33
08-03-16,43
07-03-16,21
06-03-16,17
05-03-16,24
04-03-16,20
03-03-16,17
02-03-16,12
01-03-16,29

