Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
31-12-08,82
30-12-08,84
29-12-08,74
28-12-08,34
27-12-08,26
26-12-08,21
25-12-08,10
24-12-08,13
23-12-08,28
22-12-08,12
21-12-08,15
20-12-08,14
19-12-08,15
18-12-08,24
17-12-08,40
16-12-08,52
15-12-08,46
14-12-08,31
13-12-08,43
12-12-08,26
11-12-08,29
10-12-08,34
09-12-08,27
08-12-08,25
07-12-08,16
06-12-08,10
05-12-08,14
04-12-08,25
03-12-08,13
02-12-08,19
01-12-08,28

