Datum Zeit,Leipzig-West PM10
,µg/m³
31-12-08,65
30-12-08,78
29-12-08,53
28-12-08,28
27-12-08,17
26-12-08,17
25-12-08,10
24-12-08,15
23-12-08,20
22-12-08,10
21-12-08,16
20-12-08,12
19-12-08,16
18-12-08,20
17-12-08,48
16-12-08,
15-12-08,
14-12-08,
13-12-08,
12-12-08,
11-12-08,
10-12-08,
09-12-08,
08-12-08,
07-12-08,
06-12-08,
05-12-08,
04-12-08,
03-12-08,
02-12-08,
01-12-08,

