Datum Zeit,Goerlitz PM10
,µg/m³
31-12-08,
30-12-08,
29-12-08,89
28-12-08,
27-12-08,
26-12-08,30
25-12-08,
24-12-08,
23-12-08,25
22-12-08,
21-12-08,
20-12-08,17
19-12-08,
18-12-08,
17-12-08,64
16-12-08,
15-12-08,
14-12-08,26
13-12-08,
12-12-08,
11-12-08,69
10-12-08,
09-12-08,
08-12-08,29
07-12-08,
06-12-08,
05-12-08,30
04-12-08,
03-12-08,
02-12-08,24
01-12-08,

