Datum,Zeit,BEN,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2011-10-01,,,,,,21,,,
2011-10-01,01:00,,12,27,,,,,
2011-10-01,02:00,,13,24,,,,,
2011-10-01,03:00,,4,24,,,,,
2011-10-01,04:00,,8,25,,,,,
2011-10-01,05:00,,9,25,,,,,
2011-10-01,06:00,,16,25,,,,,
2011-10-01,07:00,,16,27,,,,,
2011-10-01,08:00,,18,23,,,,,
2011-10-01,09:00,,19,23,,,,,
2011-10-01,10:00,,15,24,,,,,
2011-10-01,11:00,,12,28,,,,,
2011-10-01,12:00,,10,27,,,,,
2011-10-01,13:00,,11,28,,,,,
2011-10-01,14:00,,7,27,,,,,
2011-10-01,15:00,,8,22,,,,,
2011-10-01,16:00,,5,21,,,,,
2011-10-01,17:00,,3,25,,,,,
2011-10-01,18:00,,12,42,,,,,
2011-10-01,19:00,,4,30,,,,,
2011-10-01,20:00,,18,53,,,,,
2011-10-01,21:00,,36,55,,,,,
2011-10-01,22:00,,18,45,,,,,
2011-10-01,23:00,,10,40,,,,,
2011-10-02,,,,,,24,,,
2011-10-02,00:00,,12,35,,,,,
2011-10-02,01:00,,14,34,,,,,
2011-10-02,02:00,,5,28,,,,,
2011-10-02,03:00,,3,23,,,,,
2011-10-02,04:00,,4,18,,,,,
2011-10-02,05:00,,2,16,,,,,
2011-10-02,06:00,,2,16,,,,,
2011-10-02,07:00,,1,13,,,,,
2011-10-02,08:00,,2,11,,,,,
2011-10-02,09:00,,4,11,,,,,
2011-10-02,10:00,,7,16,,,,,
2011-10-02,11:00,,5,14,,,,,
2011-10-02,12:00,,3,14,,,,,
2011-10-02,13:00,,2,11,,,,,
2011-10-02,14:00,,1,8,,,,,
2011-10-02,15:00,,2,11,,,,,
2011-10-02,16:00,,3,13,,,,,
2011-10-02,17:00,,15,45,,,,,
2011-10-02,18:00,,26,77,,,,,
2011-10-02,19:00,,25,67,,,,,
2011-10-02,20:00,,21,61,,,,,
2011-10-02,21:00,,23,53,,,,,
2011-10-02,22:00,,14,45,,,,,
2011-10-02,23:00,,19,42,,,,,
2011-10-03,,,,,,19,,,
2011-10-03,00:00,,4,31,,,,,
2011-10-03,01:00,,3,25,,,,,
2011-10-03,02:00,,3,20,,,,,
2011-10-03,03:00,,3,17,,,,,
2011-10-03,04:00,,1,14,,,,,
2011-10-03,05:00,,1,12,,,,,
2011-10-03,06:00,,2,15,,,,,
2011-10-03,07:00,,2,16,,,,,
2011-10-03,08:00,,4,12,,,,,
2011-10-03,09:00,,4,12,,,,,
2011-10-03,10:00,,1,11,,,,,
2011-10-03,11:00,,3,12,,,,,
2011-10-03,12:00,,2,10,,,,,
2011-10-03,13:00,,1,10,,,,,
2011-10-03,14:00,,2,10,,,,,
2011-10-03,15:00,,2,11,,,,,
2011-10-03,16:00,,4,15,,,,,
2011-10-03,17:00,,7,32,,,,,
2011-10-03,18:00,,17,69,,,,,
2011-10-03,19:00,,30,70,,,,,
2011-10-03,20:00,,20,64,,,,,
2011-10-03,21:00,,15,50,,,,,
2011-10-03,22:00,,9,41,,,,,
2011-10-03,23:00,,5,37,,,,,
2011-10-04,,,,,,25,,,
2011-10-04,00:00,,8,36,,,,,
2011-10-04,01:00,,5,33,,,,,
2011-10-04,02:00,,3,21,,,,,
2011-10-04,03:00,,1,17,,,,,
2011-10-04,04:00,,6,26,,,,,
2011-10-04,05:00,,14,44,,,,,
2011-10-04,06:00,,27,63,,,,,
2011-10-04,07:00,,56,74,,,,,
2011-10-04,08:00,,24,54,,,,,
2011-10-04,09:00,,21,44,,,,,
2011-10-04,10:00,,12,32,,,,,
2011-10-04,11:00,,10,29,,,,,
2011-10-04,12:00,,9,25,,,,,
2011-10-04,13:00,,10,26,,,,,
2011-10-04,14:00,,9,28,,,,,
2011-10-04,15:00,,13,36,,,,,
2011-10-04,16:00,,8,31,,,,,
2011-10-04,17:00,,14,40,,,,,
2011-10-04,18:00,,9,45,,,,,
2011-10-04,19:00,,8,42,,,,,
2011-10-04,20:00,,3,35,,,,,
2011-10-04,21:00,,4,47,,,,,
2011-10-04,22:00,,5,40,,,,,
2011-10-04,23:00,,1,32,,,,,
2011-10-05,,,,,,12,,,
2011-10-05,00:00,,2,20,,,,,
2011-10-05,01:00,,1,13,,,,,
2011-10-05,02:00,,1,13,,,,,
2011-10-05,03:00,,1,10,,,,,
2011-10-05,04:00,,2,13,,,,,
2011-10-05,05:00,,10,23,,,,,
2011-10-05,06:00,,10,27,,,,,
2011-10-05,07:00,,35,39,,,,,
2011-10-05,08:00,,17,31,,,,,
2011-10-05,09:00,,22,29,,,,,
2011-10-05,10:00,,10,18,,,,,
2011-10-05,11:00,,15,25,,,,,
2011-10-05,12:00,,18,24,,,,,
2011-10-05,13:00,,18,22,,,,,
2011-10-05,14:00,,12,20,,,,,
2011-10-05,15:00,,26,29,,,,,
2011-10-05,16:00,,28,35,,,,,
2011-10-05,17:00,,18,31,,,,,
2011-10-05,18:00,,9,22,,,,,
2011-10-05,19:00,,7,19,,,,,
2011-10-05,20:00,,4,16,,,,,
2011-10-05,21:00,,4,17,,,,,
2011-10-05,22:00,,3,14,,,,,
2011-10-05,23:00,,1,11,,,,,
2011-10-06,,,,,,15,,,
2011-10-06,00:00,,1,13,,,,,
