Datum,Zeit,BEN,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
201-20-10,,,,,,,12.17,,
2011-10-01,,,,,,45,,22.99,
2011-10-01,01:00,2.9,33,56,,,,,1.8
2011-10-01,02:00,1.7,27,49,,,,,1.7
2011-10-01,03:00,1.7,55,58,,,,,2.0
2011-10-01,04:00,1.7,54,53,,,,,2.1
2011-10-01,05:00,2.2,39,52,,,,,2.4
2011-10-01,06:00,2.3,92,55,,,,,2.9
2011-10-01,07:00,2.9,80,54,,,,,2.5
2011-10-01,08:00,3.0,71,53,,,,,2.5
2011-10-01,09:00,2.8,100,58,,,,,3.5
2011-10-01,10:00,3.3,122,68,,,,,3.6
2011-10-01,11:00,2.1,83,62,,,,,4.3
2011-10-01,12:00,2.4,61,68,,,,,4.8
2011-10-01,13:00,2.6,54,65,,,,,4.4
2011-10-01,14:00,1.9,28,48,,,,,4.5
2011-10-01,15:00,0.8,21,47,,,,,5.0
2011-10-01,16:00,1.0,18,43,,,,,5.4
2011-10-01,17:00,1.2,18,52,,,,,4.4
2011-10-01,18:00,0.9,19,69,,,,,2.5
2011-10-01,19:00,2.4,94,106,,,,,3.7
2011-10-01,20:00,4.1,141,102,,,,,3.5
2011-10-01,21:00,4.8,166,95,,,,,3.3
2011-10-01,22:00,5.9,134,86,,,,,2.6
2011-10-01,23:00,5.0,64,80,,,,,3.0
2011-10-02,,,,,,46,,26.85,
2011-10-02,00:00,5.4,89,81,,,,,1.9
2011-10-02,01:00,3.7,44,61,,,,,1.0
2011-10-02,02:00,2.3,45,64,,,,,1.0
2011-10-02,03:00,2.5,54,61,,,,,1.0
2011-10-02,04:00,2.1,18,45,,,,,1.0
2011-10-02,05:00,2.0,13,41,,,,,1.0
2011-10-02,06:00,2.9,16,40,,,,,1.0
2011-10-02,07:00,2.1,15,33,,,,,1.0
2011-10-02,08:00,2.4,33,34,,,,,1.0
2011-10-02,09:00,2.4,43,35,,,,,1.0
2011-10-02,10:00,2.7,43,48,,,,,1.0
2011-10-02,11:00,2.4,40,44,,,,,1.5
2011-10-02,12:00,1.7,36,43,,,,,2.4
2011-10-02,13:00,1.9,38,54,,,,,2.3
2011-10-02,14:00,1.8,53,52,,,,,2.1
2011-10-02,15:00,2.1,37,43,,,,,2.2
2011-10-02,16:00,2.4,38,46,,,,,2.2
2011-10-02,17:00,2.7,56,65,,,,,2.0
2011-10-02,18:00,5.5,165,142,,,,,1.8
2011-10-02,19:00,10.6,320,173,,,,,3.1
2011-10-02,20:00,11.1,328,157,,,,,2.9
2011-10-02,21:00,10.1,218,118,,,,,1.9
2011-10-02,22:00,8.2,175,102,,,,,1.4
2011-10-02,23:00,9.4,141,83,,,,,1.0
2011-10-03,,,,,,40,,25.10,
2011-10-03,00:00,6.4,46,58,,,,,1.0
2011-10-03,01:00,3.6,41,51,,,,,1.0
