Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
31-07-04,20
30-07-04,18
29-07-04,14
28-07-04,12
27-07-04,12
26-07-04,12
25-07-04,18
24-07-04,19
23-07-04,14
22-07-04,17
21-07-04,18
20-07-04,19
19-07-04,15
18-07-04,15
17-07-04,17
16-07-04,
15-07-04,16
14-07-04,16
13-07-04,10
12-07-04,10
11-07-04,9
10-07-04,9
09-07-04,11
08-07-04,22
07-07-04,15
06-07-04,
05-07-04,
04-07-04,11
03-07-04,8
02-07-04,13
01-07-04,18

