Datum Zeit,Plauen-DWD O3
,µg/m³
01-08-04 00:00,56
31-07-04 23:00,57
31-07-04 22:00,46
31-07-04 21:00,62
31-07-04 20:00,97
31-07-04 19:00,123
31-07-04 18:00,141
31-07-04 17:00,150
31-07-04 16:00,149
31-07-04 15:00,146
31-07-04 14:00,143
31-07-04 13:00,140
31-07-04 12:00,140
31-07-04 11:00,132
31-07-04 10:00,106
31-07-04 09:00,74
31-07-04 08:00,36
31-07-04 07:00,15
31-07-04 06:00,9
31-07-04 05:00,7
31-07-04 04:00,8
31-07-04 03:00,12
31-07-04 02:00,12
31-07-04 01:00,15
31-07-04 00:00,31
30-07-04 23:00,50
30-07-04 22:00,60
30-07-04 21:00,85
30-07-04 20:00,106
30-07-04 19:00,139
30-07-04 18:00,137
30-07-04 17:00,125
30-07-04 16:00,123
30-07-04 15:00,120
30-07-04 14:00,119
30-07-04 13:00,117
30-07-04 12:00,115
30-07-04 11:00,108
30-07-04 10:00,89
30-07-04 09:00,41
30-07-04 08:00,22
30-07-04 07:00,12
30-07-04 06:00,7
30-07-04 05:00,13
30-07-04 04:00,14
30-07-04 03:00,8
30-07-04 02:00,4
30-07-04 01:00,7
30-07-04 00:00,25
29-07-04 23:00,39
29-07-04 22:00,53
29-07-04 21:00,68
29-07-04 20:00,93
29-07-04 19:00,106
29-07-04 18:00,109
29-07-04 17:00,107
29-07-04 16:00,104
29-07-04 15:00,101
29-07-04 14:00,99
29-07-04 13:00,94
29-07-04 12:00,88
29-07-04 11:00,86
29-07-04 10:00,62
29-07-04 09:00,39
29-07-04 08:00,21
29-07-04 07:00,6
29-07-04 06:00,3
29-07-04 05:00,1
29-07-04 04:00,3
29-07-04 03:00,4
29-07-04 02:00,3
29-07-04 01:00,6
29-07-04 00:00,12
28-07-04 23:00,7
28-07-04 22:00,46
28-07-04 21:00,59
28-07-04 20:00,84
28-07-04 19:00,104
28-07-04 18:00,107
28-07-04 17:00,105
28-07-04 16:00,102
28-07-04 15:00,96
28-07-04 14:00,91
28-07-04 13:00,88
28-07-04 12:00,89
28-07-04 11:00,84
28-07-04 10:00,72
28-07-04 09:00,46
28-07-04 08:00,20
28-07-04 07:00,4
28-07-04 06:00,2
28-07-04 05:00,1
28-07-04 04:00,1
28-07-04 03:00,6
28-07-04 02:00,9
28-07-04 01:00,13
28-07-04 00:00,14
27-07-04 23:00,24
27-07-04 22:00,30
27-07-04 21:00,50
27-07-04 20:00,67
27-07-04 19:00,77
27-07-04 18:00,79
27-07-04 17:00,83
27-07-04 16:00,77
27-07-04 15:00,73
27-07-04 14:00,72
27-07-04 13:00,61
27-07-04 12:00,67
27-07-04 11:00,65
27-07-04 10:00,58
27-07-04 09:00,48
27-07-04 08:00,36
27-07-04 07:00,23
27-07-04 06:00,13
27-07-04 05:00,14
27-07-04 04:00,24
27-07-04 03:00,24
27-07-04 02:00,21
27-07-04 01:00,20
27-07-04 00:00,24
26-07-04 23:00,34
26-07-04 22:00,44
26-07-04 21:00,53
26-07-04 20:00,55
26-07-04 19:00,58
26-07-04 18:00,68
26-07-04 17:00,75
26-07-04 16:00,73
26-07-04 15:00,65
26-07-04 14:00,75
26-07-04 13:00,71
26-07-04 12:00,65
26-07-04 11:00,51
26-07-04 10:00,47
26-07-04 09:00,47
26-07-04 08:00,51
26-07-04 07:00,46
26-07-04 06:00,37
26-07-04 05:00,28
26-07-04 04:00,47
26-07-04 03:00,58
26-07-04 02:00,61
26-07-04 01:00,65
26-07-04 00:00,69
25-07-04 23:00,60
25-07-04 22:00,34
25-07-04 21:00,54
25-07-04 20:00,80
25-07-04 19:00,98
25-07-04 18:00,107
25-07-04 17:00,108
25-07-04 16:00,108
25-07-04 15:00,110
25-07-04 14:00,110
25-07-04 13:00,110
25-07-04 12:00,108
25-07-04 11:00,102
25-07-04 10:00,78
25-07-04 09:00,50
25-07-04 08:00,29
25-07-04 07:00,14
25-07-04 06:00,6
25-07-04 05:00,4
25-07-04 04:00,7
25-07-04 03:00,10
25-07-04 02:00,12
25-07-04 01:00,11
25-07-04 00:00,3
24-07-04 23:00,8
24-07-04 22:00,14
24-07-04 21:00,20
24-07-04 20:00,45
24-07-04 19:00,76
24-07-04 18:00,89
24-07-04 17:00,92
24-07-04 16:00,90
24-07-04 15:00,101
24-07-04 14:00,95
24-07-04 13:00,72
24-07-04 12:00,69
24-07-04 11:00,71
24-07-04 10:00,
24-07-04 09:00,
24-07-04 08:00,73
24-07-04 07:00,48
24-07-04 06:00,44
24-07-04 05:00,53
24-07-04 04:00,54
24-07-04 03:00,66
24-07-04 02:00,90
24-07-04 01:00,54
24-07-04 00:00,28
23-07-04 23:00,41
23-07-04 22:00,55
23-07-04 21:00,80
23-07-04 20:00,112
23-07-04 19:00,98
23-07-04 18:00,131
23-07-04 17:00,139
23-07-04 16:00,133
23-07-04 15:00,121
23-07-04 14:00,110
23-07-04 13:00,93
23-07-04 12:00,100
23-07-04 11:00,101
23-07-04 10:00,85
23-07-04 09:00,77
23-07-04 08:00,49
23-07-04 07:00,32
23-07-04 06:00,12
23-07-04 05:00,8
23-07-04 04:00,3
23-07-04 03:00,5
23-07-04 02:00,5
23-07-04 01:00,9
23-07-04 00:00,16
22-07-04 23:00,22
22-07-04 22:00,44
22-07-04 21:00,72
22-07-04 20:00,95
22-07-04 19:00,105
22-07-04 18:00,110
22-07-04 17:00,110
22-07-04 16:00,111
22-07-04 15:00,101
22-07-04 14:00,92
22-07-04 13:00,89
22-07-04 12:00,87
22-07-04 11:00,50
22-07-04 10:00,49
22-07-04 09:00,57
22-07-04 08:00,34
22-07-04 07:00,11
22-07-04 06:00,9
22-07-04 05:00,9
22-07-04 04:00,13
22-07-04 03:00,24
22-07-04 02:00,26
22-07-04 01:00,28
22-07-04 00:00,35
21-07-04 23:00,41
21-07-04 22:00,59
21-07-04 21:00,88
21-07-04 20:00,110
21-07-04 19:00,114
21-07-04 18:00,122
21-07-04 17:00,120
21-07-04 16:00,118
21-07-04 15:00,117
21-07-04 14:00,115
21-07-04 13:00,112
21-07-04 12:00,108
21-07-04 11:00,98
21-07-04 10:00,83
21-07-04 09:00,66
21-07-04 08:00,51
21-07-04 07:00,37
21-07-04 06:00,38
21-07-04 05:00,35
21-07-04 04:00,36
21-07-04 03:00,40
21-07-04 02:00,42
21-07-04 01:00,40
21-07-04 00:00,37
20-07-04 23:00,26
20-07-04 22:00,32
20-07-04 21:00,35
20-07-04 20:00,64
20-07-04 19:00,80
20-07-04 18:00,88
20-07-04 17:00,116
20-07-04 16:00,130
20-07-04 15:00,128
20-07-04 14:00,126
20-07-04 13:00,122
20-07-04 12:00,121
20-07-04 11:00,113
20-07-04 10:00,93
20-07-04 09:00,28
20-07-04 08:00,19
20-07-04 07:00,5
20-07-04 06:00,3
20-07-04 05:00,1
20-07-04 04:00,1
20-07-04 03:00,3
20-07-04 02:00,3
20-07-04 01:00,6
20-07-04 00:00,10
