Datum Zeit,Bautzen O3
,µg/m³
01-08-04 00:00,80
31-07-04 23:00,65
31-07-04 22:00,45
31-07-04 21:00,35
31-07-04 20:00,64
31-07-04 19:00,110
31-07-04 18:00,128
31-07-04 17:00,138
31-07-04 16:00,138
31-07-04 15:00,138
31-07-04 14:00,134
31-07-04 13:00,135
31-07-04 12:00,129
31-07-04 11:00,122
31-07-04 10:00,113
31-07-04 09:00,82
31-07-04 08:00,83
31-07-04 07:00,46
31-07-04 06:00,29
31-07-04 05:00,45
31-07-04 04:00,51
31-07-04 03:00,49
31-07-04 02:00,50
31-07-04 01:00,43
31-07-04 00:00,34
30-07-04 23:00,35
30-07-04 22:00,13
30-07-04 21:00,20
30-07-04 20:00,44
30-07-04 19:00,79
30-07-04 18:00,101
30-07-04 17:00,100
30-07-04 16:00,103
30-07-04 15:00,101
30-07-04 14:00,100
30-07-04 13:00,95
30-07-04 12:00,90
30-07-04 11:00,84
30-07-04 10:00,75
30-07-04 09:00,53
30-07-04 08:00,27
30-07-04 07:00,11
30-07-04 06:00,2
30-07-04 05:00,2
30-07-04 04:00,7
30-07-04 03:00,18
30-07-04 02:00,30
30-07-04 01:00,32
30-07-04 00:00,30
29-07-04 23:00,32
29-07-04 22:00,16
29-07-04 21:00,11
29-07-04 20:00,34
29-07-04 19:00,77
29-07-04 18:00,86
29-07-04 17:00,89
29-07-04 16:00,88
29-07-04 15:00,89
29-07-04 14:00,88
29-07-04 13:00,86
29-07-04 12:00,83
29-07-04 11:00,75
29-07-04 10:00,63
29-07-04 09:00,55
29-07-04 08:00,38
29-07-04 07:00,18
29-07-04 06:00,7
29-07-04 05:00,2
29-07-04 04:00,6
29-07-04 03:00,31
29-07-04 02:00,40
29-07-04 01:00,26
29-07-04 00:00,20
28-07-04 23:00,22
28-07-04 22:00,21
28-07-04 21:00,47
28-07-04 20:00,66
28-07-04 19:00,86
28-07-04 18:00,88
28-07-04 17:00,91
28-07-04 16:00,89
28-07-04 15:00,87
28-07-04 14:00,82
28-07-04 13:00,82
28-07-04 12:00,81
28-07-04 11:00,73
28-07-04 10:00,63
28-07-04 09:00,59
28-07-04 08:00,43
28-07-04 07:00,27
28-07-04 06:00,14
28-07-04 05:00,12
28-07-04 04:00,12
28-07-04 03:00,31
28-07-04 02:00,29
28-07-04 01:00,31
28-07-04 00:00,36
27-07-04 23:00,42
27-07-04 22:00,55
27-07-04 21:00,58
27-07-04 20:00,64
27-07-04 19:00,61
27-07-04 18:00,62
27-07-04 17:00,57
27-07-04 16:00,57
