Datum Zeit,Glauchau O3
,µg/m³
01-08-04 00:00,103
31-07-04 23:00,110
31-07-04 22:00,66
31-07-04 21:00,62
31-07-04 20:00,107
31-07-04 19:00,141
31-07-04 18:00,148
31-07-04 17:00,153
31-07-04 16:00,152
31-07-04 15:00,144
31-07-04 14:00,142
31-07-04 13:00,142
31-07-04 12:00,135
31-07-04 11:00,111
31-07-04 10:00,77
31-07-04 09:00,59
31-07-04 08:00,28
31-07-04 07:00,16
31-07-04 06:00,11
31-07-04 05:00,13
31-07-04 04:00,16
31-07-04 03:00,11
31-07-04 02:00,11
31-07-04 01:00,10
31-07-04 00:00,24
30-07-04 23:00,25
30-07-04 22:00,43
30-07-04 21:00,79
30-07-04 20:00,97
30-07-04 19:00,122
30-07-04 18:00,134
30-07-04 17:00,141
30-07-04 16:00,135
30-07-04 15:00,135
30-07-04 14:00,130
30-07-04 13:00,116
30-07-04 12:00,
30-07-04 11:00,89
30-07-04 10:00,64
30-07-04 09:00,24
30-07-04 08:00,13
30-07-04 07:00,8
30-07-04 06:00,3
30-07-04 05:00,4
30-07-04 04:00,2
30-07-04 03:00,10
30-07-04 02:00,3
30-07-04 01:00,5
30-07-04 00:00,11
29-07-04 23:00,20
29-07-04 22:00,39
29-07-04 21:00,57
29-07-04 20:00,86
29-07-04 19:00,104
29-07-04 18:00,109
29-07-04 17:00,107
29-07-04 16:00,106
29-07-04 15:00,103
29-07-04 14:00,96
29-07-04 13:00,89
29-07-04 12:00,85
29-07-04 11:00,73
29-07-04 10:00,59
29-07-04 09:00,48
29-07-04 08:00,20
29-07-04 07:00,8
29-07-04 06:00,2
29-07-04 05:00,2
29-07-04 04:00,1
29-07-04 03:00,2
29-07-04 02:00,1
29-07-04 01:00,2
29-07-04 00:00,3
28-07-04 23:00,2
28-07-04 22:00,22
28-07-04 21:00,48
28-07-04 20:00,73
28-07-04 19:00,98
28-07-04 18:00,91
28-07-04 17:00,101
28-07-04 16:00,99
28-07-04 15:00,100
28-07-04 14:00,95
28-07-04 13:00,94
28-07-04 12:00,85
28-07-04 11:00,81
28-07-04 10:00,61
28-07-04 09:00,31
28-07-04 08:00,18
28-07-04 07:00,6
28-07-04 06:00,4
28-07-04 05:00,3
28-07-04 04:00,4
28-07-04 03:00,7
28-07-04 02:00,18
28-07-04 01:00,25
28-07-04 00:00,24
27-07-04 23:00,30
27-07-04 22:00,37
27-07-04 21:00,35
27-07-04 20:00,42
27-07-04 19:00,59
27-07-04 18:00,56
27-07-04 17:00,75
27-07-04 16:00,78
27-07-04 15:00,73
27-07-04 14:00,62
27-07-04 13:00,56
27-07-04 12:00,51
27-07-04 11:00,49
27-07-04 10:00,43
27-07-04 09:00,31
27-07-04 08:00,22
27-07-04 07:00,12
27-07-04 06:00,11
27-07-04 05:00,13
27-07-04 04:00,18
27-07-04 03:00,21
27-07-04 02:00,21
27-07-04 01:00,28
27-07-04 00:00,21
26-07-04 23:00,24
26-07-04 22:00,30
26-07-04 21:00,32
26-07-04 20:00,42
26-07-04 19:00,49
