Datum,Zeit,BEN,CO,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,mg/m3,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2003-03-01,01:00,,,,,93,,,3.7
2003-03-01,02:00,,,,,94,,,2.8
2003-03-01,03:00,,,,,85,,,2.8
2003-03-01,04:00,,,,,79,,,3.6
2003-03-01,05:00,,,,,87,,,3.5
2003-03-01,06:00,,,,,92,,,4.6
2003-03-01,07:00,,,,,93,,,5.9
2003-03-01,08:00,,,,,94,,,6.4
2003-03-01,09:00,,,,,98,,,5.8
2003-03-01,10:00,,,,,98,,,5.6
2003-03-01,11:00,,,,,96,,,6.0
2003-03-01,12:00,,,,,93,,,4.7
2003-03-01,13:00,,,,,98,,,1.4
2003-03-01,14:00,,,,,100,,,1.0
2003-03-01,15:00,,,,,95,,,1.9
2003-03-01,16:00,,,,,87,,,2.1
2003-03-01,17:00,,,,,82,,,1.1
2003-03-01,18:00,,,,,76,,,1.0
2003-03-01,19:00,,,,,68,,,1.5
2003-03-01,20:00,,,,,71,,,1.8
2003-03-01,21:00,,,,,67,,,1.0
2003-03-01,22:00,,,,,66,,,1.0
2003-03-01,23:00,,,,,74,,,1.0
2003-03-02,00:00,,,,,75,,,1.0
2003-03-02,01:00,,,,,73,,,1.0
2003-03-02,02:00,,,,,67,,,3.3
2003-03-02,03:00,,,,,63,,,6.2
2003-03-02,04:00,,,,,65,,,4.9
2003-03-02,05:00,,,,,78,,,3.4
2003-03-02,06:00,,,,,76,,,4.1
2003-03-02,07:00,,,,,46,,,14.6
2003-03-02,08:00,,,,,63,,,12.9
2003-03-02,09:00,,,,,77,,,5.0
2003-03-02,10:00,,,,,83,,,1.3
2003-03-02,11:00,,,,,83,,,3.5
2003-03-02,12:00,,,,,82,,,4.6
2003-03-02,13:00,,,,,76,,,4.8
2003-03-02,14:00,,,,,73,,,1.6
2003-03-02,15:00,,,,,72,,,1.0
2003-03-02,16:00,,,,,75,,,1.0
2003-03-02,17:00,,,,,81,,,1.0
2003-03-02,18:00,,,,,82,,,1.0
2003-03-02,19:00,,,,,79,,,1.0
2003-03-02,20:00,,,,,81,,,1.0
2003-03-02,21:00,,,,,80,,,1.0
2003-03-02,22:00,,,,,77,,,1.0
2003-03-02,23:00,,,,,78,,,1.0
2003-03-03,00:00,,,,,70,,,1.0
2003-03-03,01:00,,,,,64,,,1.1
2003-03-03,02:00,,,,,70,,,1.5
2003-03-03,03:00,,,,,70,,,1.3
2003-03-03,04:00,,,,,71,,,1.3
2003-03-03,05:00,,,,,69,,,1.2
2003-03-03,06:00,,,,,69,,,1.2
2003-03-03,07:00,,,,,67,,,1.0
2003-03-03,08:00,,,,,61,,,1.0
2003-03-03,09:00,,,,,57,,,1.3
2003-03-03,10:00,,,,,58,,,1.1
2003-03-03,11:00,,,,,62,,,1.0
2003-03-03,12:00,,,,,66,,,1.1
2003-03-03,13:00,,,,,64,,,1.1
2003-03-03,14:00,,,,,58,,,1.6
2003-03-03,15:00,,,,,54,,,1.5
2003-03-03,16:00,,,,,54,,,1.7
2003-03-03,17:00,,,,,55,,,1.6
2003-03-03,18:00,,,,,54,,,1.5
2003-03-03,19:00,,,,,49,,,2.1
2003-03-03,20:00,,,,,45,,,1.6
2003-03-03,21:00,,,,,40,,,1.5
2003-03-03,22:00,,,,,22,,,1.4
2003-03-03,23:00,,,,,2,,,1.6
2003-03-04,00:00,,,,,1,,,2.8
2003-03-04,01:00,,,,,1,,,2.2
2003-03-04,02:00,,,,,11,,,1.9
2003-03-04,03:00,,,,,20,,,1.7
2003-03-04,04:00,,,,,35,,,8.4
2003-03-04,05:00,,,,,26,,,22.0
2003-03-04,06:00,,,,,37,,,16.6
2003-03-04,07:00,,,,,33,,,11.3
2003-03-04,08:00,,,,,24,,,6.4
2003-03-04,09:00,,,,,27,,,14.0
2003-03-04,10:00,,,,,33,,,18.4
2003-03-04,11:00,,,,,52,,,15.0
2003-03-04,12:00,,,,,68,,,10.1
2003-03-04,13:00,,,,,80,,,3.5
2003-03-04,14:00,,,,,67,,,3.1
2003-03-04,15:00,,,,,65,,,2.4
2003-03-04,16:00,,,,,73,,,1.1
2003-03-04,17:00,,,,,63,,,1.0
2003-03-04,18:00,,,,,53,,,1.0
2003-03-04,19:00,,,,,43,,,1.1
2003-03-04,20:00,,,,,53,,,1.0
2003-03-04,21:00,,,,,62,,,1.0
2003-03-04,22:00,,,,,55,,,1.0
2003-03-04,23:00,,,,,61,,,1.0
2003-03-05,00:00,,,,,59,,,1.0
2003-03-05,01:00,,,,,59,,,6.6
2003-03-05,02:00,,,,,51,,,16.5
2003-03-05,03:00,,,,,55,,,7.0
2003-03-05,04:00,,,,,62,,,2.4
2003-03-05,05:00,,,,,60,,,1.0
2003-03-05,06:00,,,,,62,,,1.0
2003-03-05,07:00,,,,,60,,,2.5
2003-03-05,08:00,,,,,61,,,2.3
2003-03-05,09:00,,,,,61,,,1.1
2003-03-05,10:00,,,,,62,,,1.0
2003-03-05,11:00,,,,,64,,,1.0
2003-03-05,12:00,,,,,67,,,1.0
2003-03-05,13:00,,,,,85,,,1.0
2003-03-05,14:00,,,,,93,,,1.0
2003-03-05,15:00,,,,,89,,,1.0
2003-03-05,16:00,,,,,81,,,1.0
2003-03-05,17:00,,,,,84,,,1.0
2003-03-05,18:00,,,,,71,,,1.2
2003-03-05,19:00,,,,,36,,,16.0
2003-03-05,20:00,,,,,46,,,10.0
2003-03-05,21:00,,,,,30,,,19.3
2003-03-05,22:00,,,,,36,,,5.2
2003-03-05,23:00,,,,,44,,,3.0
2003-03-06,00:00,,,,,40,,,4.0
2003-03-06,01:00,,,,,21,,,15.1
2003-03-06,02:00,,,,,44,,,8.0
2003-03-06,03:00,,,,,56,,,6.0
2003-03-06,04:00,,,,,52,,,8.9
2003-03-06,05:00,,,,,66,,,9.9
2003-03-06,06:00,,,,,77,,,9.5
2003-03-06,07:00,,,,,83,,,14.3
2003-03-06,08:00,,,,,85,,,9.3
2003-03-06,09:00,,,,,88,,,5.9
2003-03-06,10:00,,,,,88,,,4.9
2003-03-06,11:00,,,,,83,,,6.1
2003-03-06,12:00,,,,,85,,,4.9
2003-03-06,13:00,,,,,91,,,5.0
2003-03-06,14:00,,,,,96,,,5.9
2003-03-06,15:00,,,,,105,,,7.8
2003-03-06,16:00,,,,,110,,,8.9
2003-03-06,17:00,,,,,110,,,8.3
