Datum Zeit,Schwartenberg PM2.5
,µg/m³
30-11-08,
29-11-08,15.98
28-11-08,
27-11-08,8.42
26-11-08,
25-11-08,5.28
24-11-08,
23-11-08,3.39
22-11-08,
21-11-08,1.54
20-11-08,
19-11-08,2.18
18-11-08,
17-11-08,3.98
16-11-08,
15-11-08,4.41
14-11-08,
13-11-08,9.57
12-11-08,
11-11-08,12.39
10-11-08,
09-11-08,13.73
08-11-08,
07-11-08,10.22
06-11-08,
05-11-08,35.15
04-11-08,
03-11-08,21.86
02-11-08,
01-11-08,10.41

