Datum Zeit,Chemnitz-Leipziger Str. PM10
,µg/m³
30-11-08,36
29-11-08,47
28-11-08,46
27-11-08,28
26-11-08,27
25-11-08,29
24-11-08,22
23-11-08,11
22-11-08,13
21-11-08,9
20-11-08,14
19-11-08,13
18-11-08,30
17-11-08,29
16-11-08,12
15-11-08,26
14-11-08,40
13-11-08,51
12-11-08,26
11-11-08,21
10-11-08,20
09-11-08,25
08-11-08,55
07-11-08,60
06-11-08,55
05-11-08,56
04-11-08,42
03-11-08,57
02-11-08,31
01-11-08,36

