Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
30-11-08,33
29-11-08,38
28-11-08,30
27-11-08,15
26-11-08,18
25-11-08,22
24-11-08,20
23-11-08,11
22-11-08,7
21-11-08,6
20-11-08,11
19-11-08,13
18-11-08,26
17-11-08,19
16-11-08,14
15-11-08,18
14-11-08,20
13-11-08,38
12-11-08,32
11-11-08,26
10-11-08,15
09-11-08,27
08-11-08,47
07-11-08,46
06-11-08,39
05-11-08,40
04-11-08,42
03-11-08,49
02-11-08,38
01-11-08,43

