Datum Zeit,Borna PM10
,µg/m³
30-11-08,35
29-11-08,42
28-11-08,35
27-11-08,22
26-11-08,26
25-11-08,29
24-11-08,18
23-11-08,10
22-11-08,7
21-11-08,7
20-11-08,12
19-11-08,14
18-11-08,24
17-11-08,22
16-11-08,13
15-11-08,24
14-11-08,36
13-11-08,34
12-11-08,23
11-11-08,17
10-11-08,14
09-11-08,23
08-11-08,46
07-11-08,46
06-11-08,46
05-11-08,48
04-11-08,38
03-11-08,47
02-11-08,26
01-11-08,31

