Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
30-11-08,32
29-11-08,39
28-11-08,27
27-11-08,14
26-11-08,20
25-11-08,21
24-11-08,17
23-11-08,10
22-11-08,6
21-11-08,6
20-11-08,10
19-11-08,14
18-11-08,24
17-11-08,15
16-11-08,12
15-11-08,18
14-11-08,21
13-11-08,30
12-11-08,21
11-11-08,24
10-11-08,17
09-11-08,28
08-11-08,48
07-11-08,43
06-11-08,33
05-11-08,37
04-11-08,27
03-11-08,38
02-11-08,28
01-11-08,31

